UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO, POPULAÇÃO ESTIMADA , CODIGO RAIS 
RN,24,06809,Lajes Pintadas,"4,768",2406809
RN,24,06908,Lucrécia,"4,053",2406908
RN,24,07005,Luís Gomes,"10,175",2407005
RN,24,07104,Macaíba,"82,828",2407104
RN,24,07203,Macau,"32,260",2407203
RN,24,07252,Major Sales,"4,102",2407252
RN,24,07302,Marcelino Vieira,"8,325",2407302
RN,24,07401,Martins,"8,790",2407401
RN,24,07500,Maxaranguape,"12,714",2407500
RN,24,07609,Messias Targino,"4,665",2407609
RN,24,07708,Montanhas,"11,166",2407708
RN,24,07807,Monte Alegre,"22,698",2407807
RN,24,07906,Monte das Gameleiras,"2,063",2407906
RN,24,08003,Mossoró,"303,792",2408003
RN,24,08102,Natal,"896,708",2408102
RN,24,08201,Nísia Floresta,"28,266",2408201
RN,24,08300,Nova Cruz,"37,554",2408300
RN,24,08409,Olho d'Água do Borges,"4,231",2408409
RN,24,08508,Ouro Branco,"4,813",2408508
RN,24,08607,Paraná,"4,298",2408607
RN,24,08706,Paraú,"3,732",2408706
RN,24,08805,Parazinho,"5,307",2408805
RN,24,08904,Parelhas,"21,611",2408904
RN,24,08953,Rio do Fogo,"10,961",2408953
RN,24,09100,Passa e Fica,"13,667",2409100
RN,24,09209,Passagem,"3,114",2409209
RN,24,09308,Patu,"12,861",2409308
RN,24,09332,Santa Maria,"5,689",2409332
RN,24,09407,Pau dos Ferros,"30,802",2409407
RN,24,09506,Pedra Grande,"3,163",2409506
RN,24,09605,Pedra Preta,"2,419",2409605
RN,24,09704,Pedro Avelino,"6,591",2409704
RN,24,09803,Pedro Velho,"14,881",2409803
RN,24,09902,Pendências,"15,411",2409902
RN,24,10009,Pilões,"3,900",2410009
RN,24,10108,Poço Branco,"15,646",2410108
RN,24,10207,Portalegre,"7,944",2410207
RN,24,10256,Porto do Mangue,"6,605",2410256
RN,24,10306,Serra Caiada,"10,646",2410306
RN,24,10405,Pureza,"9,825",2410405
RN,24,10504,Rafael Fernandes,"5,158",2410504
RN,24,10603,Rafael Godeiro,"3,214",2410603
RN,24,10702,Riacho da Cruz,"3,648",2410702
RN,24,10801,Riacho de Santana,"4,194",2410801
RN,24,10900,Riachuelo,"8,310",2410900
RN,24,11007,Rodolfo Fernandes,"4,457",2411007
RN,24,11056,Tibau,"4,173",2411056
RN,24,11106,Ruy Barbosa,"3,584",2411106
RN,24,11205,Santa Cruz,"40,295",2411205
RN,24,11403,Santana do Matos,"11,808",2411403
RN,24,11429,Santana do Seridó,"2,699",2411429
RN,24,11502,Santo Antônio,"24,422",2411502
RN,24,11601,São Bento do Norte,"2,687",2411601
RN,24,11700,São Bento do Trairí,"4,541",2411700
RN,24,11809,São Fernando,"3,606",2411809
RN,24,11908,São Francisco do Oeste,"4,281",2411908
RN,24,12005,São Gonçalo do Amarante,"104,919",2412005
RN,24,12104,São João do Sabugi,"6,221",2412104
RN,24,12203,São José de Mipibu,"44,566",2412203
RN,24,12302,São José do Campestre,"12,901",2412302
RN,24,12401,São José do Seridó,"4,696",2412401
RN,24,12500,São Miguel,"23,789",2412500
RN,24,12559,São Miguel do Gostoso,"10,441",2412559
RN,24,12609,São Paulo do Potengi,"17,858",2412609
RN,24,12708,São Pedro,"5,889",2412708
RN,24,12807,São Rafael,"8,183",2412807
RN,24,12906,São Tomé,"11,051",2412906
RN,24,13003,São Vicente,"6,476",2413003
RN,24,13102,Senador Elói de Souza,"6,167",2413102
RN,24,13201,Senador Georgino Avelino,"4,527",2413201
RN,24,13300,Serra de São Bento,"5,739",2413300
RN,24,13359,Serra do Mel,"12,225",2413359
RN,24,13409,Serra Negra do Norte,"8,105",2413409
RN,24,13508,Serrinha,"6,128",2413508
RN,24,13557,Serrinha dos Pintos,"4,832",2413557
RN,24,13607,Severiano Melo,"1,743",2413607
RN,24,13706,Sítio Novo,"5,600",2413706
RN,24,13805,Taboleiro Grande,"2,606",2413805
RN,24,13904,Taipu,"12,314",2413904
RN,24,14001,Tangará,"16,008",2414001
RN,24,14100,Tenente Ananias,"10,923",2414100
RN,24,14159,Tenente Laurentino Cruz,"6,085",2414159
RN,24,14209,Tibau do Sul,"14,694",2414209
RN,24,14308,Timbaúba dos Batistas,"2,427",2414308
RN,24,14407,Touros,"33,716",2414407
RN,24,14456,Triunfo Potiguar,"3,195",2414456
RN,24,14506,Umarizal,"10,485",2414506
RN,24,14605,Upanema,"14,937",2414605
RN,24,14704,Várzea,"5,529",2414704
RN,24,14753,Venha-Ver,"4,232",2414753
RN,24,14803,Vera Cruz,"12,789",2414803
RN,24,14902,Viçosa,"1,731",2414902
RN,24,15008,Vila Flor,"3,217",2415008
PB,25,00106,Água Branca,"10,375",2500106
PB,25,00205,Aguiar,"5,622",2500205
PB,25,00304,Alagoa Grande,"28,384",2500304
PB,25,00403,Alagoa Nova,"20,992",2500403
PB,25,00502,Alagoinha,"14,629",2500502
PB,25,00536,Alcantil,"5,527",2500536
PB,25,00577,Algodão de Jandaíra,"2,588",2500577
PB,25,00601,Alhandra,"19,865",2500601
PB,25,00700,São João do Rio do Peixe,"18,020",2500700
PB,25,00734,Amparo,"2,264",2500734
PB,25,00775,Aparecida,"8,482",2500775
PB,25,00809,Araçagi,"16,857",2500809
PB,25,00908,Arara,"13,613",2500908
PB,25,01005,Araruna,"20,610",2501005
PB,25,01104,Areia,"22,493",2501104
PB,25,01153,Areia de Baraúnas,"2,105",2501153
PB,25,01203,Areial,"7,054",2501203
PB,25,01302,Aroeiras,"19,081",2501302
PB,25,01351,Assunção,"4,067",2501351
PB,25,01401,Baía da Traição,"9,197",2501401
PB,25,01500,Bananeiras,"21,220",2501500
PB,25,01534,Baraúna,"5,033",2501534
PB,25,01575,Barra de Santana,"8,338",2501575
PB,25,01609,Barra de Santa Rosa,"15,607",2501609
PB,25,01708,Barra de São Miguel,"6,095",2501708
PB,25,01807,Bayeux,"97,519",2501807
PB,25,01906,Belém,"17,733",2501906
PB,25,02003,Belém do Brejo do Cruz,"7,356",2502003
PB,25,02052,Bernardino Batista,"3,571",2502052
PB,25,02102,Boa Ventura,"5,248",2502102
PB,25,02151,Boa Vista,"7,218",2502151
PB,25,02201,Bom Jesus,"2,588",2502201
PB,25,02300,Bom Sucesso,"4,937",2502300
PB,25,02409,Bonito de Santa Fé,"12,126",2502409
PB,25,02508,Boqueirão,"17,934",2502508
PB,25,02607,Igaracy,"6,092",2502607
PB,25,02706,Borborema,"5,311",2502706
PB,25,02805,Brejo do Cruz,"14,287",2502805
PB,25,02904,Brejo dos Santos,"6,479",2502904
PB,25,03001,Caaporã,"22,079",2503001
PB,25,03100,Cabaceiras,"5,710",2503100
PB,25,03209,Cabedelo,"69,773",2503209
PB,25,03308,Cachoeira dos Índios,"10,364",2503308
PB,25,03407,Cacimba de Areia,"3,708",2503407
PB,25,03506,Cacimba de Dentro,"17,169",2503506
PB,25,03555,Cacimbas,"7,225",2503555
PB,25,03605,Caiçara,"7,182",2503605
PB,25,03704,Cajazeiras,"62,576",2503704
PB,25,03753,Cajazeirinhas,"3,217",2503753
PB,25,03803,Caldas Brandão,"6,077",2503803
PB,25,03902,Camalaú,"6,048",2503902
PB,25,04009,Campina Grande,"413,830",2504009
PB,25,04033,Capim,"6,715",2504033
PB,25,04074,Caraúbas,"4,206",2504074
PB,25,04108,Carrapateira,"2,714",2504108
PB,25,04157,Casserengue,"7,530",2504157
PB,25,04207,Catingueira,"4,938",2504207
PB,25,04306,Catolé do Rocha,"30,819",2504306
PB,25,04355,Caturité,"4,898",2504355
PB,25,04405,Conceição,"19,030",2504405
PB,25,04504,Condado,"6,662",2504504
PB,25,04603,Conde,"25,341",2504603
PB,25,04702,Congo,"4,787",2504702
PB,25,04801,Coremas,"15,438",2504801
PB,25,04850,Coxixola,"1,948",2504850
PB,25,04900,Cruz do Espírito Santo,"17,599",2504900
PB,25,05006,Cubati,"7,866",2505006
PB,25,05105,Cuité,"20,331",2505105
PB,25,05204,Cuitegi,"6,748",2505204
PB,25,05238,Cuité de Mamanguape,"6,360",2505238
PB,25,05279,Curral de Cima,"5,209",2505279
PB,25,05303,Curral Velho,"2,508",2505303
PB,25,05352,Damião,"5,409",2505352
PB,25,05402,Desterro,"8,332",2505402
PB,25,05501,Vista Serrana,"3,850",2505501
PB,25,05600,Diamante,"6,506",2505600
PB,25,05709,Dona Inês,"10,375",2505709
PB,25,05808,Duas Estradas,"3,569",2505808
PB,25,05907,Emas,"3,556",2505907
PB,25,06004,Esperança,"33,386",2506004
PB,25,06103,Fagundes,"11,180",2506103
PB,25,06202,Frei Martinho,"2,989",2506202
PB,25,06251,Gado Bravo,"8,292",2506251
PB,25,06301,Guarabira,"59,389",2506301
PB,25,06400,Gurinhém,"14,125",2506400
PB,25,06509,Gurjão,"3,477",2506509
PB,25,06608,Ibiara,"5,877",2506608
PB,25,06707,Imaculada,"11,877",2506707
PB,25,06806,Ingá,"18,184",2506806
PB,25,06905,Itabaiana,"24,363",2506905
PB,25,07002,Itaporanga,"24,960",2507002
PB,25,07101,Itapororoca,"18,978",2507101
PB,25,07200,Itatuba,"11,069",2507200
PB,25,07309,Jacaraú,"14,467",2507309
PB,25,07408,Jericó,"7,751",2507408
PB,25,07507,João Pessoa,"825,796",2507507
PB,25,07606,Juarez Távora,"8,014",2507606
PB,25,07705,Juazeirinho,"18,422",2507705
PB,25,07804,Junco do Seridó,"7,238",2507804
PB,25,07903,Juripiranga,"10,830",2507903
PB,25,08000,Juru,"9,831",2508000
PB,25,08109,Lagoa,"4,640",2508109
PB,25,08208,Lagoa de Dentro,"7,754",2508208
PB,25,08307,Lagoa Seca,"27,728",2508307
PB,25,08406,Lastro,"2,698",2508406
PB,25,08505,Livramento,"7,274",2508505
PB,25,08554,Logradouro,"4,406",2508554
PB,25,08604,Lucena,"13,344",2508604
PB,25,08703,Mãe d'Água,"3,988",2508703
PB,25,08802,Malta,"5,745",2508802
PB,25,08901,Mamanguape,"45,385",2508901
PB,25,09008,Manaíra,"10,988",2509008
PB,25,09057,Marcação,"8,746",2509057
PB,25,09107,Mari,"21,895",2509107
PB,25,09156,Marizópolis,"6,689",2509156
PB,25,09206,Massaranduba,"14,077",2509206
PB,25,09305,Mataraca,"8,642",2509305
PB,25,09339,Matinhas,"4,528",2509339
PB,25,09370,Mato Grosso,"2,944",2509370
PB,25,09396,Maturéia,"6,690",2509396
PB,25,09404,Mogeiro,"13,238",2509404
PB,25,09503,Montadas,"5,806",2509503
PB,25,09602,Monte Horebe,"4,867",2509602
PB,25,09701,Monteiro,"33,638",2509701
PB,25,09800,Mulungu,"9,962",2509800
PB,25,09909,Natuba,"10,449",2509909
PB,25,10006,Nazarezinho,"7,271",2510006
PB,25,10105,Nova Floresta,"10,614",2510105
PB,25,10204,Nova Olinda,"5,892",2510204
PB,25,10303,Nova Palmeira,"5,011",2510303
PB,25,10402,Olho d'Água,"6,399",2510402
PB,25,10501,Olivedos,"3,989",2510501
PB,25,10600,Ouro Velho,"3,052",2510600
PB,25,10659,Parari,"1,747",2510659
PB,25,10709,Passagem,"2,453",2510709
PB,25,10808,Patos,"108,766",2510808
PB,25,10907,Paulista,"12,411",2510907
PB,25,11004,Pedra Branca,"3,802",2511004
PB,25,11103,Pedra Lavrada,"7,954",2511103
PB,25,11202,Pedras de Fogo,"28,607",2511202
PB,25,11301,Piancó,"16,147",2511301
PB,25,11400,Picuí,"18,737",2511400
PB,25,11509,Pilar,"12,036",2511509
PB,25,11608,Pilões,"6,518",2511608
PB,25,11707,Pilõezinhos,"4,937",2511707
PB,25,11806,Pirpirituba,"10,590",2511806
PB,25,11905,Pitimbu,"19,478",2511905
PB,25,12002,Pocinhos,"18,848",2512002
PB,25,12036,Poço Dantas,"3,877",2512036
PB,25,12077,Poço de José de Moura,"4,366",2512077
PB,25,12101,Pombal,"32,803",2512101
PB,25,12200,Prata,"4,265",2512200
PB,25,12309,Princesa Isabel,"23,749",2512309
PB,25,12408,Puxinanã,"13,801",2512408
PB,25,12507,Queimadas,"44,388",2512507
PB,25,12606,Quixaba,"2,009",2512606
PB,25,12705,Remígio,"19,973",2512705
PB,25,12721,Pedro Régis,"6,139",2512721
PB,25,12747,Riachão,"3,650",2512747
PB,25,12754,Riachão do Bacamarte,"4,562",2512754
PB,25,12762,Riachão do Poço,"4,571",2512762
PB,25,12788,Riacho de Santo Antônio,"1,999",2512788
PB,25,12804,Riacho dos Cavalos,"8,555",2512804
PB,25,12903,Rio Tinto,"24,258",2512903
PB,25,13000,Salgadinho,"3,975",2513000
PB,25,13109,Salgado de São Félix,"12,123",2513109
PB,25,13158,Santa Cecília,"6,526",2513158
PB,25,13208,Santa Cruz,"6,579",2513208
PB,25,13307,Santa Helena,"5,853",2513307
PB,25,13356,Santa Inês,"3,591",2513356
PB,25,13406,Santa Luzia,"15,470",2513406
PB,25,13505,Santana de Mangueira,"5,098",2513505
PB,25,13604,Santana dos Garrotes,"6,942",2513604
PB,25,13653,Joca Claudino,"2,640",2513653
PB,25,13703,Santa Rita,"138,093",2513703
PB,25,13802,Santa Teresinha,"4,550",2513802
PB,25,13851,Santo André,"2,496",2513851
PB,25,13901,São Bento,"34,650",2513901
PB,25,13927,São Bentinho,"4,602",2513927
PB,25,13943,São Domingos do Cariri,"2,645",2513943
PB,25,13968,São Domingos,"3,119",2513968
PB,25,13984,São Francisco,"3,377",2513984
PB,25,14008,São João do Cariri,"4,170",2514008
PB,25,14107,São João do Tigre,"4,408",2514107
PB,25,14206,São José da Lagoa Tapada,"7,622",2514206
PB,25,14305,São José de Caiana,"6,394",2514305
PB,25,14404,São José de Espinharas,"4,631",2514404
PB,25,14453,São José dos Ramos,"6,037",2514453
PB,25,14503,São José de Piranhas,"20,406",2514503
PB,25,14552,São José de Princesa,"3,898",2514552
PB,25,14602,São José do Bonfim,"3,619",2514602
PB,25,14651,São José do Brejo do Cruz,"1,821",2514651
PB,25,14701,São José do Sabugi,"4,153",2514701
PB,25,14800,São José dos Cordeiros,"3,607",2514800
PB,25,14909,São Mamede,"7,682",2514909
PB,25,15005,São Miguel de Taipu,"7,450",2515005
PB,25,15104,São Sebastião de Lagoa de Roça,"11,793",2515104
PB,25,15203,São Sebastião do Umbuzeiro,"3,534",2515203
PB,25,15302,Sapé,"52,977",2515302
PB,25,15401,São Vicente do Seridó,"10,919",2515401
PB,25,15500,Serra Branca,"13,807",2515500
PB,25,15609,Serra da Raiz,"3,114",2515609
PB,25,15708,Serra Grande,"2,921",2515708
PB,25,15807,Serra Redonda,"7,001",2515807
PB,25,15906,Serraria,"6,037",2515906
PB,25,15930,Sertãozinho,"5,152",2515930
PB,25,15971,Sobrado,"7,845",2515971
PB,25,16003,Solânea,"26,051",2516003
PB,25,16102,Soledade,"15,211",2516102
PB,25,16151,Sossêgo,"3,631",2516151
PB,25,16201,Sousa,"69,997",2516201
PB,25,16300,Sumé,"17,096",2516300
PB,25,16409,Tacima,"11,024",2516409
PB,25,16508,Taperoá,"15,505",2516508
PB,25,16607,Tavares,"14,791",2516607
PB,25,16706,Teixeira,"15,333",2516706
PB,25,16755,Tenório,"3,103",2516755
PB,25,16805,Triunfo,"9,473",2516805
PB,25,16904,Uiraúna,"15,356",2516904
PB,25,17001,Umbuzeiro,"9,914",2517001
PB,25,17100,Várzea,"2,870",2517100
PB,25,17209,Vieirópolis,"5,395",2517209
PB,25,17407,Zabelê,"2,269",2517407
PE,26,00054,Abreu e Lima,"100,698",2600054
PE,26,00104,Afogados da Ingazeira,"37,546",2600104
PE,26,00203,Afrânio,"19,981",2600203
PE,26,00302,Agrestina,"25,240",2600302
PE,26,00401,Água Preta,"37,386",2600401
PE,26,00500,Águas Belas,"43,923",2600500
PE,26,00609,Alagoinha,"14,798",2600609
PE,26,00708,Aliança,"38,408",2600708
PE,26,00807,Altinho,"22,996",2600807
PE,26,00906,Amaraji,"22,910",2600906
PE,26,01003,Angelim,"11,301",2601003
PE,26,01052,Araçoiaba,"20,936",2601052
PE,26,01102,Araripina,"85,301",2601102
PE,26,01201,Arcoverde,"75,295",2601201
PE,26,01300,Barra de Guabiraba,"14,632",2601300
PE,26,01409,Barreiros,"42,866",2601409
PE,26,01508,Belém de Maria,"12,169",2601508
PE,26,01607,Belém do São Francisco,"20,730",2601607
PE,26,01706,Belo Jardim,"76,930",2601706
PE,26,01805,Betânia,"12,811",2601805
PE,26,01904,Bezerros,"60,960",2601904
PE,26,02001,Bodocó,"38,605",2602001
PE,26,02100,Bom Conselho,"48,975",2602100
PE,26,02209,Bom Jardim,"40,038",2602209
PE,26,02308,Bonito,"38,101",2602308
PE,26,02407,Brejão,"8,981",2602407
PE,26,02506,Brejinho,"7,489",2602506
PE,26,02605,Brejo da Madre de Deus,"51,696",2602605
PE,26,02704,Buenos Aires,"13,224",2602704
PE,26,02803,Buíque,"59,448",2602803
PE,26,02902,Cabo de Santo Agostinho,"210,796",2602902
PE,26,03009,Cabrobó,"34,778",2603009
PE,26,03108,Cachoeirinha,"20,618",2603108
PE,26,03207,Caetés,"29,065",2603207
PE,26,03306,Calçado,"10,983",2603306
PE,26,03405,Calumbi,"5,744",2603405
PE,26,03454,Camaragibe,"159,945",2603454
PE,26,03504,Camocim de São Félix,"19,032",2603504
PE,26,03603,Camutanga,"8,592",2603603
PE,26,03702,Canhotinho,"24,743",2603702
PE,26,03801,Capoeiras,"20,048",2603801
PE,26,03900,Carnaíba,"19,666",2603900
PE,26,03926,Carnaubeira da Penha,"13,117",2603926
PE,26,04007,Carpina,"85,131",2604007
PE,26,04106,Caruaru,"369,343",2604106
PE,26,04155,Casinhas,"14,395",2604155
PE,26,04205,Catende,"43,778",2604205
PE,26,04304,Cedro,"11,972",2604304
PE,26,04403,Chã de Alegria,"13,641",2604403
PE,26,04502,Chã Grande,"21,929",2604502
PE,26,04601,Condado,"26,755",2604601
PE,26,04700,Correntes,"18,327",2604700
PE,26,04809,Cortês,"12,543",2604809
PE,26,04908,Cumaru,"9,494",2604908
PE,26,05004,Cupira,"24,237",2605004
PE,26,05103,Custódia,"37,633",2605103
PE,26,05152,Dormentes,"19,246",2605152
PE,26,05202,Escada,"69,701",2605202
PE,26,05301,Exu,"31,709",2605301
PE,26,05400,Feira Nova,"22,360",2605400
PE,26,05459,Fernando de Noronha,"3,140",2605459
PE,26,05509,Ferreiros,12.216(13),2605509
PE,26,05608,Flores,"22,612",2605608
PE,26,05707,Floresta,"33,488",2605707
PE,26,05806,Frei Miguelinho,"15,633",2605806
PE,26,05905,Gameleira,"31,578",2605905
PE,26,06002,Garanhuns,"141,347",2606002
PE,26,06101,Glória do Goitá,"30,847",2606101
PE,26,06200,Goiana,"80,345",2606200
PE,26,06309,Granito,"7,586",2606309
PE,26,06408,Gravatá,"85,309",2606408
PE,26,06507,Iati,"19,284",2606507
PE,26,06606,Ibimirim,"29,585",2606606
PE,26,06705,Ibirajuba,"7,773",2606705
PE,26,06804,Igarassu,"119,690",2606804
PE,26,06903,Iguaracy,"12,265",2606903
PE,26,07000,Inajá,"24,034",2607000
PE,26,07109,Ingazeira,"4,537",2607109
PE,26,07208,Ipojuca,"99,101",2607208
PE,26,07307,Ipubi,"31,515",2607307
PE,26,07406,Itacuruba,"5,013",2607406
PE,26,07505,Itaíba,"26,268",2607505
PE,26,07604,Ilha de Itamaracá,"27,076",2607604
PE,26,07653,Itambé,"36,495",2607653
PE,26,07703,Itapetim,"13,492",2607703
PE,26,07752,Itapissuma,"27,144",2607752
PE,26,07802,Itaquitinga,"17,056",2607802
PE,26,07901,Jaboatão dos Guararapes,"711,330",2607901
PE,26,07950,Jaqueira,"11,632",2607950
PE,26,08008,Jataúba,"17,305",2608008
PE,26,08057,Jatobá,"14,904",2608057
PE,26,08107,João Alfredo,"33,570",2608107
PE,26,08206,Joaquim Nabuco,"15,999",2608206
PE,26,08255,Jucati,"11,545",2608255
PE,26,08305,Jupi,"15,007",2608305
PE,26,08404,Jurema,"15,483",2608404
PE,26,08453,Lagoa do Carro,"18,429",2608453
PE,26,08503,Lagoa de Itaenga,"21,490",2608503
PE,26,08602,Lagoa do Ouro,"13,300",2608602
PE,26,08701,Lagoa dos Gatos,"16,345",2608701
PE,26,08750,Lagoa Grande,"26,090",2608750
PE,26,08800,Lajedo,"40,883",2608800
PE,26,08909,Limoeiro,"56,149",2608909
PE,26,09006,Macaparana,"25,565",2609006
PE,26,09105,Machados,"16,549",2609105
PE,26,09154,Manari,"22,110",2609154
PE,26,09204,Maraial,"11,098",2609204
PE,26,09303,Mirandiba,"15,548",2609303
PE,26,09402,Moreno,"63,792",2609402
PE,26,09501,Nazaré da Mata,"32,673",2609501
PE,26,09600,Olinda,"393,734",2609600
PE,26,09709,Orobó,"23,985",2609709
PE,26,09808,Orocó,"15,309",2609808
PE,26,09907,Ouricuri,"70,466",2609907
PE,26,10004,Palmares,"63,745",2610004
PE,26,10103,Palmeirina,"7,509",2610103
PE,26,10202,Panelas,"26,438",2610202
PE,26,10301,Paranatama,"11,608",2610301
PE,26,10400,Parnamirim,"22,198",2610400
PE,26,10509,Passira,"28,856",2610509
PE,26,10608,Paudalho,"57,346",2610608
PE,26,10707,Paulista,"336,919",2610707
PE,26,10806,Pedra,"22,716",2610806
PE,26,10905,Pesqueira,"68,067",2610905
PE,26,11002,Petrolândia,"37,246",2611002
PE,26,11101,Petrolina,"359,372",2611101
PE,26,11200,Poção,"11,308",2611200
PE,26,11309,Pombos,"27,204",2611309
PE,26,11408,Primavera,"15,231",2611408
PE,26,11507,Quipapá,"26,309",2611507
PE,26,11533,Quixaba,"6,796",2611533
PE,26,11606,Recife,"1,661,017",2611606
PE,26,11705,Riacho das Almas,"20,744",2611705
PE,26,11804,Ribeirão,"47,813",2611804
PE,26,11903,Rio Formoso,"23,719",2611903
PE,26,12000,Sairé,"9,600",2612000
PE,26,12109,Salgadinho,"11,214",2612109
PE,26,12208,Salgueiro,"61,561",2612208
PE,26,12307,Saloá,"15,880",2612307
PE,26,12406,Sanharó,"27,308",2612406
PE,26,12455,Santa Cruz,"15,713",2612455
PE,26,12471,Santa Cruz da Baixa Verde,"12,708",2612471
PE,26,12505,Santa Cruz do Capibaribe,"111,812",2612505
PE,26,12554,Santa Filomena,"14,645",2612554
PE,26,12604,Santa Maria da Boa Vista,"42,266",2612604
PE,26,12703,Santa Maria do Cambucá,"14,308",2612703
PE,26,12802,Santa Terezinha,"11,914",2612802
PE,26,12901,São Benedito do Sul,"16,239",2612901
PE,26,13008,São Bento do Una,"60,567",2613008
PE,26,13107,São Caitano,"37,488",2613107
PE,26,13206,São João,"23,002",2613206
PE,26,13305,São Joaquim do Monte,"21,439",2613305
PE,26,13404,São José da Coroa Grande,"21,868",2613404
PE,26,13503,São José do Belmonte,"34,082",2613503
PE,26,13602,São José do Egito,"34,210",2613602
PE,26,13701,São Lourenço da Mata,"114,910",2613701
PE,26,13800,São Vicente Férrer,"18,150",2613800
PE,26,13909,Serra Talhada,"87,467",2613909
PE,26,14006,Serrita,"19,226",2614006
PE,26,14105,Sertânia,"36,189",2614105
PE,26,14204,Sirinhaém,"46,845",2614204
PE,26,14303,Moreilândia,"11,269",2614303
PE,26,14402,Solidão,"6,034",2614402
PE,26,14501,Surubim,"66,192",2614501
PE,26,14600,Tabira,"28,860",2614600
PE,26,14709,Tacaimbó,"12,843",2614709
PE,26,14808,Tacaratu,"26,439",2614808
PE,26,14857,Tamandaré,"23,852",2614857
PE,26,15003,Taquaritinga do Norte,"29,472",2615003
PE,26,15102,Terezinha,"7,227",2615102
PE,26,15201,Terra Nova,"10,314",2615201
PE,26,15300,Timbaúba,"52,587",2615300
PE,26,15409,Toritama,"47,088",2615409
PE,26,15508,Tracunhaém,"13,856",2615508
PE,26,15607,Trindade,"31,103",2615607
PE,26,15706,Triunfo,"15,232",2615706
PE,26,15805,Tupanatinga,"27,793",2615805
PE,26,15904,Tuparetama,"8,266",2615904
PE,26,16001,Venturosa,"18,835",2616001
PE,26,16100,Verdejante,"9,572",2616100
PE,26,16183,Vertente do Lério,"7,526",2616183
PE,26,16209,Vertentes,"21,172",2616209
PE,26,16308,Vicência,"32,897",2616308
PE,26,16407,Vitória de Santo Antão,"140,389",2616407
PE,26,16506,Xexéu,"14,789",2616506
AL,27,00102,Água Branca,"20,263",2700102
AL,27,00201,Anadia,"17,507",2700201
AL,27,00300,Arapiraca,"234,309",2700300
AL,27,00409,Atalaia,"47,540",2700409
AL,27,00508,Barra de Santo Antônio,"16,201",2700508
AL,27,00607,Barra de São Miguel,"8,434",2700607
AL,27,00706,Batalha,"18,440",2700706
AL,27,00805,Belém,"4,226",2700805
AL,27,00904,Belo Monte,"6,717",2700904
AL,27,01001,Boca da Mata,"27,429",2701001
AL,27,01100,Branquinha,"10,426",2701100
AL,27,01209,Cacimbinhas,"10,920",2701209
AL,27,01308,Cajueiro,"21,397",2701308
AL,27,01357,Campestre,"6,972",2701357
AL,27,01407,Campo Alegre,"57,997",2701407
AL,27,01506,Campo Grande,"9,576",2701506
AL,27,01605,Canapi,"17,715",2701605
AL,27,01704,Capela,"16,907",2701704
AL,27,01803,Carneiros,"9,568",2701803
AL,27,01902,Chã Preta,"7,311",2701902
AL,27,02009,Coité do Nóia,"10,594",2702009
AL,27,02108,Colônia Leopoldina,"21,935",2702108
AL,27,02207,Coqueiro Seco,"5,882",2702207
AL,27,02306,Coruripe,"57,647",2702306
AL,27,02355,Craíbas,"24,396",2702355
AL,27,02405,Delmiro Gouveia,"52,501",2702405
AL,27,02504,Dois Riachos,"11,059",2702504
AL,27,02553,Estrela de Alagoas,"18,304",2702553
AL,27,02603,Feira Grande,"22,192",2702603
AL,27,02702,Feliz Deserto,"4,803",2702702
AL,27,02801,Flexeiras,"12,823",2702801
AL,27,02900,Girau do Ponciano,"41,549",2702900
AL,27,03007,Ibateguara,"15,637",2703007
AL,27,03106,Igaci,"25,596",2703106
AL,27,03205,Igreja Nova,"24,670",2703205
AL,27,03304,Inhapi,"18,398",2703304
AL,27,03403,Jacaré dos Homens,"5,185",2703403
AL,27,03502,Jacuípe,"6,992",2703502
AL,27,03601,Japaratinga,"8,444",2703601
AL,27,03700,Jaramataia,"5,751",2703700
AL,27,03759,Jequiá da Praia,"11,495",2703759
AL,27,03809,Joaquim Gomes,"24,167",2703809
AL,27,03908,Jundiá,"4,119",2703908
AL,27,04005,Junqueiro,"24,716",2704005
AL,27,04104,Lagoa da Canoa,"17,692",2704104
AL,27,04203,Limoeiro de Anadia,"28,904",2704203
AL,27,04302,Maceió,"1,031,597",2704302
AL,27,04401,Major Isidoro,"19,923",2704401
AL,27,04500,Maragogi,"33,351",2704500
AL,27,04609,Maravilha,"8,850",2704609
AL,27,04708,Marechal Deodoro,"52,848",2704708
AL,27,04807,Maribondo,"13,123",2704807
AL,27,04906,Mar Vermelho,"3,474",2704906
AL,27,05002,Mata Grande,"25,200",2705002
AL,27,05101,Matriz de Camaragibe,"24,627",2705101
AL,27,05200,Messias,"18,201",2705200
AL,27,05309,Minador do Negrão,"5,315",2705309
AL,27,05408,Monteirópolis,"7,171",2705408
AL,27,05507,Murici,"28,428",2705507
AL,27,05606,Novo Lino,"12,837",2705606
AL,27,05705,Olho d'Água das Flores,"21,690",2705705
AL,27,05804,Olho d'Água do Casado,"9,507",2705804
AL,27,05903,Olho d'Água Grande,"5,133",2705903
AL,27,06000,Olivença,"11,681",2706000
AL,27,06109,Ouro Branco,"11,573",2706109
AL,27,06208,Palestina,"5,061",2706208
AL,27,06307,Palmeira dos Índios,"73,452",2706307
AL,27,06406,Pão de Açúcar,"24,307",2706406
AL,27,06422,Pariconha,"10,546",2706422
AL,27,06448,Paripueira,"13,484",2706448
AL,27,06505,Passo de Camaragibe,"15,270",2706505
