UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO, POPULAÇÃO ESTIMADA , CODIGO RAIS 
RO,11,00015,Alta Floresta D'Oeste,"22,516",1100015
RO,11,00023,Ariquemes,"111,148",1100023
RO,11,00031,Cabixi,"5,067",1100031
RO,11,00049,Cacoal,"86,416",1100049
RO,11,00056,Cerejeiras,"16,088",1100056
RO,11,00064,Colorado do Oeste,"15,213",1100064
RO,11,00072,Corumbiara,"7,052",1100072
RO,11,00080,Costa Marques,"19,255",1100080
RO,11,00098,Espigão D'Oeste,"33,009",1100098
RO,11,00106,Guajará-Mirim,"46,930",1100106
RO,11,00114,Jaru,"51,469",1100114
RO,11,00122,Ji-Paraná,"131,026",1100122
RO,11,00130,Machadinho D'Oeste,"41,724",1100130
RO,11,00148,Nova Brasilândia D'Oeste,"20,504",1100148
RO,11,00155,Ouro Preto do Oeste,"35,445",1100155
RO,11,00189,Pimenta Bueno,"37,098",1100189
RO,11,00205,Porto Velho,548.952(1),1100205
RO,11,00254,Presidente Médici,"18,165",1100254
RO,11,00262,Rio Crespo,"3,843",1100262
RO,11,00288,Rolim de Moura,"55,748",1100288
RO,11,00296,Santa Luzia D'Oeste,"5,942",1100296
RO,11,00304,Vilhena,"104,517",1100304
RO,11,00320,São Miguel do Guaporé,"23,147",1100320
RO,11,00338,Nova Mamoré,"32,184",1100338
RO,11,00346,Alvorada D'Oeste,"13,807",1100346
RO,11,00379,Alto Alegre dos Parecis,"13,268",1100379
RO,11,00403,Alto Paraíso,"22,258",1100403
RO,11,00452,Buritis,"41,043",1100452
RO,11,00502,Novo Horizonte do Oeste,"8,125",1100502
RO,11,00601,Cacaulândia,"6,307",1100601
RO,11,00700,Campo Novo de Rondônia,"14,391",1100700
RO,11,00809,Candeias do Jamari,"28,068",1100809
RO,11,00908,Castanheiras,"2,923",1100908
RO,11,00924,Chupinguaia,"11,755",1100924
RO,11,00940,Cujubim,"27,131",1100940
RO,11,01005,Governador Jorge Teixeira,"7,130",1101005
RO,11,01104,Itapuã do Oeste,"10,819",1101104
RO,11,01203,Ministro Andreazza,"9,461",1101203
RO,11,01302,Mirante da Serra,"10,691",1101302
RO,11,01401,Monte Negro,"16,158",1101401
RO,11,01435,Nova União,"6,822",1101435
RO,11,01450,Parecis,"6,319",1101450
RO,11,01468,Pimenteiras do Oeste,"2,127",1101468
RO,11,01476,Primavera de Rondônia,"2,697",1101476
RO,11,01484,São Felipe D'Oeste,"4,962",1101484
RO,11,01492,São Francisco do Guaporé,"21,088",1101492
RO,11,01500,Seringueiras,"11,846",1101500
RO,11,01559,Teixeirópolis,"4,160",1101559
RO,11,01609,Theobroma,"10,348",1101609
RO,11,01708,Urupá,"11,081",1101708
RO,11,01757,Vale do Anari,"11,545",1101757
RO,11,01807,Vale do Paraíso,"6,490",1101807
AC,12,13,Acrelândia,"15,721",1200013
AC,12,00054,Assis Brasil,"7,649",1200054
AC,12,00104,Brasiléia,"27,123",1200104
AC,12,00138,Bujari,"10,572",1200138
AC,12,00179,Capixaba,"12,280",1200179
AC,12,00203,Cruzeiro do Sul,"89,760",1200203
AC,12,00252,Epitaciolândia,"18,979",1200252
AC,12,00302,Feijó,"34,986",1200302
AC,12,00328,Jordão,"8,628",1200328
AC,12,00336,Mâncio Lima,"19,643",1200336
AC,12,00344,Manoel Urbano,"9,701",1200344
AC,12,00351,Marechal Thaumaturgo,"19,727",1200351
AC,12,00385,Plácido de Castro,"20,147",1200385
AC,12,00393,Porto Walter,"12,497",1200393
AC,12,00401,Rio Branco,"419,452",1200401
AC,12,00427,Rodrigues Alves,"19,767",1200427
AC,12,00435,Santa Rosa do Purus,"6,893",1200435
AC,12,00450,Senador Guiomard,"23,446",1200450
AC,12,00500,Sena Madureira,"47,168",1200500
AC,12,00609,Tarauacá,"43,730",1200609
AC,12,00708,Xapuri,"19,866",1200708
AC,12,00807,Porto Acre,"19,141",1200807
AM,13,00029,Alvarães,16.396(17),1300029
AM,13,00060,Amaturá,"11,934",1300060
AM,13,00086,Anamã,"14,292",1300086
AM,13,00102,Anori,"21,937",1300102
AM,13,00144,Apuí,"22,739",1300144
AM,13,00201,Atalaia do Norte,"20,868",1300201
AM,13,00300,Autazes,"41,005",1300300
AM,13,00409,Barcelos,27.772(23),1300409
AM,13,00508,Barreirinha,"32,919",1300508
AM,13,00607,Benjamin Constant,44.873(2),1300607
AM,13,00631,Beruri,"20,503",1300631
AM,13,00680,Boa Vista do Ramos,"20,040",1300680
AM,13,00706,Boca do Acre,"34,958",1300706
AM,13,00805,Borba,42.328(26),1300805
AM,13,00839,Caapiranga,13.482(3),1300839
AM,13,00904,Canutama,"15,981",1300904
AM,13,01001,Carauari,"28,719",1301001
AM,13,01100,Careiro,"38,820",1301100
AM,13,01159,Careiro da Várzea,"31,459",1301159
AM,13,01209,Coari,"86,713",1301209
AM,13,01308,Codajás,"29,691",1301308
AM,13,01407,Eirunepé,"36,121",1301407
AM,13,01506,Envira,"20,748",1301506
AM,13,01605,Fonte Boa,16.409(29),1301605
AM,13,01654,Guajará,17.193(4),1301654
AM,13,01704,Humaitá,57.195(18),1301704
AM,13,01803,Ipixuna,"31,172",1301803
AM,13,01852,Iranduba,"49,718",1301852
AM,13,01902,Itacoatiara,"104,046",1301902
AM,13,01951,Itamarati,7.777 (22),1301951
AM,13,02009,Itapiranga,9.312(19),1302009
AM,13,02108,Japurá,"1,755",1302108
AM,13,02207,Juruá,"15,495",1302207
AM,13,02306,Jutaí,13.462(20),1302306
AM,13,02405,Lábrea,47.685(5),1302405
AM,13,02504,Manacapuru,99.613(27),1302504
AM,13,02553,Manaquiri,"33,981",1302553
AM,13,02603,Manaus,"2,255,903",1302603
AM,13,02702,Manicoré,"57,405",1302702
AM,13,02801,Maraã,"18,298",1302801
AM,13,02900,Maués,"66,159",1302900
AM,13,03007,Nhamundá,"21,710",1303007
AM,13,03106,Nova Olinda do Norte,"38,665",1303106
AM,13,03205,Novo Airão,20.395(25),1303205
AM,13,03304,Novo Aripuanã,"26,443",1303304
AM,13,03403,Parintins,116.439(6),1303403
AM,13,03502,Pauini,19.616(21),1303502
AM,13,03536,Presidente Figueiredo,"38,095",1303536
AM,13,03569,Rio Preto da Eva,"34,856",1303569
AM,13,03601,Santa Isabel do Rio Negro,26.566(7),1303601
AM,13,03700,Santo Antônio do Içá,"20,889",1303700
AM,13,03809,São Gabriel da Cachoeira,"47,031",1303809
AM,13,03908,São Paulo de Olivença,"40,837",1303908
AM,13,03957,São Sebastião do Uatumã,"14,678",1303957
AM,13,04005,Silves,"9,289",1304005
AM,13,04062,Tabatinga,68.502(8),1304062
AM,13,04104,Tapauá,"16,876",1304104
AM,13,04203,Tefé,"59,250",1304203
AM,13,04237,Tonantins,"19,038",1304237
AM,13,04260,Uarini,"13,839",1304260
AM,13,04302,Urucará,16.007(9),1304302
AM,13,04401,Urucurituba,24.098(10),1304401
RR,14,00027,Amajari,"13,561",1400027
RR,14,00050,Alto Alegre,"15,249",1400050
RR,14,00100,Boa Vista,"436,591",1400100
RR,14,00159,Bonfim,"12,701",1400159
RR,14,00175,Cantá,"19,257",1400175
RR,14,00209,Caracaraí,"22,635",1400209
RR,14,00233,Caroebe,"10,595",1400233
RR,14,00282,Iracema,"12,637",1400282
RR,14,00308,Mucajaí,"18,482",1400308
RR,14,00407,Normandia,"11,772",1400407
RR,14,00456,Pacaraima,"20,108",1400456
RR,14,00472,Rorainópolis,"31,387",1400472
RR,14,00506,São João da Baliza,"8,492",1400506
RR,14,00605,São Luiz,"8,232",1400605
RR,14,00704,Uiramutã,"11,014",1400704
PA,15,00107,Abaetetuba,"160,439",1500107
PA,15,00131,Abel Figueiredo,"7,536",1500131
PA,15,00206,Acará,"55,744",1500206
PA,15,00305,Afuá,"39,910",1500305
PA,15,00347,Água Azul do Norte,"27,797",1500347
PA,15,00404,Alenquer,"57,390",1500404
PA,15,00503,Almeirim,"34,044",1500503
PA,15,00602,Altamira,"117,320",1500602
PA,15,00701,Anajás,"30,091",1500701
PA,15,00800,Ananindeua,"540,410",1500800
PA,15,00859,Anapu,"29,312",1500859
PA,15,00909,Augusto Corrêa,"46,937",1500909
PA,15,00958,Aurora do Pará,"32,200",1500958
PA,15,01006,Aveiro,"16,421",1501006
PA,15,01105,Bagre,"31,967",1501105
PA,15,01204,Baião,"49,454",1501204
PA,15,01253,Bannach,"3,239",1501253
PA,15,01303,Barcarena,"129,333",1501303
PA,15,01402,Belém,"1,506,420",1501402
PA,15,01451,Belterra,"17,944",1501451
PA,15,01501,Benevides,"64,780",1501501
PA,15,01576,Bom Jesus do Tocantins,"17,254",1501576
PA,15,01600,Bonito,"16,769",1501600
PA,15,01709,Bragança,"130,122",1501709
PA,15,01725,Brasil Novo,"14,883",1501725
PA,15,01758,Brejo Grande do Araguaia,"7,357",1501758
PA,15,01782,Breu Branco,"68,597",1501782
PA,15,01808,Breves,"104,280",1501808
PA,15,01907,Bujaru,"29,717",1501907
PA,15,01956,Cachoeira do Piriá,"35,307",1501956
PA,15,02004,Cachoeira do Arari,"24,355",1502004
PA,15,02103,Cametá,"140,814",1502103
PA,15,02152,Canaã dos Carajás,"39,103",1502152
PA,15,02202,Capanema,"69,828",1502202
PA,15,02301,Capitão Poço,"54,545",1502301
PA,15,02400,Castanhal,"205,667",1502400
PA,15,02509,Chaves,"24,175",1502509
PA,15,02608,Colares,"12,175",1502608
PA,15,02707,Conceição do Araguaia,"48,115",1502707
PA,15,02756,Concórdia do Pará,"34,236",1502756
PA,15,02764,Cumaru do Norte,"14,044",1502764
PA,15,02772,Curionópolis,"17,764",1502772
PA,15,02806,Curralinho,"35,530",1502806
PA,15,02855,Curuá,"14,776",1502855
PA,15,02905,Curuçá,"41,093",1502905
PA,15,02939,Dom Eliseu,"61,206",1502939
PA,15,02954,Eldorado do Carajás,"34,069",1502954
PA,15,03002,Faro,"6,949",1503002
PA,15,03044,Floresta do Araguaia,"20,742",1503044
PA,15,03077,Garrafão do Norte,"26,155",1503077
PA,15,03093,Goianésia do Pará,"41,678",1503093
PA,15,03101,Gurupá,"34,127",1503101
PA,15,03200,Igarapé-Açu,"39,234",1503200
PA,15,03309,Igarapé-Miri,"63,367",1503309
PA,15,03408,Inhangapi,"12,009",1503408
PA,15,03457,Ipixuna do Pará,"67,170",1503457
PA,15,03507,Irituia,"32,639",1503507
PA,15,03606,Itaituba,"101,541",1503606
PA,15,03705,Itupiranga,"53,439",1503705
PA,15,03754,Jacareacanga,6.952(11),1503754
PA,15,03804,Jacundá,"60,517",1503804
PA,15,03903,Juruti,"59,961",1503903
PA,15,04000,Limoeiro do Ajuru,"29,623",1504000
PA,15,04059,Mãe do Rio,"30,389",1504059
PA,15,04109,Magalhães Barata,"8,598",1504109
PA,15,04208,Marabá,"287,664",1504208
PA,15,04307,Maracanã,"29,559",1504307
PA,15,04406,Marapanim,"28,563",1504406
PA,15,04422,Marituba,"135,812",1504422
PA,15,04455,Medicilândia,"32,347",1504455
PA,15,04505,Melgaço,"28,121",1504505
PA,15,04604,Mocajuba,"31,917",1504604
PA,15,04703,Moju,"84,251",1504703
PA,15,04752,Mojuí dos Campos,"16,282",1504752
PA,15,04802,Monte Alegre,"58,289",1504802
PA,15,04901,Muaná,"41,454",1504901
PA,15,04950,Nova Esperança do Piriá,"21,519",1504950
PA,15,04976,Nova Ipixuna,"17,027",1504976
PA,15,05007,Nova Timboteua,"15,646",1505007
PA,15,05031,Novo Progresso,"25,769",1505031
PA,15,05064,Novo Repartimento,"78,488",1505064
PA,15,05106,Óbidos,"52,473",1505106
PA,15,05205,Oeiras do Pará,"33,182",1505205
PA,15,05304,Oriximiná,"74,921",1505304
PA,15,05403,Ourém,"18,079",1505403
PA,15,05437,Ourilândia do Norte,"33,831",1505437
PA,15,05486,Pacajá,"49,110",1505486
PA,15,05494,Palestina do Pará,"7,575",1505494
PA,15,05502,Paragominas,"115,838",1505502
PA,15,05536,Parauapebas,"218,787",1505536
PA,15,05551,Pau D'Arco,"5,339",1505551
PA,15,05601,Peixe-Boi,"8,084",1505601
PA,15,05635,Piçarra,"12,976",1505635
PA,15,05650,Placas,"32,325",1505650
PA,15,05700,Ponta de Pedras,"32,007",1505700
PA,15,05809,Portel,"63,831",1505809
PA,15,05908,Porto de Moz,"42,456",1505908
PA,15,06005,Prainha,"29,827",1506005
PA,15,06104,Primavera,"10,889",1506104
PA,15,06112,Quatipuru,"13,794",1506112
PA,15,06138,Redenção,"86,326",1506138
PA,15,06161,Rio Maria,"18,208",1506161
PA,15,06187,Rondon do Pará,"53,242",1506187
PA,15,06195,Rurópolis,"52,473",1506195
PA,15,06203,Salinópolis,"41,164",1506203
PA,15,06302,Salvaterra,"24,392",1506302
PA,15,06351,Santa Bárbara do Pará,"21,811",1506351
PA,15,06401,Santa Cruz do Arari,"10,496",1506401
PA,15,06500,Santa Izabel do Pará,"72,856",1506500
PA,15,06559,Santa Luzia do Pará,"19,839",1506559
PA,15,06583,Santa Maria das Barreiras,"22,244",1506583
PA,15,06609,Santa Maria do Pará,"25,127",1506609
PA,15,06708,Santana do Araguaia,"75,995",1506708
PA,15,06807,Santarém,"308,339",1506807
PA,15,06906,Santarém Novo,"6,796",1506906
PA,15,07003,Santo Antônio do Tauá,"32,346",1507003
PA,15,07102,São Caetano de Odivelas,"18,207",1507102
PA,15,07151,São Domingos do Araguaia,"25,945",1507151
PA,15,07201,São Domingos do Capim,"32,285",1507201
PA,15,07300,São Félix do Xingu,"135,732",1507300
PA,15,07409,São Francisco do Pará,"15,978",1507409
PA,15,07458,São Geraldo do Araguaia,"24,566",1507458
PA,15,07466,São João da Ponta,"6,294",1507466
PA,15,07474,São João de Pirabas,"23,440",1507474
PA,15,07508,São João do Araguaia,"14,105",1507508
PA,15,07607,São Miguel do Guamá,"60,268",1507607
PA,15,07706,São Sebastião da Boa Vista,"27,302",1507706
PA,15,07755,Sapucaia,"6,088",1507755
PA,15,07805,Senador José Porfírio,"11,305",1507805
PA,15,07904,Soure,"25,752",1507904
PA,15,07953,Tailândia,"111,554",1507953
PA,15,07961,Terra Alta,"11,971",1507961
PA,15,07979,Terra Santa,"19,063",1507979
PA,15,08001,Tomé-Açu,"64,604",1508001
PA,15,08035,Tracuateua,"31,549",1508035
PA,15,08050,Trairão,"19,344",1508050
PA,15,08084,Tucumã,"40,661",1508084
PA,15,08100,Tucuruí,"116,605",1508100
PA,15,08126,Ulianópolis,"62,286",1508126
PA,15,08159,Uruará,"45,395",1508159
PA,15,08209,Vigia,"54,650",1508209
PA,15,08308,Viseu,"62,093",1508308
PA,15,08357,Vitória do Xingu,"15,421",1508357
PA,15,08407,Xinguara,"45,416",1508407
AP,16,00055,Serra do Navio,"5,577",1600055
AP,16,00105,Amapá,"9,265",1600105
AP,16,00154,Pedra Branca do Amapari,"17,625",1600154
AP,16,00204,Calçoene,"11,493",1600204
AP,16,00212,Cutias,"6,217",1600212
AP,16,00238,Ferreira Gomes,"8,151",1600238
AP,16,00253,Itaubal,"5,730",1600253
AP,16,00279,Laranjal do Jari,"52,302",1600279
AP,16,00303,Macapá,"522,357",1600303
AP,16,00402,Mazagão,"22,468",1600402
AP,16,00501,Oiapoque,"28,534",1600501
AP,16,00535,Porto Grande,"22,927",1600535
AP,16,00550,Pracuúba,"5,370",1600550
AP,16,00600,Santana,"124,808",1600600
AP,16,00709,Tartarugalzinho,"18,217",1600709
AP,16,00808,Vitória do Jari,"16,572",1600808
TO,17,00251,Abreulândia,"2,609",1700251
TO,17,00301,Aguiarnópolis,"7,049",1700301
TO,17,00350,Aliança do Tocantins,"5,303",1700350
TO,17,00400,Almas,"6,905",1700400
TO,17,00707,Alvorada,"8,381",1700707
TO,17,01002,Ananás,"9,435",1701002
TO,17,01051,Angico,"3,475",1701051
TO,17,01101,Aparecida do Rio Negro,"4,901",1701101
TO,17,01309,Aragominas,"5,705",1701309
TO,17,01903,Araguacema,"7,223",1701903
TO,17,02000,Araguaçu,"8,418",1702000
TO,17,02109,Araguaína,"186,245",1702109
TO,17,02158,Araguanã,"5,856",1702158
TO,17,02208,Araguatins,"36,573",1702208
TO,17,02307,Arapoema,"6,590",1702307
TO,17,02406,Arraias,"10,502",1702406
TO,17,02554,Augustinópolis,"18,870",1702554
TO,17,02703,Aurora do Tocantins,"3,809",1702703
TO,17,02901,Axixá do Tocantins,"9,817",1702901
TO,17,03008,Babaçulândia,"10,668",1703008
TO,17,03057,Bandeirantes do Tocantins,"3,631",1703057
TO,17,03073,Barra do Ouro,"4,673",1703073
TO,17,03107,Barrolândia,"5,669",1703107
TO,17,03206,Bernardo Sayão,"4,439",1703206
TO,17,03305,Bom Jesus do Tocantins,"5,120",1703305
TO,17,03602,Brasilândia do Tocantins,"2,221",1703602
TO,17,03701,Brejinho de Nazaré,"5,540",1703701
TO,17,03800,Buriti do Tocantins,"11,644",1703800
TO,17,03826,Cachoeirinha,"2,293",1703826
TO,17,03842,Campos Lindos,"10,505",1703842
TO,17,03867,Cariri do Tocantins,"4,499",1703867
TO,17,03883,Carmolândia,"2,627",1703883
TO,17,03891,Carrasco Bonito,"4,165",1703891
TO,17,03909,Caseara,"5,514",1703909
TO,17,04105,Centenário,"2,966",1704105
TO,17,04600,Chapada de Areia,"1,415",1704600
TO,17,05102,Chapada da Natividade,"3,330",1705102
TO,17,05508,Colinas do Tocantins,"36,271",1705508
TO,17,05557,Combinado,"4,870",1705557
TO,17,05607,Conceição do Tocantins,"4,070",1705607
TO,17,06001,Couto Magalhães,"5,690",1706001
TO,17,06100,Cristalândia,"7,268",1706100
TO,17,06258,Crixás do Tocantins,"1,749",1706258
TO,17,06506,Darcinópolis,"6,250",1706506
TO,17,07009,Dianópolis,"22,704",1707009
TO,17,07108,Divinópolis do Tocantins,"6,986",1707108
TO,17,07207,Dois Irmãos do Tocantins,"7,173",1707207
TO,17,07306,Dueré,"4,686",1707306
TO,17,07405,Esperantina,"11,280",1707405
TO,17,07553,Fátima,"3,824",1707553
TO,17,07652,Figueirópolis,"5,222",1707652
TO,17,07702,Filadélfia,"8,892",1707702
TO,17,08205,Formoso do Araguaia,"18,358",1708205
TO,17,08254,Tabocão,"2,615",1708254
TO,17,08304,Goianorte,"5,136",1708304
TO,17,09005,Goiatins,"13,169",1709005
TO,17,09302,Guaraí,"26,403",1709302
TO,17,09500,Gurupi,"88,428",1709500
TO,17,09807,Ipueiras,"2,088",1709807
TO,17,10508,Itacajá,"7,471",1710508
TO,17,10706,Itaguatins,"5,801",1710706
TO,17,10904,Itapiratins,"3,814",1710904
TO,17,11100,Itaporã do Tocantins,"2,412",1711100
TO,17,11506,Jaú do Tocantins,"3,906",1711506
TO,17,11803,Juarina,"2,174",1711803
TO,17,11902,Lagoa da Confusão,"13,989",1711902
TO,17,11951,Lagoa do Tocantins,"4,470",1711951
TO,17,12009,Lajeado,"3,199",1712009
TO,17,12157,Lavandeira,"1,984",1712157
TO,17,12405,Lizarda,"3,727",1712405
TO,17,12454,Luzinópolis,"3,200",1712454
TO,17,12504,Marianópolis do Tocantins,"5,332",1712504
TO,17,12702,Mateiros,"2,773",1712702
TO,17,12801,Maurilândia do Tocantins,"3,470",1712801
TO,17,13205,Miracema do Tocantins,"17,628",1713205
TO,17,13304,Miranorte,"13,551",1713304
TO,17,13601,Monte do Carmo,"8,182",1713601
TO,17,13700,Monte Santo do Tocantins,"2,311",1713700
TO,17,13809,Palmeiras do Tocantins,"6,830",1713809
TO,17,13957,Muricilândia,"3,623",1713957
TO,17,14203,Natividade,"9,256",1714203
TO,17,14302,Nazaré,"3,772",1714302
TO,17,14880,Nova Olinda,"12,014",1714880
TO,17,15002,Nova Rosalândia,"4,348",1715002
TO,17,15101,Novo Acordo,"4,450",1715101
TO,17,15150,Novo Alegre,"2,332",1715150
TO,17,15259,Novo Jardim,"2,768",1715259
TO,17,15507,Oliveira de Fátima,"1,124",1715507
TO,17,15705,Palmeirante,"6,234",1715705
TO,17,15754,Palmeirópolis,"7,694",1715754
TO,17,16109,Paraíso do Tocantins,"52,521",1716109
TO,17,16208,Paranã,"10,426",1716208
TO,17,16307,Pau D'Arco,"4,885",1716307
TO,17,16505,Pedro Afonso,"13,964",1716505
TO,17,16604,Peixe,"11,996",1716604
TO,17,16653,Pequizeiro,"5,546",1716653
TO,17,16703,Colméia,"8,078",1716703
TO,17,17008,Pindorama do Tocantins,"4,414",1717008
TO,17,17206,Piraquê,"3,038",1717206
TO,17,17503,Pium,"7,830",1717503
TO,17,17800,Ponte Alta do Bom Jesus,"4,586",1717800
TO,17,17909,Ponte Alta do Tocantins,"8,192",1717909
TO,17,18006,Porto Alegre do Tocantins,"3,200",1718006
TO,17,18204,Porto Nacional,"53,618",1718204
TO,17,18303,Praia Norte,"8,563",1718303
TO,17,18402,Presidente Kennedy,"3,668",1718402
TO,17,18451,Pugmil,"2,746",1718451
TO,17,18501,Recursolândia,"4,389",1718501
TO,17,18550,Riachinho,"4,723",1718550
TO,17,18659,Rio da Conceição,"2,211",1718659
TO,17,18709,Rio dos Bois,"2,879",1718709
TO,17,18758,Rio Sono,"6,498",1718758
TO,17,18808,Sampaio,"4,876",1718808
TO,17,18840,Sandolândia,"3,371",1718840
TO,17,18865,Santa Fé do Araguaia,"7,678",1718865
TO,17,18881,Santa Maria do Tocantins,"3,537",1718881
TO,17,18899,Santa Rita do Tocantins,"2,407",1718899
TO,17,18907,Santa Rosa do Tocantins,"4,864",1718907
TO,17,19004,Santa Tereza do Tocantins,"2,928",1719004
TO,17,20002,Santa Terezinha do Tocantins,"2,530",1720002
TO,17,20101,São Bento do Tocantins,"5,457",1720101
TO,17,20150,São Félix do Tocantins,"1,610",1720150
TO,17,20200,São Miguel do Tocantins,"12,445",1720200
TO,17,20259,São Salvador do Tocantins,"3,106",1720259
TO,17,20309,São Sebastião do Tocantins,"4,898",1720309
TO,17,20499,São Valério,"3,848",1720499
TO,17,20655,Silvanópolis,"5,452",1720655
TO,17,20804,Sítio Novo do Tocantins,"8,965",1720804
TO,17,20853,Sucupira,"2,007",1720853
TO,17,20903,Taguatinga,"16,966",1720903
TO,17,20937,Taipas do Tocantins,"2,183",1720937
TO,17,20978,Talismã,"2,831",1720978
TO,17,21000,Palmas,"313,349",1721000
TO,17,21109,Tocantínia,"7,688",1721109
TO,17,21208,Tocantinópolis,"22,820",1721208
TO,17,21257,Tupirama,"1,952",1721257
TO,17,21307,Tupiratins,"2,785",1721307
TO,17,22081,Wanderlândia,"11,783",1722081
TO,17,22107,Xambioá,"11,500",1722107
MA,21,00055,Açailândia,"113,783",2100055
MA,21,00105,Afonso Cunha,"6,631",2100105
MA,21,00154,Água Doce do Maranhão,"12,731",2100154
MA,21,00204,Alcântara,"22,126",2100204
MA,21,00303,Aldeias Altas,"26,979",2100303
MA,21,00402,Altamira do Maranhão,"8,250",2100402
MA,21,00436,Alto Alegre do Maranhão,"28,066",2100436
MA,21,00477,Alto Alegre do Pindaré,"31,967",2100477
MA,21,00501,Alto Parnaíba,"11,233",2100501
MA,21,00550,Amapá do Maranhão,"7,047",2100550
MA,21,00600,Amarante do Maranhão,"42,017",2100600
MA,21,00709,Anajatuba,"27,170",2100709
MA,21,00808,Anapurus,"16,054",2100808
MA,21,00832,Apicum-Açu,"17,582",2100832
MA,21,00873,Araguanã,"15,675",2100873
MA,21,00907,Araioses,"47,095",2100907
MA,21,00956,Arame,"32,825",2100956
MA,21,01004,Arari,"30,014",2101004
MA,21,01103,Axixá,"12,234",2101103
MA,21,01202,Bacabal,"105,094",2101202
MA,21,01251,Bacabeira,"17,446",2101251
MA,21,01301,Bacuri,"18,726",2101301
MA,21,01350,Bacurituba,"5,696",2101350
MA,21,01400,Balsas,"96,951",2101400
MA,21,01509,Barão de Grajaú,"19,026",2101509
MA,21,01608,Barra do Corda,"88,895",2101608
MA,21,01707,Barreirinhas,"63,891",2101707
MA,21,01731,Belágua,"7,586",2101731
MA,21,01772,Bela Vista do Maranhão,"11,347",2101772
MA,21,01806,Benedito Leite,"5,643",2101806
MA,21,01905,Bequimão,"21,317",2101905
MA,21,01939,Bernardo do Mearim,"6,102",2101939
MA,21,01970,Boa Vista do Gurupi,"8,494",2101970
MA,21,02002,Bom Jardim,"42,010",2102002
MA,21,02036,Bom Jesus das Selvas,"35,095",2102036
MA,21,02077,Bom Lugar,"16,578",2102077
MA,21,02101,Brejo,"36,900",2102101
MA,21,02150,Brejo de Areia,"8,841",2102150
MA,21,02200,Buriti,"28,916",2102200
MA,21,02309,Buriti Bravo,"23,993",2102309
MA,21,02325,Buriticupu,"73,595",2102325
MA,21,02358,Buritirana,"15,503",2102358
MA,21,02374,Cachoeira Grande,"9,524",2102374
MA,21,02408,Cajapió,"11,255",2102408
MA,21,02507,Cajari,"19,521",2102507
MA,21,02556,Campestre do Maranhão,"14,530",2102556
MA,21,02606,Cândido Mendes,"20,376",2102606
MA,21,02705,Cantanhede,"22,236",2102705
MA,21,02754,Capinzal do Norte,"10,937",2102754
MA,21,02804,Carolina,"24,151",2102804
MA,21,02903,Carutapera,"24,095",2102903
MA,21,03000,Caxias,"166,159",2103000
MA,21,03109,Cedral,"10,711",2103109
MA,21,03125,Central do Maranhão,"8,806",2103125
MA,21,03158,Centro do Guilherme,"13,876",2103158
MA,21,03174,Centro Novo do Maranhão,"22,056",2103174
MA,21,03208,Chapadinha,"80,705",2103208
MA,21,03257,Cidelândia,"14,855",2103257
MA,21,03307,Codó,"123,368",2103307
MA,21,03406,Coelho Neto,"49,804",2103406
MA,21,03505,Colinas,"41,443",2103505
MA,21,03554,Conceição do Lago-Açu,"16,559",2103554
MA,21,03604,Coroatá,"65,788",2103604
MA,21,03703,Cururupu,"32,559",2103703
MA,21,03752,Davinópolis,"12,923",2103752
MA,21,03802,Dom Pedro,"23,393",2103802
MA,21,03901,Duque Bacelar,"11,451",2103901
MA,21,04008,Esperantinópolis,"16,971",2104008
MA,21,04057,Estreito,"43,097",2104057
MA,21,04073,Feira Nova do Maranhão,"8,506",2104073
MA,21,04081,Fernando Falcão,"10,559",2104081
MA,21,04099,Formosa da Serra Negra,"19,425",2104099
MA,21,04107,Fortaleza dos Nogueiras,"12,662",2104107
MA,21,04206,Fortuna,"17,812",2104206
MA,21,04305,Godofredo Viana,"12,104",2104305
MA,21,04404,Gonçalves Dias,"17,953",2104404
MA,21,04503,Governador Archer,"10,931",2104503
MA,21,04552,Governador Edison Lobão,"18,740",2104552
MA,21,04602,Governador Eugênio Barros,"14,703",2104602
MA,21,04628,Governador Luiz Rocha,"7,878",2104628
MA,21,04651,Governador Newton Bello,"10,121",2104651
MA,21,04677,Governador Nunes Freire,"25,502",2104677
MA,21,04701,Graça Aranha,"6,261",2104701
MA,21,04800,Grajaú,"70,692",2104800
MA,21,04909,Guimarães,"11,966",2104909
MA,21,05005,Humberto de Campos,"29,143",2105005
MA,21,05104,Icatu,"27,423",2105104
MA,21,05153,Igarapé do Meio,"14,470",2105153
MA,21,05203,Igarapé Grande,"11,453",2105203
MA,21,05302,Imperatriz,"259,980",2105302
MA,21,05351,Itaipava do Grajaú,"16,158",2105351
MA,21,05401,Itapecuru Mirim,"69,233",2105401
MA,21,05427,Itinga do Maranhão,"26,134",2105427
MA,21,05450,Jatobá,"10,464",2105450
MA,21,05476,Jenipapo dos Vieiras,"17,123",2105476
MA,21,05500,João Lisboa,"23,677",2105500
MA,21,05609,Joselândia,"16,228",2105609
MA,21,05658,Junco do Maranhão,"4,334",2105658
MA,21,05708,Lago da Pedra,"50,959",2105708
MA,21,05807,Lago do Junco,"10,900",2105807
MA,21,05906,Lago Verde,"16,369",2105906
MA,21,05922,Lagoa do Mato,"11,280",2105922
MA,21,05948,Lago dos Rodrigues,"8,841",2105948
