ano,id_municipio,avg_wage_dec,n_employ_dec
2022,2803807,1801.122799,578
2022,2807006,1657.61351,361
2022,2802205,2702.408259,441
2018,1300607,1476.718319,2471
2018,1300680,1461.790901,816
2018,2510808,1588.79535,15065
2018,2509339,1431.153599,307
2018,2513406,1286.551963,1445
2018,2513307,1331.321667,430
2018,2503605,1439.94337,410
2018,2504504,1606.683092,350
2018,2502201,1378.229856,183
2018,2507200,1254.584728,803
2018,2510105,1359.526787,539
2018,2512408,1413.608106,718
2018,2514206,1516.741928,423
2018,2516151,1584.080765,332
2018,2502300,1407.136932,359
2018,2409803,1354.660438,1075
2018,2412609,1341.466125,1253
2018,2400307,1166.885913,609
2018,2410256,1584.308984,678
2018,2414753,1639.524984,288
2018,2407906,1518.225146,254
2018,2403756,1687.702794,250
2020,1304260,842.2152927,326
2020,1302306,1424.206398,763
2020,1300706,1226.872068,2658
2020,1301605,1489.078928,1477
2020,1300607,1794.822241,2472
2022,2204402,2318.060642,855
2022,2207793,1750.786398,198
2022,2201309,1617.181528,253
2022,2202505,1930.676342,679
2022,2207108,1840.007325,225
2022,2209658,2041.301041,299
2022,2206902,1849.295693,356
2022,2201988,3062.236357,247
2022,2211704,2997.024513,153
2021,2515971,1982.480829,498
2021,2513703,1772.376126,20548
2021,2504306,1753.853572,3536
2021,2500700,1636.473558,1275
2021,2508307,2075.958752,2074
2021,2504033,1465.429233,478
2021,2513406,1245.622209,2223
2021,2513604,2161.300169,379
2021,2506905,1627.453791,1749
2021,2505907,1695.882617,275
2021,2515104,1912.83308,713
2021,2506707,2196.525835,485
2021,2509206,1869.90877,796
2021,2505501,1597.926497,306
2021,2513943,1915.010435,146
2021,1302603,2408.676738,532312
2021,1301407,1893.9143,1604
2021,1301803,1491.714224,412
2021,1301308,1632.467315,1578
2020,2509206,1782.192093,756
2020,2509800,1393.48328,577
2020,2506251,1943.356856,453
2020,2515971,1487.293322,331
2020,2511202,1078.933142,4785
2020,2503407,1129.158521,226
2020,2504207,2122.728985,345
2020,2501302,1389.940603,1204
2020,2504033,1168.542011,404
2020,2500809,1136.066922,772
2020,2508505,1770.172705,472
2020,2501351,1695.957363,350
2020,2504074,1401.169459,143
2020,2512747,1550.056584,439
2020,2502201,1440.385739,176
2020,2512606,2035.521818,248
2020,2504850,1861.698679,122
2020,2512721,1576.213858,303
2020,2514651,1888.138394,191
2020,2404507,3383.393304,2324
2020,2408904,1138.076455,3074
2020,2405702,1180.531574,1390
2020,2407807,543.5314515,1692
2020,2409902,858.8848635,1532
2020,2415008,1107.088349,119
2020,2412807,1729.045062,453
2020,2413508,2596.621865,220
2020,2413557,1695.011357,261
2022,2706703,3147.297417,7780
2022,2704500,1409.204934,6919
2022,2702504,2411.182471,499
2022,2706000,1882.474978,861
2022,2705200,1356.002059,2226
2022,2709152,1610.498391,3839
2022,2709103,1911.842861,1229
2022,2708808,1458.677596,2317
2022,2708204,2532.316373,451
2021,2102002,1809.650255,1622
2021,2110302,4216.943782,1306
2021,2102036,1541.718092,1688
2021,2107704,1768.082689,874
2021,2100907,1944.060348,1990
2021,2104099,2106.570613,724
2021,2111409,1659.067258,1093
2021,2104628,1833.213168,531
2021,2108801,2005.364309,662
2021,2105203,1873.266089,651
2021,2102408,6722.40005,387
2021,2111029,2433.666858,543
2021,2104909,2448.764575,470
2021,2106375,1874.3381,911
2019,5006275,1692.371801,1668
2019,5000252,1773.734245,792
2019,5003256,1544.559729,6200
2019,5003900,1613.631453,623
2019,5005608,1319.422333,4218
2019,2105708,1514.874136,2530
2019,2112407,2013.045723,1388
2019,2112605,1307.587279,1925
2019,2108207,1243.556449,4428
2019,2102200,2281.912556,1032
2019,2104081,1677.841714,279
2019,2110500,1999.953537,1262
2019,2103109,1693.441972,630
2019,2104206,2323.845137,487
2019,2107605,1214.842818,876
2019,2106805,1063.736989,522
2019,2112456,2246.460684,605
2019,2111748,1505.637645,317
2018,5000203,1442.139865,4888
2018,5007703,1515.148464,1025
2018,5006606,1542.419884,13800
2018,5000856,2596.966146,6173
2018,5006358,1851.007364,989
2021,2414100,1586.75737,556
2021,2406106,1167.949085,2428
2021,2402709,1664.55175,857
2021,2403509,1392.450241,1082
2021,2410603,1993.579392,334
2021,2404408,1287.128385,1357
2021,2411429,1384.404167,458
2021,2406809,2193.408967,313
2021,2415008,1465.530112,346
2021,2410801,1906.263156,300
2021,3509502,2883.136365,410815
2021,3518701,2599.414889,48544
2021,3543907,2172.090825,66777
2021,3546405,1762.590785,15791
2021,3522109,1869.013544,14447
2021,3552007,1806.106647,734
2021,3553856,1834.457892,1424
2021,3554805,2174.491783,5091
2021,3524808,1837.686847,11916
2021,3554953,1581.89435,583
2021,3555505,1263.399746,1306
2021,3534104,2049.838627,894
2021,3539004,1672.244875,2347
2021,3526704,1917.094271,24992
2021,3506508,1625.080015,29865
2021,3509254,1898.80528,6969
2021,3537404,1957.614285,5612
2021,3516408,2491.715867,17103
2021,3531407,1696.138385,4161
2021,3500709,1900.758315,9642
2021,3507803,1573.352476,5799
2021,3533908,1938.676994,16935
2021,3536208,1937.560947,4441
2021,3519600,1403.177526,16079
2021,3527009,1871.054237,1951
2021,3504800,1579.910062,2444
2021,3530300,1787.588331,16247
2021,3525854,1938.435792,1536
2021,3514809,1290.825691,2138
2021,3514106,1505.79757,5332
2021,3528908,1941.117275,333
2021,3516507,1548.351059,948
2021,3502200,2106.692428,5380
2021,3535101,2077.540397,750
2021,3505104,1475.546859,813
2021,3510104,1018.903211,660
2021,3515657,1528.757038,332
2021,3526100,1503.260496,2094
2021,3532058,2133.612396,767
2021,3543501,1684.741582,610
2018,2112605,1322.768744,2268
2018,2110005,1654.045491,3812
2018,2112001,1327.754622,1732
2018,2109452,1291.234163,1614
2018,2112308,1141.821531,1265
2018,2102903,1418.539842,1645
2018,2108306,1926.713196,1111
2018,2107100,1975.952643,866
2018,2110658,1462.353875,644
2018,2103174,1712.391465,685
2018,2101939,1606.542281,212
2018,2108108,1891.664204,955
2018,2102705,2002.128812,808
2018,2103703,1674.9433,1420
2018,2109304,1395.82701,767
2018,2106359,1054.498571,5
2018,2105351,1370.025748,244
2020,2105807,1900.836998,451
2020,2106607,1637.558745,1377
2020,2107704,1672.121653,980
2020,2100436,1361.195429,847
2020,2104677,2139.747933,1192
2020,2111250,2381.567246,227
2020,2109205,1970.649639,453
2020,2104503,2317.946393,346
2020,2108256,56.66245067,947
2022,2410603,2202.495851,371
2022,2413003,1153.978899,792
2022,2405108,1260.863753,978
2022,2401859,1342.984567,646
2022,2414753,2181.342277,269
2022,2409332,1986.335522,466
2022,2414308,1550.619484,320
2022,2405504,1817.364606,250
2021,3534500,1862.427169,442
2021,3544707,1894.966692,350
2021,5007554,1673.891923,2009
2021,5000609,1593.093845,6717
2021,5002407,1763.628613,7388
2021,5007307,1580.606419,887
2022,3515004,2251.812397,50443
2022,3515202,1807.210916,4135
2022,3539806,1656.383622,27208
2022,3509007,2153.259494,23849
2022,3525904,2464.755273,187860
2022,3515509,1856.797128,18583
2022,3516408,2304.712779,18523
2022,3548005,2432.391269,8765
2022,3557204,1716.975581,2412
2022,3526704,2055.566969,26630
2022,3505302,2166.993231,12007
2022,3523206,1539.048736,8983
2022,3523602,2890.460655,5093
2022,3509700,1651.078403,14257
2022,3530508,1884.602178,17682
2022,3531209,1716.821932,1411
2022,3508702,1694.714162,2390
2022,3533502,1904.00488,10495
2022,3506409,1800.384021,1872
2022,3500105,1952.615795,11193
2022,3501004,1562.13279,3751
2022,3544202,2047.454314,1197
2022,3551801,1509.32582,1920
2022,3552304,1571.079814,1573
2022,3506805,1966.929197,3677
2022,3535200,1653.397299,1278
2022,3552601,1832.930476,2117
2022,3553856,1784.441306,1929
2022,3540754,1972.4629,1774
2022,3533007,1617.533351,3980
2022,3500907,2528.539098,825
2022,3503505,1493.563219,732
2022,3548302,2059.490803,364
2022,1300201,1603.604172,1635
2022,1301159,1806.756144,1305
2022,1302801,1654.036112,699
2022,1304237,1946.372561,774
2018,3204203,1728.008334,2813
2018,3204559,1281.421517,7762
2018,3205036,1378.572434,3358
2018,3204807,1331.456076,1282
2018,3202603,1905.313648,3809
2018,3202256,1423.382542,1072
2022,2100709,2867.89491,817
2022,2112605,1513.075605,2815
2022,2103307,1662.791175,10918
2022,2100055,1853.428601,21311
2022,2100550,1445.493155,516
2022,2103802,1592.730497,1704
2022,2102309,1863.746973,974
2022,2102754,2199.750685,1033
2022,2108405,1750.121113,713
2022,2105963,3085.184942,413
2022,2105203,2170.398686,714
2022,2509008,2092.767975,384
2022,2515005,1688.88451,744
2022,2506202,2122.215286,268
2022,2512077,2016.521444,536
2022,2510006,2148.30913,326
2022,2514305,2627.814551,323
2022,2508802,1775.935961,529
2022,2504603,1494.154419,7418
2022,2501351,2346.178707,380
2022,2505808,1900.293546,381
2022,5003454,1491.480695,2319
2022,5007695,1979.674417,10174
2022,5003900,1903.433023,748
2018,5103502,1669.178528,7282
2018,5101407,1562.965195,3667
2018,5103205,1583.57406,6212
2018,5103353,1490.409429,4335
2018,5100607,1898.81135,2865
2018,5105622,1451.892791,5879
2018,5104104,1417.827616,4802
2018,5101704,1674.432857,5995
2018,5107180,1358.236564,1381
2020,1508126,1395.566443,3809
2020,1505536,2263.195391,59872
2020,1502764,1414.764995,1527
2020,1502707,1590.838587,3374
2020,1506500,1472.111459,8119
2020,1508100,1784.432076,11369
2020,1501576,1544.965964,943
2020,1506302,1448.64764,590
2020,1507201,1202.363272,1285
2020,1501105,1566.793472,757
2020,1502855,1401.452589,789
2019,5106265,1313.540899,945
2019,5106216,1454.647463,2208
2019,5103858,1593.399181,1710
2019,5100409,1432.11156,2823
2019,5103379,1508.032328,1220
2019,5101308,1590.539143,1091
2019,5108352,1636.719841,319
2019,5107206,1644.304133,585
2019,5104500,1739.327333,338
2019,5106703,1691.473277,204
2020,5102637,1560.124114,13833
2020,5106281,1527.492708,1374
2020,5107107,1525.966003,2644
2020,5102694,1766.722842,383
2020,5106208,1788.723702,510
2020,5101852,1655.423548,1252
2020,5106216,1609.107681,2291
2020,5103379,1611.037168,1171
2020,5100102,2412.191789,519
2018,1502152,2515.647616,11926
2018,1501501,1581.72546,9980
2018,1501576,1351.296278,1275
2018,1507102,1648.802696,783
2018,1504000,1792.595213,1025
2018,1502855,1407.912028,853
2021,5107040,1637.207351,25014
2021,5105002,1997.211406,1017
2021,5106851,2237.532576,493
2021,5106703,1720.272083,217
2021,5104500,2045.268239,359
2019,3204104,931.8922329,4723
2019,3203320,1374.178476,6082
2019,3205036,1516.797339,3426
2021,3201506,1674.537712,34343
2021,3204906,1464.332803,22127
2021,3201100,1298.468328,1397
2021,3200359,2169.136544,622
2020,3204955,1271.823813,1930
2020,3200409,1988.907827,5604
2020,3204807,1244.027567,1038
2020,3203346,1210.086591,4424
2019,1503093,1241.079967,2721
2019,1500800,1272.813698,68128
2019,1503705,1340.168456,2958
2019,1503606,1850.02638,11572
2019,1502939,1239.467025,4453
2019,1501709,1520.315377,7156
2019,1507409,1149.297156,847
2019,1500958,2329.439281,1316
2019,1506609,1259.16617,2078
2019,1506195,1497.929356,1815
2019,1502509,1282.66847,917
2019,1505007,1372.878969,949
2022,3202009,1775.404632,763
2021,1506138,1546.708936,13455
2021,1501303,2020.673688,29412
2021,1507607,1363.383097,6692
2021,1501808,2216.104369,6214
2021,1508050,1636.187234,890
2021,1506500,1517.403194,9179
2021,1501782,1913.564147,4081
2021,1503903,2519.156646,5203
2021,1503044,1893.434965,1432
2021,1501451,1451.946009,1663
2021,1506104,2040.130008,650
2021,1507904,3467.830208,1387
2021,1503002,1518.957685,594
2021,1504505,2528.511887,951
2021,1505403,1638.434719,877
2019,2307650,1444.884705,62370
2019,2300705,945.25819,1064
2019,2303956,1266.52528,1525
2019,2308302,1487.892989,1804
2019,2311009,1506.407346,682
2019,2303808,1495.634637,1342
2019,2301257,1018.741484,727
2019,2301406,1338.127827,849
2019,2310308,1109.373829,1857
2021,2314003,1309.82809,3187
2021,2307254,1083.377864,4405
2021,2300309,1568.143688,2976
2021,2300705,1420.974421,965
2021,2310209,1561.893194,3703
2021,2312700,1335.764629,3293
2021,2307502,2387.267808,1787
2021,2303105,1120.750851,1197
2021,2308906,1528.39585,917
2021,2304608,2145.026288,677
2021,2306009,2015.599982,970
2019,2608800,1072.19529,3275
2019,2615300,1285.282407,5566
2019,2612471,1619.221586,624
2019,2605152,1348.547365,1932
2019,2616001,1529.632252,976
2019,2609907,1459.484944,4049
2019,2600302,1369.888845,1841
2019,2604502,1467.695499,1482
2019,2604601,1443.348009,1773
2019,2602704,1378.744797,801
2019,2601805,1490.067298,568
2020,2311801,1044.263658,9324
2020,2302503,1320.545796,5891
2020,2311504,1357.767634,3592
2020,2306306,1352.964965,4373
2020,2303808,1661.105473,1209
2020,2308401,1467.359758,2512
2020,2313757,1225.602414,960
2020,2301703,1195.790935,1254
2020,2304236,2241.133752,703
2020,2303907,913.3727225,1647
2020,2305605,1526.142463,1591
2020,2307205,1324.470196,592
2020,2306603,1393.392513,1327
2020,2311264,1220.334015,1188
2020,2313708,1315.137337,346
2022,1501808,2525.727108,8833
2022,1500206,2295.75925,6110
2022,1502103,3395.619753,7884
2022,1507003,1819.998482,2914
2022,1500909,1606.474276,3047
2022,1507409,1813.645679,1473
2022,1501907,2848.076381,1272
2022,1505007,1842.88299,1224
2018,2611903,892.714181,7887
2018,2607208,2309.568808,34349
2018,2602902,1704.427787,38825
2018,2606002,1400.528352,20348
2018,2605103,1333.862098,2556
2018,2600609,1218.792117,830
2018,2613800,1435.218969,1491
2018,2614501,1296.841763,5715
2018,2604700,1113.88564,1047
2018,2602001,1522.410795,1634
2018,2611408,1334.267437,821
2022,5107776,1520.338198,691
2022,5107578,1167.1502,1055
2022,5108006,1606.721637,5140
2022,5108501,1606.422286,3535
2022,5106422,1926.254828,4743
2022,5103601,1719.67908,1581
2022,5106232,2620.198306,5416
2019,5206206,1217.707025,12935
2019,5213806,1289.635046,9777
2019,5201603,1266.287378,423
2019,5200605,1371.617331,1563
2019,5213756,1610.849561,2570
2019,5209903,1627.79142,1293
2019,5200159,1053.289709,445
2019,5218391,1372.91729,391
2019,5203559,1263.843042,732
2019,5220504,1366.950631,2152
2019,5220157,1250.489768,535
2019,5211701,1967.638533,1733
2019,5219258,980.9919074,1386
2019,5215652,1670.740525,390
2018,2307700,1207.095969,15214
2018,2310209,1675.329525,3576
2018,2303501,1044.263004,7688
2018,2309508,1888.846015,866
2018,2310902,1412.665936,805
2018,2304301,1379.780095,1146
2018,2302909,1114.311924,932
2018,2307403,1540.711403,1249
2018,2312700,1187.192182,2844
2018,2311009,1496.372045,698
2018,2308104,1222.037207,2526
2020,2601904,1129.481506,11144
2020,2608800,1190.324113,3261
2020,2603801,1344.201605,775
2020,2601409,1258.712203,3398
2020,2600906,928.1479591,1176
2020,2614501,1330.604085,5600
2020,2605905,1269.411808,1552
2020,2613206,1271.794618,1161
2020,2613800,1422.777699,1434
2020,2601201,1475.758514,8502
2020,2604700,1422.431654,724
2020,2612901,1653.443624,851
2020,2615805,1981.752654,771
2020,2604908,1369.23718,544
2020,2612455,1326.768742,752
2020,5218300,1393.578061,3940
2020,5210406,1155.595456,10857
2020,5203807,1525.132787,880
2020,5212303,1516.782039,1761
2020,5203203,2263.899975,3798
2020,5217302,1135.469399,3938
2020,5213103,1671.283875,16813
2020,5205307,1791.429719,778
2020,5218706,1049.336489,322
2020,5214903,1582.110059,392
2020,5220207,1572.478482,3228
2020,5208103,1224.123848,313
2020,5213772,1877.928912,336
2020,5216452,2288.000452,1348
2020,5209457,1741.641678,188
2018,5211800,1331.470112,5523
2018,5205406,1732.897159,5463
2018,5212303,1372.511473,1283
2018,5200555,2365.006049,2460
2018,5204607,1401.472971,409
2018,5216304,1388.748921,1011
2018,5201702,1245.400538,1319
2018,5215306,1349.73566,2747
2018,5220264,1333.530682,959
2018,5221452,1398.099815,400
2018,5212105,1380.801323,917
2018,5201454,1480.729216,534
2018,5219506,1501.104153,328
2022,2304285,1603.183121,46063
2022,2306306,1318.837339,4825
2022,2301901,1575.228559,12181
2022,2308708,1486.741759,9932
2022,2303956,1548.609221,2066
2022,2304350,1280.627776,2153
2022,2304301,1731.773341,1254
2022,2300804,1934.585751,663
2022,2308906,1708.530694,811
2022,2311108,3415.5169,1224
2022,2313807,1191.548442,2678
2022,2310308,1380.985691,2207
2021,2611606,2807.017195,669625
2021,2604106,1596.021922,75710
2021,2615300,1297.512836,7786
2021,2601607,1561.608377,2418
2021,2605707,1656.596024,3418
2021,2612471,1323.105918,721
2021,2602100,2277.705588,3068
2021,2605152,1548.389394,1884
2021,2604205,1555.831366,2257
2021,2611408,1042.874521,4474
2021,2609006,2056.185474,2044
2021,2605806,1680.420185,720
2021,2609808,1730.119836,684
2022,2608602,1460.393424,347
2022,2607802,1255.632188,993
2022,2603454,1553.525531,16270
2022,2601706,1848.562865,12242
2022,2604502,1781.885554,1700
2022,2611705,1746.508386,1471
2022,2600203,1792.28218,1728
2022,2616100,1595.913634,691
2022,2605707,1661.696974,3480
2022,2616001,3564.569563,1076
2022,2605806,1735.2629,746
2022,2607950,1370.60196,1147
2022,2606309,2277.855571,456
2021,5211503,1606.355203,30269
2021,5218805,1777.983289,64420
2021,5200050,1654.305001,2161
2021,5201405,1436.116427,115543
2021,5203906,1529.102144,2435
2021,5216809,1366.416557,1066
2021,5220207,1731.960488,3910
2021,5221809,4102.146411,932
2021,5200100,1439.704472,2427
2021,5216908,2723.066007,917
2021,5214879,1775.313026,265
2021,5205059,1511.081628,366
2021,5200803,1807.477517,1079
2021,5221304,1540.773951,475
2021,5204656,1740.536492,506
2021,5200506,1678.769048,262
2021,5209408,1768.078212,464
2018,2901106,1489.561153,2597
2018,2903904,1524.2606,7691
2018,2911709,1418.74846,11517
2018,2905206,1596.363349,3837
2018,2903508,1453.693644,926
2018,2927507,1313.884192,1256
2018,2905404,1178.477951,3040
2018,2907806,1580.371856,2096
2018,2932606,1546.705475,997
2018,2922607,1783.660251,798
2018,2901601,1103.24531,828
2018,2912806,1475.898619,2012
2018,2901700,1472.574736,682
2018,2918456,948.0289662,610
2018,2930600,1270.882853,909
2018,2903003,1259.480982,690
2018,2926103,1098.272637,1135
2018,2932101,1350.025456,1137
2018,2903235,1526.66892,671
2018,2927903,1559.130582,481
2022,5210406,1481.500368,12570
2022,5215231,1547.262842,6380
2022,5221601,1574.898633,9250
2022,5208004,1411.784596,22679
2022,5212204,1646.332548,3886
2022,5201702,1330.149233,1824
2022,5214408,1936.040402,1756
2022,5200050,1221.124698,2526
2022,5220702,1360.341051,357
2022,5220157,1434.300725,721
2022,5213707,1910.263632,2209
2022,5213004,1861.315634,1433
2022,5201207,1883.303904,137
2022,5219506,1754.691057,365
2022,5203401,1518.758827,876
2022,5219407,1549.033586,870
2022,5214804,1906.220932,284
2019,2919207,1123.9619,109862
2019,2921500,1867.647561,2724
2019,2928307,1655.15979,532
2019,2915809,1607.76086,2124
2019,2922003,1879.283044,8630
2019,2928901,1364.969139,7347
2019,2909406,1432.545127,1147
2019,2903706,1625.662127,822
2019,2904902,1675.174114,3272
2019,2932457,1250.727838,1326
2019,2902609,1823.766502,1074
2019,2926103,1127.774878,1112
2019,2929602,1052.905337,1449
2019,2910859,1965.68979,889
2019,2920403,958.8672179,1010
2019,2918308,1191.087024,849
2019,2903409,1592.121479,1598
2019,2901403,1528.645968,1026
2019,2900355,1956.070626,814
2019,2922656,2199.354043,778
2019,2912608,1042.636168,236
2019,2908606,1672.57682,1684
2019,2904852,1716.361186,1104
2019,2903235,1664.492448,653
2019,2918753,1391.187763,889
2019,2915106,1308.316727,723
2019,2922409,1801.838112,2689
2019,2913804,1039.28813,1068
2019,2913101,1594.325527,749
2019,2928505,1040.393191,597
2019,2923803,1800.065721,1850
2019,2930303,1372.3855,1128
2020,2913606,1769.687052,29405
2020,2932457,1277.388179,1202
2020,2906501,2495.426387,14893
2020,2901502,1253.975692,340
2020,2907707,1897.861645,379
2020,2926301,1370.953231,2522
2020,2907202,982.877495,10138
2020,2922003,1865.860255,8965
2020,2925105,1631.389212,3361
2020,2929909,1492.667709,4884
2020,2904100,1485.641969,1545
2020,2912400,1584.327038,789
2020,2931400,1077.934412,703
2020,2929750,1290.360779,986
2020,2918308,1203.186733,808
2020,2901106,1320.819766,2650
2020,2917201,1688.761376,1184
2020,2930154,1746.822989,2081
2020,2921708,1609.16108,2175
2020,2933257,1100.120726,472
2020,2910107,1382.736033,782
2020,2926806,1801.218647,769
2020,2901700,1569.604829,591
2020,2927606,1361.462061,629
2020,2913002,2458.034062,427
2021,2919801,1868.297703,2861
2021,2928703,1512.346288,23599
2021,2910503,1786.769015,4187
2021,2902708,1811.612178,2800
2021,2926301,1577.257885,2673
2021,2916401,1454.429866,15322
2021,2910404,1863.430104,1437
2021,2925956,1807.432029,1486
2021,2931400,1735.056826,1580
2021,2932705,1584.03338,1703
2021,2913705,1486.363194,3223
2021,2905404,1418.711303,3617
2021,2925501,1452.247461,4353
2021,2908309,1306.680403,2079
2021,2904803,1425.077419,792
2021,2913408,1616.316854,1251
2021,2923605,1856.438775,1939
2021,2925402,1694.356903,1120
2021,2924603,1977.446091,1192
2021,2924405,1993.839423,1958
2021,2929008,1796.926802,1250
2021,2923209,1154.304968,1298
2021,2915007,1181.791153,499
2021,2933158,1959.411772,861
2021,2930303,1571.773868,1129
2021,2919306,1224.744313,560
2021,2921609,1089.201225,399
2019,4218707,1595.518952,38788
2019,4216503,974.9567127,6738
2019,4218301,2153.615237,5636
2019,4201000,1526.854587,1147
2019,4201653,1239.611673,854
2019,4210605,1722.844187,5073
2019,4207908,1784.046975,1146
2019,4219358,1407.222874,1026
2019,4207403,1362.768537,853
2019,4205605,1728.900907,382
2019,4217758,1631.872954,333
2019,4215208,1674.729616,342
2022,2929503,2696.651907,4708
2022,2929701,1740.809553,1718
