Ano,Codigo do Municipio,Nome do Municipio,Nome da Unidade da Federacao,Valor adicionado bruto da Agropecuaria (1000),Valor adicionado bruto da Industria (1000),Valor adicionado bruto dos Serviços (1000),Valor adicionado bruto da Adm (1000),Valor adicionado bruto total (1000),"Impostos, liq de Subsidios, sobre produtos (1000)",PIB (1000),PIB per Capita (1)
2016,3170479,Uruana de Minas,Minas Gerais,20786.011,2115.352,14347.002,17186.107,54434.472,1867.839,56302.311,16872.13
2016,3170503,Urucânia,Minas Gerais,27401.41,35705.736,48044.869,40390.004,151542.02,14568.809,166110.829,15690.08
2016,3170529,Urucuia,Minas Gerais,31467.536,5605.123,26779.668,57625.268,121477.595,4923.929,126401.524,7983.42
2016,3170578,Vargem Alegre,Minas Gerais,6807.639,2951.054,16723.956,26633.131,53115.78,1808.481,54924.261,8280.46
2016,3170602,Vargem Bonita,Minas Gerais,15326.076,2508.614,11007.515,14406.148,43248.353,1623.275,44871.628,20294.72
2016,3170651,Vargem Grande do Rio Pardo,Minas Gerais,6200.717,2209.462,9851.261,21332.485,39593.924,1375.652,40969.576,8175.93
2016,3170701,Varginha,Minas Gerais,64807.139,929112.899,2244667.227,527097.181,3765684.446,727443.188,4493127.634,33685.66
2016,3170750,Varjão de Minas,Minas Gerais,111847.329,14636.539,38627.947,28479.827,193591.642,5078.755,198670.396,28973.37
2016,3170800,Várzea da Palma,Minas Gerais,56285.933,126275.166,189987.286,142157.56,514705.945,78241.855,592947.801,15267.21
2016,3170909,Varzelândia,Minas Gerais,7083.343,6425.606,52696.661,72685.44,138891.051,6966.943,145857.994,7399.45
2016,3171006,Vazante,Minas Gerais,98621.906,166842.166,171497.605,86156.527,523118.203,58382.188,581500.391,28064.69
2016,3171030,Verdelândia,Minas Gerais,29462.685,4702.975,16701.923,33527.44,84395.023,3301.198,87696.221,9594.77
2016,3171071,Veredinha,Minas Gerais,9490.202,10821.624,14235.173,24396.456,58943.454,1884.231,60827.685,10512.91
2016,3171105,Veríssimo,Minas Gerais,71177.627,11558.429,22555.404,20760.606,126052.067,4831.529,130883.596,33820.05
2016,3171154,Vermelho Novo,Minas Gerais,19276.793,2248.818,10830.102,20927.013,53282.726,1118.164,54400.89,11115.83
2016,3171204,Vespasiano,Minas Gerais,793.473,758992.439,1141801.381,471376.65,2372963.944,446827.896,2819791.839,23398.82
2016,3171303,Viçosa,Minas Gerais,31822.625,168345.142,876155.638,303141.31,1379464.715,128436.131,1507900.846,19366.08
2016,3171402,Vieiras,Minas Gerais,11930.256,1925.422,10185.633,17141.032,41182.343,1284.694,42467.037,11315.49
2016,3171501,Mathias Lobato,Minas Gerais,3184.076,1488.821,9224.126,16858.399,30755.422,1406.253,32161.675,9580.48
2016,3171600,Virgem da Lapa,Minas Gerais,7193.59,7130.619,34234.176,49813.553,98371.94,4656.567,103028.507,7339.78
2016,3171709,Virgínia,Minas Gerais,38697.049,4359.216,41276.694,33518.392,117851.351,3508.936,121360.287,13685.19
2016,3171808,Virginópolis,Minas Gerais,23108.875,6320.225,59569.987,40133.381,129132.467,7012.054,136144.521,12604.81
2016,3171907,Virgolândia,Minas Gerais,6329.329,1723.272,15243.545,22960.279,46256.425,1591.351,47847.777,8486.66
2016,3172004,Visconde do Rio Branco,Minas Gerais,13052.796,381496.054,384026.424,151865.616,930440.891,123139.678,1053580.569,25346.56
2016,3172103,Volta Grande,Minas Gerais,7529.479,4078.541,36585.765,23315.129,71508.914,8216.319,79725.232,15036.82
2016,3172202,Wenceslau Braz,Minas Gerais,2928.623,2544.9,5787.004,12848.532,24109.059,822.219,24931.278,9530.31
2017,3100104,Abadia dos Dourados,Minas Gerais,33303.857,21162.987,57142.882,31291.997,142901.723,12006.36,154908.083,21944.76
2017,3100203,Abaeté,Minas Gerais,96145.985,30629.959,179931.284,90453.758,397160.987,28874.156,426035.142,18043.93
2017,3100302,Abre Campo,Minas Gerais,30076.644,9560.247,79990.178,52622.762,172249.832,13674.626,185924.458,13538.52
2017,3100401,Acaiaca,Minas Gerais,2519.109,2318.227,13624.412,19125.026,37586.774,1174.942,38761.716,9535.48
2017,3100500,Açucena,Minas Gerais,15238.965,18629.63,21395.004,39054.304,94317.903,2681.589,96999.493,9702.86
2017,3100609,Água Boa,Minas Gerais,29944.353,4863.658,32874.561,56551.333,124233.905,4033.595,128267.5,8926.06
2017,3100708,Água Comprida,Minas Gerais,74570.031,5951.338,30204.824,17096.417,127822.611,4399.074,132221.684,64247.66
2017,3100807,Aguanil,Minas Gerais,15317.834,2053.17,18706.251,21277.265,57354.521,2315.57,59670.091,13439.21
2017,3100906,Águas Formosas,Minas Gerais,11265.432,22024.724,101247.304,77877.227,212414.687,14739.716,227154.403,11699.34
2017,3101003,Águas Vermelhas,Minas Gerais,48130.77,8157.662,90631.293,54024.406,200944.131,20031.804,220975.934,16276.95
2017,3101102,Aimorés,Minas Gerais,40909.735,95758.994,167561.222,107273.818,411503.768,22452.101,433955.869,16878.22
2017,3101201,Aiuruoca,Minas Gerais,18004.437,5501.641,33960.975,27376.551,84843.605,4834.913,89678.518,14443.31
2017,3101300,Alagoa,Minas Gerais,6253.23,2387.049,8847.888,16813.418,34301.584,1172.608,35474.192,12890.33
2017,3101409,Albertina,Minas Gerais,9280.082,2345.779,43705.276,16627.158,71958.296,12758.221,84716.517,27812.38
2017,3101508,Além Paraíba,Minas Gerais,7174.63,216744.945,466068.872,143750.12,833738.567,88904.512,922643.079,25724.73
2017,3101607,Alfenas,Minas Gerais,112695.42,408872.733,1446537.782,328201.721,2296307.657,367970.878,2664278.534,33425.9
2017,3101631,Alfredo Vasconcelos,Minas Gerais,18114.662,8027.546,24989.298,27934.11,79065.616,5100.386,84166.001,12423.03
2017,3101706,Almenara,Minas Gerais,14637.053,56192.399,227427.832,167454.402,465711.686,30570.568,496282.255,11874.49
2017,3101805,Alpercata,Minas Gerais,5146.323,7089.318,29067.129,32281.004,73583.774,5164.189,78747.963,10478.77
2017,3101904,Alpinópolis,Minas Gerais,65739.886,28320.881,153918.739,77373.375,325352.881,27076.996,352429.877,17758.23
2017,3102001,Alterosa,Minas Gerais,45866.064,11713.367,89302.123,59067.236,205948.79,12718.503,218667.294,15027.65
2017,3102050,Alto Caparaó,Minas Gerais,13304.752,2743.415,27140.071,24887.07,68075.307,3836.317,71911.625,12417.82
2017,3102100,Alto Rio Doce,Minas Gerais,60533.975,12754.979,38979.081,45364.484,157632.519,4449.845,162082.364,13861.49
2017,3102209,Alvarenga,Minas Gerais,5342.329,1791.202,10711.403,19995.971,37840.903,1296.748,39137.651,9320.71
2017,3102308,Alvinópolis,Minas Gerais,20859.348,67532.529,89671.414,60250.472,238313.763,42714.284,281028.047,18015.77
2017,3102407,Alvorada de Minas,Minas Gerais,5924.224,1523.895,10458.058,22459.566,40365.744,2166.259,42532.003,11579.64
2017,3102506,Amparo do Serra,Minas Gerais,5792.739,2274.901,13477.705,22533.461,44078.806,1946.773,46025.579,9347.19
2017,3102605,Andradas,Minas Gerais,70351.002,135451.599,397805.04,156836.947,760444.588,112371.012,872815.599,21441.94
2017,3102704,Cachoeira de Pajeú,Minas Gerais,3781.221,2554.344,37095.529,38723.089,82154.183,5658.529,87812.712,9263.92
2017,3102803,Andrelândia,Minas Gerais,42172.47,14360.262,94100.382,51733.503,202366.618,16296.858,218663.476,17483.29
2017,3102852,Angelândia,Minas Gerais,15472.579,3440.13,19752.562,35949.696,74614.968,3076.066,77691.034,9096.25
2017,3102902,Antônio Carlos,Minas Gerais,20659.285,21467.159,44469.624,46367.781,132963.849,7970.824,140934.673,12141.17
2017,3103009,Antônio Dias,Minas Gerais,22022.898,52314.33,56135.381,43686.933,174159.542,15360.943,189520.485,19665.92
2017,3103108,Antônio Prado de Minas,Minas Gerais,2443.008,905.162,6370.014,11937.131,21655.316,731.872,22387.188,13453.84
2017,3103207,Araçaí,Minas Gerais,12125.272,12857.359,13482.705,14272.398,52737.734,5401.269,58139.003,24551.94
2017,3103306,Aracitaba,Minas Gerais,2621.587,731.586,6049.818,12399.453,21802.444,574.967,22377.411,10600.38
2017,3103405,Araçuaí,Minas Gerais,12811.623,36485.15,181402.521,139980.881,370680.175,22052.268,392732.443,10511.83
2017,3103504,Araguari,Minas Gerais,265355.899,1483379.955,1500122.442,500299.549,3749157.845,342974.045,4092131.89,34842.96
2017,3103603,Arantina,Minas Gerais,15908.312,3343.119,11895.755,15205.101,46352.287,1306.168,47658.455,16588.39
2017,3103702,Araponga,Minas Gerais,29098.658,3641.684,19888.63,34037.063,86666.034,2768.148,89434.182,10467.48
2017,3103751,Araporã,Minas Gerais,44713.73,832990.064,181558.936,56995.055,1116257.785,73438.726,1189696.512,175626.88
2017,3103801,Arapuá,Minas Gerais,11895.182,35057.615,38370.965,15166.401,100490.162,14614.781,115104.943,39925.41
2017,3103900,Araújos,Minas Gerais,111980.453,32960.128,104582.888,37828.618,287352.088,22822.961,310175.049,34479.22
2017,3104007,Araxá,Minas Gerais,88715.363,1666020.194,2143646.992,490061.249,4388443.797,754654.48,5143098.277,49318.66
2017,3104106,Arceburgo,Minas Gerais,13991.5,65168.02,102396.406,46030.954,227586.881,40210.28,267797.161,25316.43
2017,3104205,Arcos,Minas Gerais,32156.884,317801.172,505359.86,170599.226,1025917.141,203928.577,1229845.718,30892.11
2017,3104304,Areado,Minas Gerais,38477.25,13649.644,100579.337,59958.358,212664.59,13301.772,225966.362,15108.74
2017,3104403,Argirita,Minas Gerais,4089.165,1600.898,9853.926,15500.025,31044.013,1122.407,32166.42,11250.93
2017,3104452,Aricanduva,Minas Gerais,9298.444,1016.676,9250.64,23355.795,42921.556,1023.521,43945.077,8464.0
2017,3104502,Arinos,Minas Gerais,40528.491,8855.761,71069.881,73952.38,194406.515,10915.6,205322.115,11254.84
2017,3104601,Astolfo Dutra,Minas Gerais,24621.064,96629.144,88257.449,55364.31,264871.966,35170.081,300042.047,21252.45
2017,3104700,Ataléia,Minas Gerais,25660.035,5908.514,41335.405,54576.899,127480.853,4330.304,131811.157,9577.91
2017,3104809,Augusto de Lima,Minas Gerais,8771.025,3235.469,24626.433,24536.83,61169.757,3386.5,64556.257,12852.13
2017,3104908,Baependi,Minas Gerais,20873.474,20029.631,129537.752,77569.422,248010.28,14731.647,262741.927,13603.0
2017,3105004,Baldim,Minas Gerais,13436.441,26195.74,27540.115,35466.405,102638.701,4979.869,107618.57,13367.11
2017,3105103,Bambuí,Minas Gerais,117679.669,69759.228,208509.265,92352.469,488300.632,39163.507,527464.139,21961.2
2017,3105202,Bandeira,Minas Gerais,8156.125,1291.008,10578.459,23216.867,43242.459,1150.834,44393.294,8907.16
2017,3105301,Bandeira do Sul,Minas Gerais,2879.358,7284.544,24714.917,24899.936,59778.754,4170.674,63949.429,11142.96
2017,3105400,Barão de Cocais,Minas Gerais,9429.178,256722.418,251019.1,141512.878,658683.574,68825.31,727508.884,22757.41
2017,3105509,Barão de Monte Alto,Minas Gerais,4606.715,2398.041,14132.713,26541.267,47678.736,1568.473,49247.21,8719.41
2017,3105608,Barbacena,Minas Gerais,91758.812,334727.375,1404069.214,538060.987,2368616.388,315381.095,2683997.484,19635.8
2017,3105707,Barra Longa,Minas Gerais,9933.914,3880.805,21776.204,26303.311,61894.233,7735.563,69629.796,12380.83
2017,3105905,Barroso,Minas Gerais,2454.939,86145.678,153895.164,84394.799,326890.581,58413.421,385304.001,18451.49
2017,3106002,Bela Vista de Minas,Minas Gerais,10811.465,87452.316,61728.01,50358.061,210349.852,8243.76,218593.612,20986.33
2017,3106101,Belmiro Braga,Minas Gerais,7270.503,7994.037,13127.078,17811.996,46203.615,2181.01,48384.624,13812.34
2017,3106200,Belo Horizonte,Minas Gerais,1981.644,10554335.353,54436616.195,11432839.589,76425772.781,12545296.276,88971069.056,35252.9
2017,3106309,Belo Oriente,Minas Gerais,12015.543,1194540.756,467616.588,122767.38,1796940.267,269314.654,2066254.92,78991.32
2017,3106408,Belo Vale,Minas Gerais,13385.632,40973.041,41124.818,44466.174,139949.666,6473.404,146423.07,18674.03
2017,3106507,Berilo,Minas Gerais,3697.276,2884.336,33854.745,48800.54,89236.898,4412.099,93648.997,7576.78
2017,3106606,Bertópolis,Minas Gerais,6234.653,916.92,8080.965,21056.436,36288.974,873.696,37162.67,7944.14
2017,3106655,Berizal,Minas Gerais,3808.917,2934.793,10549.446,21165.493,38458.648,1656.141,40114.789,8498.9
2017,3106705,Betim,Minas Gerais,13311.012,10778506.179,7384105.816,2062248.356,20238171.363,2853789.583,23091960.946,54061.05
2017,3106804,Bias Fortes,Minas Gerais,4144.626,976.395,8151.419,17279.263,30551.703,1034.07,31585.773,8742.26
2017,3106903,Bicas,Minas Gerais,4680.615,27533.637,137420.985,58562.391,228197.629,18722.691,246920.319,16976.3
2017,3107000,Biquinhas,Minas Gerais,10320.061,1397.079,11941.013,14226.494,37884.647,2156.354,40041.001,15288.66
2017,3107109,Boa Esperança,Minas Gerais,134397.026,45509.804,403125.047,173199.919,756231.796,76693.669,832925.465,20550.84
2017,3107208,Bocaina de Minas,Minas Gerais,7408.898,4564.697,18296.046,22474.339,52743.981,2437.957,55181.938,10642.61
2017,3107307,Bocaiúva,Minas Gerais,78657.071,129109.914,288337.292,202769.272,698873.549,98504.964,797378.512,15894.17
2017,3107406,Bom Despacho,Minas Gerais,92192.819,190412.162,606814.443,198364.628,1087784.052,123904.161,1211688.213,24213.42
2017,3107505,Bom Jardim de Minas,Minas Gerais,37940.861,8193.926,38174.957,30281.562,114591.306,6609.71,121201.016,18242.18
2017,3107604,Bom Jesus da Penha,Minas Gerais,38514.444,8373.321,44547.04,21298.215,112733.021,10328.786,123061.807,29279.52
2017,3107703,Bom Jesus do Amparo,Minas Gerais,7702.341,3047.063,32730.499,25248.792,68728.695,6991.897,75720.592,12582.35
2017,3107802,Bom Jesus do Galho,Minas Gerais,22570.675,7270.677,48284.519,56079.93,134205.8,5531.344,139737.145,9039.21
2017,3107901,Bom Repouso,Minas Gerais,19432.724,5760.311,42126.174,44074.443,111393.651,6906.884,118300.535,10979.17
2017,3108008,Bom Sucesso,Minas Gerais,35941.152,42923.996,133430.076,71653.006,283948.23,24725.586,308673.816,17237.61
2017,3108107,Bonfim,Minas Gerais,12037.66,4766.878,35139.804,29364.963,81309.305,4686.582,85995.886,12250.13
2017,3108206,Bonfinópolis de Minas,Minas Gerais,110104.661,8975.537,45483.512,27876.861,192440.572,8241.683,200682.255,34816.49
2017,3108255,Bonito de Minas,Minas Gerais,7202.494,2325.212,17519.169,44080.444,71127.319,2923.398,74050.718,6762.01
2017,3108305,Borda da Mata,Minas Gerais,14804.008,56696.917,130400.352,77801.89,279703.166,28905.04,308608.206,16195.66
2017,3108404,Botelhos,Minas Gerais,53622.627,15552.96,90976.88,58541.668,218694.135,15752.128,234446.263,15301.28
2017,3108503,Botumirim,Minas Gerais,7349.797,1349.226,10699.745,27585.245,46984.014,1351.73,48335.744,7390.79
2017,3108552,Brasilândia de Minas,Minas Gerais,39086.517,15394.857,83278.015,63992.472,201751.862,17118.518,218870.38,13590.21
2017,3108602,Brasília de Minas,Minas Gerais,12363.591,14685.495,121023.011,136941.712,285013.809,17166.449,302180.258,9231.95
2017,3108701,Brás Pires,Minas Gerais,3357.498,1288.887,10576.526,20092.832,35315.743,1381.532,36697.275,8065.34
2017,3108800,Braúnas,Minas Gerais,8509.68,47587.112,11615.802,23973.588,91686.182,1305.611,92991.793,18587.21
2017,3108909,Brazópolis,Minas Gerais,13781.236,15291.662,65513.279,57442.665,152028.842,14162.163,166191.005,11162.0
2017,3109006,Brumadinho,Minas Gerais,17875.023,1070301.894,571494.536,218192.469,1877863.922,111592.999,1989456.921,51191.54
2017,3109105,Bueno Brandão,Minas Gerais,23205.966,7440.67,57835.438,42910.394,131392.467,8802.432,140194.9,12480.63
2017,3109204,Buenópolis,Minas Gerais,14668.301,6277.501,45180.311,43361.105,109487.218,5791.374,115278.591,10881.5
2017,3109253,Bugre,Minas Gerais,17686.9,1938.793,7960.531,17633.739,45219.963,1040.009,46259.972,11157.74
2017,3109303,Buritis,Minas Gerais,259044.731,51878.425,229887.804,110742.719,651553.68,47649.079,699202.758,28320.42
2017,3109402,Buritizeiro,Minas Gerais,152501.988,15015.812,120799.074,105992.671,394309.546,24879.864,419189.41,14794.05
2017,3109451,Cabeceira Grande,Minas Gerais,68333.253,35883.701,33592.681,37350.831,175160.466,6236.73,181397.196,26137.92
2017,3109501,Cabo Verde,Minas Gerais,61383.641,10256.57,85287.381,56655.557,213583.149,16670.09,230253.238,16067.92
2017,3109600,Cachoeira da Prata,Minas Gerais,1341.523,1294.461,14848.075,19286.572,36770.631,1665.867,38436.498,10360.24
2017,3109709,Cachoeira de Minas,Minas Gerais,24333.351,65285.42,61612.772,45589.689,196821.232,35673.139,232494.372,19963.45
2017,3109808,Cachoeira Dourada,Minas Gerais,25458.536,3152.665,17998.401,25415.094,72024.695,2769.003,74793.698,27794.02
2017,3109907,Caetanópolis,Minas Gerais,27288.91,66617.114,88397.505,46823.799,229127.327,23609.063,252736.39,22171.8
2017,3110004,Caeté,Minas Gerais,18659.087,42947.39,287592.913,180605.639,529805.03,48131.337,577936.366,13023.33
2017,3110103,Caiana,Minas Gerais,16967.057,2600.372,12797.027,25493.698,57858.154,1475.65,59333.804,10906.95
2017,3110202,Cajuri,Minas Gerais,10305.881,18036.039,15679.063,19664.573,63685.557,4427.588,68113.145,16580.61
2017,3110301,Caldas,Minas Gerais,37327.968,26975.272,91283.578,57313.038,212899.856,15469.359,228369.216,15718.16
2017,3110400,Camacho,Minas Gerais,11882.89,1456.6,9663.345,16208.062,39210.896,1289.418,40500.314,13218.12
2017,3110509,Camanducaia,Minas Gerais,19181.379,155901.478,261023.397,96432.561,532538.815,73286.833,605825.648,27466.37
2017,3110608,Cambuí,Minas Gerais,19164.007,392969.39,566883.97,121154.745,1100172.111,247764.284,1347936.395,46217.6
2017,3110707,Cambuquira,Minas Gerais,75576.219,9097.025,79114.891,50143.741,213931.876,10590.984,224522.86,17200.86
2017,3110806,Campanário,Minas Gerais,4281.244,1509.854,12816.596,18696.89,37304.584,1443.126,38747.71,10313.47
2017,3110905,Campanha,Minas Gerais,47295.747,20034.103,143817.443,67504.254,278651.546,25288.22,303939.767,18279.89
2017,3111002,Campestre,Minas Gerais,90253.431,16686.634,138195.152,83760.477,328895.693,22524.405,351420.098,16390.86
2017,3111101,Campina Verde,Minas Gerais,120800.718,84530.208,185725.692,80993.308,472049.926,36521.042,508570.968,25328.5
2017,3111150,Campo Azul,Minas Gerais,2910.226,1132.258,8546.032,19251.004,31839.52,1123.215,32962.735,8532.94
2017,3111200,Campo Belo,Minas Gerais,50687.125,148137.549,477964.869,225962.775,902752.318,81148.719,983901.037,18067.15
2017,3111309,Campo do Meio,Minas Gerais,50759.145,7227.432,57761.531,48018.679,163766.787,8111.992,171878.779,14470.35
2017,3111408,Campo Florido,Minas Gerais,191913.627,121721.314,117392.378,41952.191,472979.51,32357.127,505336.637,64080.22
2017,3111507,Campos Altos,Minas Gerais,117242.86,15513.099,109616.769,65779.077,308151.806,16445.279,324597.084,21095.54
2017,3111606,Campos Gerais,Minas Gerais,122695.854,24939.346,189413.327,111449.99,448498.516,28805.999,477304.515,16426.49
2017,3111705,Canaã,Minas Gerais,26673.224,2603.123,13640.564,21862.662,64779.574,2262.405,67041.98,14267.29
2017,3111804,Canápolis,Minas Gerais,80995.16,88853.811,93915.047,53239.853,317003.87,29693.718,346697.588,28612.49
2017,3111903,Cana Verde,Minas Gerais,7674.245,3497.696,23139.447,24734.366,59045.753,3894.457,62940.211,10974.75
2017,3112000,Candeias,Minas Gerais,61902.025,18659.098,100305.394,61244.738,242111.255,18553.261,260664.516,17208.99
2017,3112059,Cantagalo,Minas Gerais,5608.427,5385.416,10863.269,21448.491,43305.603,1788.579,45094.182,9983.22
2017,3112109,Caparaó,Minas Gerais,21997.582,2974.018,19590.819,24036.781,68599.201,3147.792,71746.993,13071.05
2017,3112208,Capela Nova,Minas Gerais,5670.075,1829.31,16994.164,21457.072,45950.622,2579.054,48529.676,10099.83
2017,3112307,Capelinha,Minas Gerais,109880.494,47692.556,259005.827,144157.082,560735.959,45201.506,605937.466,16001.73
2017,3112406,Capetinga,Minas Gerais,42698.603,6138.371,34143.946,30310.809,113291.728,4717.408,118009.136,16500.16
2017,3112505,Capim Branco,Minas Gerais,2404.69,6435.428,34388.18,38802.111,82030.41,4125.43,86155.839,8902.24
2017,3112604,Capinópolis,Minas Gerais,100666.291,19726.515,161423.432,68670.565,350486.803,31504.115,381990.918,23507.13
2017,3112653,Capitão Andrade,Minas Gerais,4424.003,1383.445,12005.025,24725.248,42537.721,1452.125,43989.846,8138.73
2017,3112703,Capitão Enéas,Minas Gerais,15109.941,81976.037,74331.851,58431.691,229849.52,24305.424,254154.944,16680.12
2017,3112802,Capitólio,Minas Gerais,25468.196,17870.472,103299.653,42997.826,189636.147,18336.438,207972.585,23954.46
2017,3112901,Caputira,Minas Gerais,12790.003,3014.163,19467.723,36826.908,72098.797,2437.549,74536.346,7903.33
2017,3113008,Caraí,Minas Gerais,14794.095,13358.628,32579.09,86714.825,147446.638,4867.284,152313.922,6404.86
2017,3113107,Caranaíba,Minas Gerais,3662.97,898.535,7967.997,17996.867,30526.369,833.382,31359.751,9505.84
2017,3113206,Carandaí,Minas Gerais,68549.49,77693.223,187238.523,104967.709,438448.945,60141.547,498590.492,19648.11
2017,3113305,Carangola,Minas Gerais,22374.844,50836.19,284008.98,125883.414,483103.427,33596.141,516699.569,15396.75
2017,3113404,Caratinga,Minas Gerais,73873.451,163464.804,865517.767,345761.321,1448617.343,160402.984,1609020.327,17519.63
2017,3113503,Carbonita,Minas Gerais,36232.855,7845.173,39225.122,39021.359,122324.508,6025.209,128349.718,13448.21
2017,3113602,Careaçu,Minas Gerais,13381.082,5447.02,83907.215,28650.625,131385.942,17449.283,148835.226,22026.82
2017,3113701,Carlos Chagas,Minas Gerais,44059.317,59653.139,109695.146,82574.252,295981.853,24116.26,320098.114,16207.5
2017,3113800,Carmésia,Minas Gerais,2304.697,782.645,7845.897,16143.029,27076.269,743.395,27819.664,10581.84
2017,3113909,Carmo da Cachoeira,Minas Gerais,70215.242,12449.78,75977.217,52621.145,211263.384,12559.365,223822.749,18123.3
2017,3114006,Carmo da Mata,Minas Gerais,13557.456,30107.167,61170.553,49386.517,154221.693,15158.947,169380.64,14653.57
2017,3114105,Carmo de Minas,Minas Gerais,37685.458,6999.436,69520.86,59069.641,173275.395,11212.468,184487.863,12446.89
2017,3114204,Carmo do Cajuru,Minas Gerais,35378.871,93768.75,153256.734,93399.723,375804.078,42602.511,418406.589,18901.63
2017,3114303,Carmo do Paranaíba,Minas Gerais,132844.283,68986.468,337309.889,133283.577,672424.218,64905.466,737329.684,23891.96
2017,3114402,Carmo do Rio Claro,Minas Gerais,119003.094,32473.162,179874.002,86790.256,418140.514,32678.966,450819.479,21009.39
2017,3114501,Carmópolis de Minas,Minas Gerais,28327.132,70746.106,143583.938,81265.311,323922.487,41574.591,365497.078,19241.75
2017,3114550,Carneirinho,Minas Gerais,92831.407,74708.116,78726.652,53202.655,299468.831,19051.628,318520.459,31624.35
2017,3114600,Carrancas,Minas Gerais,30014.058,2636.085,22440.169,19981.167,75071.479,3227.988,78299.467,19050.97
2017,3114709,Carvalhópolis,Minas Gerais,14085.508,3622.862,13161.792,18149.856,49020.018,1775.597,50795.615,14184.76
2017,3114808,Carvalhos,Minas Gerais,11966.672,2241.057,17314.569,21162.145,52684.443,2743.954,55428.398,12005.28
2017,3114907,Casa Grande,Minas Gerais,34397.074,1467.26,9944.805,13639.655,59448.794,949.351,60398.146,26157.71
2017,3115003,Cascalho Rico,Minas Gerais,14550.487,2258.359,12439.451,19069.258,48317.554,1938.224,50255.778,16364.63
2017,3115102,Cássia,Minas Gerais,54336.412,19803.753,144810.286,76057.97,295008.422,22604.928,317613.35,17589.49
2017,3115201,Conceição da Barra de Minas,Minas Gerais,12472.089,1787.41,11490.566,18447.264,44197.329,1575.575,45772.903,11301.95
2017,3115300,Cataguases,Minas Gerais,13388.273,299006.858,719704.845,287028.709,1319128.685,261048.542,1580177.227,21062.01
2017,3115359,Catas Altas,Minas Gerais,7293.038,427591.646,135156.592,33569.975,603611.25,6876.274,610487.524,114839.64
2017,3115409,Catas Altas da Noruega,Minas Gerais,7699.715,1515.127,8990.169,16448.023,34653.033,1063.882,35716.915,9742.75
2017,3115458,Catuji,Minas Gerais,2977.189,1732.242,24799.017,29519.111,59027.559,3951.696,62979.255,9524.99
2017,3115474,Catuti,Minas Gerais,3572.159,1607.029,9452.666,23619.216,38251.07,1244.66,39495.73,7667.58
2017,3115508,Caxambu,Minas Gerais,1821.426,20145.488,193968.683,90404.378,306339.975,22963.689,329303.663,14828.15
2017,3115607,Cedro do Abaeté,Minas Gerais,2437.994,702.556,4593.961,9232.601,16967.113,510.37,17477.483,14456.15
2017,3115706,Central de Minas,Minas Gerais,3751.444,2752.12,35573.056,30491.767,72568.387,5323.35,77891.736,10952.16
2017,3115805,Centralina,Minas Gerais,81529.711,12069.735,112959.98,44852.49,251411.916,19818.262,271230.178,25534.76
2017,3115904,Chácara,Minas Gerais,3661.287,2102.403,13284.459,15505.247,34553.396,1849.078,36402.474,11738.95
2017,3116001,Chalé,Minas Gerais,13149.547,7313.504,19780.298,24998.75,65242.099,3249.873,68491.972,11762.32
2017,3116100,Chapada do Norte,Minas Gerais,7447.757,2193.942,22877.652,60472.988,92992.34,2509.739,95502.079,6092.64
2017,3116159,Chapada Gaúcha,Minas Gerais,50495.77,6632.484,57359.205,55509.217,169996.678,12550.454,182547.131,14073.48
2017,3116209,Chiador,Minas Gerais,2580.75,965.171,8859.413,16261.59,28666.924,1174.945,29841.869,10699.85
2017,3116308,Cipotânea,Minas Gerais,3280.102,3166.769,13594.225,26825.375,46866.471,1266.28,48132.751,7008.26
2017,3116407,Claraval,Minas Gerais,15561.464,33848.035,35556.476,23210.68,108176.656,14453.204,122629.86,25300.16
2017,3116506,Claro dos Poções,Minas Gerais,8582.545,2687.878,16014.193,32533.412,59818.028,2276.042,62094.07,7941.43
2017,3116605,Cláudio,Minas Gerais,29101.436,142020.965,279804.23,112925.594,563852.224,92553.224,656405.448,23205.2
2017,3116704,Coimbra,Minas Gerais,17898.465,7795.86,42054.952,32273.621,100022.899,7875.805,107898.704,14274.2
2017,3116803,Coluna,Minas Gerais,10937.909,3798.096,29808.604,36005.241,80549.85,4842.767,85392.617,9336.61
2017,3116902,Comendador Gomes,Minas Gerais,55135.485,5173.476,25111.492,19555.087,104975.54,6195.388,111170.927,35427.32
2017,3117009,Comercinho,Minas Gerais,3754.293,2137.819,14114.0,32202.312,52208.423,1755.313,53963.736,7101.43
2017,3117108,Conceição da Aparecida,Minas Gerais,64288.907,9746.67,73030.767,44122.921,191189.266,12146.707,203335.972,19600.54
2017,3117207,Conceição das Pedras,Minas Gerais,7323.791,1477.695,11714.347,14861.517,35377.349,1857.408,37234.757,13028.26
2017,3117306,Conceição das Alagoas,Minas Gerais,232191.482,175750.166,259356.035,119700.526,786998.209,56268.045,843266.254,31444.04
2017,3117405,Conceição de Ipanema,Minas Gerais,9998.602,5790.175,10729.739,21941.501,48460.017,1362.144,49822.161,10728.29
2017,3117504,Conceição do Mato Dentro,Minas Gerais,12015.324,440247.06,240880.778,92771.641,785914.804,25517.803,811432.607,44766.23
2017,3117603,Conceição do Pará,Minas Gerais,14734.248,131940.337,63724.843,29009.244,239408.673,29371.858,268780.53,48736.27
2017,3117702,Conceição do Rio Verde,Minas Gerais,42616.905,13921.249,84920.808,54424.199,195883.161,11555.601,207438.762,15115.04
