NOME_MUN,COD_MUN
Betim,3106705
Brumadinho,3109006
Curvelo,3120904
Esmeraldas,3124104
Felixlândia,3125705
Florestal,3126000
Fortuna de Minas,3126406
Igarapé,3130101
Juatuba,3136652
Maravilhas,3139706
Mário Campos,3140159
Papagaios,3146909
Pará de Minas,3147105
Paraopeba,3147402
Pequi,3149606
Pompéu,3152006
São Joaquim de Bicas,3162922
São José da Varginha,3163102
