,,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,GINI,TAXA_ALFAB,PROP_MENOS_DE_1_SM
ANO,,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2010,2010,2010,2010,2010,2010
NOME_MUN,COD_MUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matozinhos,3141108,1.6165054285542853,1.579988168258379,1.9008550750391204,1.9193169792257352,2.328841995900141,1.8635113253551672,2.726880480971665,1.879602313556777,1.9044164047913894,1.8076951403341743,1.8767692245685137,1.6674929443027093,1.7330338098294757,1.4441224929138572,1.3573019272307103,1.3373465066035566,1.5222802628239667,1.6325204962557713,1.7567247557890429,1.6437727040186236,2.710985859252997,3.592735815531443,2.375265266394429,3.282342997106685,3.028536805884967,1.8522510418486455,2.0981256888358435,2.1008593382866363,1.8780829967698773,1.9430105786667229,2.144433805099087,2.5768066602615316,2.439629178495507,1.9272695334653083,0.7815633575487189,0.7852318726969726,0.6508471484239785,0.6847021036688458,0.6404913615292926,0.7085577214489434,1.0770977132973474,0.962934052643042,0.6937531113815381,0.4740711595649408,0.5625631360924712,0.5057223861229417,0.6210262227944554,0.6537757985086429,0.4490042366640454,0.4140486911459754,0.32649994752688033,0.07198022710670726,0.08239539627194764,0.08275753931067507,0.0877173997513068,0.07442717486975454,0.07926652046724092,0.08971301445664857,0.0903307650620912,0.09329411007191396,0.08641309805063682,0.08385407638843236,0.07807685191023524,0.06510026975239668,0.05774169023880769,0.043327366730137706,0.04314000016201976,0.04071413615481172,0.21664924367373234,0.25151732376183006,0.19294191612662462,0.1730079869794664,0.06531950704509015,0.2064680885724434,0.30103780937885394,0.3196210710062877,0.5205003996053933,0.3565743412651643,0.3910990342354576,0.32327462740586393,0.17628924686961525,0.07341026724805211,-0.0750270825069244,-0.08151946547015741,-0.11521232460662625,0.11303101724068239,0.11609599519818092,0.12230574934123188,0.1256033979655701,0.12878056920027062,0.11289704154779472,0.11978856784427487,0.12101771700989256,0.10668877278825042,0.11839992575612526,0.1196271745878752,0.12093000278665104,0.1220616535027386,0.12313658413650122,0.12415011152057683,0.12509344548710918,0.1279550272739974,0.6859956617216607,1.346473897818788,1.3992823826345855,-0.7394799646398451,1.207284417072029,-1.6109770898511127
Matutina,3141207,-0.3503255006594214,-0.21797975949121065,-0.33845638414106644,-0.3580400143477563,-0.4213979558499745,-0.3341405079045843,-0.22388094056797114,-0.3949802441782417,-0.3246191760098837,-0.4023706357918921,-0.17302997670507783,-0.14353966727406917,-0.12842193579139166,-0.08842625509830745,-0.051187616671097474,-0.1923444527588467,-0.1183297749816751,1.1150177487685569,4.448656153119883,1.1603013578630808,0.7292766847940672,0.04205927314593012,0.23404348851798348,0.5321827047447868,0.14302229190828863,0.3199498608751301,0.5077403166387456,0.29237669733763383,0.4087467567801449,0.5322879649284021,0.4855364097294434,0.42100092278758466,-0.10946662806478702,-0.035953045321679346,-0.06292608848564103,0.036998543247978265,-0.06043698561858928,-0.07324697159135891,-0.09901957082978512,-0.0826514715880164,-0.09190953168931218,-0.11059532603607447,-0.08932604756220454,-0.10035401764739196,-0.11460837053609713,0.05529453943635553,-0.08671806271525745,-0.03716051541820439,-0.06577669502287302,-0.12572201576891168,-0.07807526114733682,-0.16160804134294973,-0.1600612231435616,-0.16258938276695403,-0.16306907040421584,-0.16257950680180364,-0.16308375891883933,-0.1622642819497569,-0.1603277760950354,-0.157593307138126,-0.161616645685288,-0.15748923998417957,-0.1577723322427772,-0.15628157905804516,-0.16114412088808328,-0.15810202102311618,-0.15779240323995017,-0.1535163799938939,0.1484845769955296,0.21564783211855654,-0.0037086621262203234,0.08148762966298397,0.10307776919691528,0.04187120118150104,-0.02262515880597161,0.0917753308475693,0.3018711356042488,0.01942468103448865,0.15435439823885888,0.1634833664948271,0.3563620849646684,0.02649853945112308,0.1939483936861827,0.12439236758548042,0.4203698709630027,-0.19871569055743535,-0.19904319493159428,-0.1996933419190344,-0.20002462041075506,-0.2003343643933473,-0.1989543806060614,-0.20252853362692655,-0.20292215943138078,-0.20492502172852908,-0.20541234199967884,-0.20586756844770807,-0.20634824482432046,-0.20676904211444277,-0.2071579986559676,-0.20752325459501808,-0.20787618385060289,-0.20890969343143317,1.659960220184912,1.1789600078999636,-0.0695184447892242,2.1794531185132944,0.2744662937890686,-0.5747441630048856
Medeiros,3141306,0.09839474800709842,0.10005502197570511,-0.0008934000386119275,0.004539001424810965,0.22806629386465496,0.2758514337819989,0.2179013872106721,0.6223491322358929,0.19146922923953946,0.17013969738910717,0.3207573334488482,0.42839805220343197,0.4928367735686668,0.4200413834884866,0.5619387270968619,0.46649685625087683,0.45415625734107107,-0.6468419306542452,-1.03462098109977,-0.6487820619924202,-1.1079384107413273,-1.1042055863977127,-1.3590207755387476,-1.089662788645547,-1.1869892783072216,-0.9297073463071515,-0.8559108272111705,-0.7260903999591105,-0.3884884401954785,-0.3958518620819657,-0.7940524974588699,-0.4749133294152574,-0.46673246977724114,-0.34632247184597625,0.19059194414130642,0.24693242346615998,0.15764178552268215,0.28747408140622244,0.24327297077630977,0.3042436533644188,0.19823421514650363,0.3750110473611349,0.3043787444753351,0.3734929614002484,0.4793266705631101,0.6410896142991597,0.6410852057430714,0.7803660615400985,1.2819874113879721,0.6778114722862046,0.5948138050351387,-0.17120144682846572,-0.17085626407924767,-0.1716064063988669,-0.17447788418300306,-0.17196187113647804,-0.16941971393546887,-0.16511041105073287,-0.16435588997776496,-0.16171502899229095,-0.16352857783742195,-0.1621041617561771,-0.1605978686279789,-0.15911340105185817,-0.1594694015986656,-0.15624630639557363,-0.15492915859801096,-0.15233615984368476,-0.11391860191124117,-0.12683050629664674,-0.29141226976485424,-0.3519075585878244,-0.2178311469563964,-0.18083354782629718,-0.01646216709879425,-0.01646706557767123,0.15188925784946436,0.023709215830358975,-0.13669749401482428,0.02209130019873556,0.20216962027351051,0.2975295097125139,0.4678858952067147,0.4872293199649797,0.5376377001626645,-0.20718235689656583,-0.20716619937334196,-0.2070998640181744,-0.2070547991191595,-0.2069983230024615,-0.20381899744892468,-0.2070005378097033,-0.20695028853990824,-0.20832813026844185,-0.20838124847898806,-0.20843998268948696,-0.2085046702631247,-0.2085583080963125,-0.20860507240314163,-0.20864245609557386,-0.20868132266415457,-0.20877980343086458,1.2631598445146985,0.9109377840298447,0.391281814794715,-0.25888983352720313,1.1896840751232924,-1.1160642251816526
Medina,3141405,-0.5892840457318929,-0.5527784580587156,-0.6772142865199093,-0.6529464951948555,-0.7280385161236629,-0.7744511386394534,-0.695044668035656,-0.6398138750589041,-0.7421985241373155,-0.6893368447487869,-0.5892831415986444,-0.6001628790975033,-0.6141809537330142,-0.5501347515578932,-0.5647984336376007,-0.7287318161661117,-0.5101535343965535,0.9073264099030836,0.6796862248464499,0.35178896836166135,0.09660750532502316,-0.012387084075213698,-0.10832267653356188,-0.033301044177352176,0.1732812494883111,-0.197643671559905,0.28822723812174794,0.012516228170992006,0.34213092918012694,0.1355804286267266,0.4576341241282929,0.310608869698949,-0.05739196392114126,0.08794184579824402,-0.45205352193912035,-0.4275585736153945,-0.41538992455466767,-0.4265751048799908,-0.40265391581904175,-0.4197287458771908,-0.4610827289151277,-0.5357171981984445,-0.42429396385344254,-0.3709944687705452,-0.4130050920352993,-0.35720329408117907,-0.4224902374285889,-0.44199492144669217,-0.5048510099547612,-0.4504600629020765,-0.4446456677385038,-0.08731492444348861,-0.08406413495633164,-0.0801779807357504,-0.08507427075287051,-0.0860928410300013,-0.08388432121096996,-0.08162395742210454,-0.08946959097611064,-0.09146655217347976,-0.08774653980738466,-0.09117110489028904,-0.09461328363238627,-0.09664673942362967,-0.09147579844830774,-0.10243058219683998,-0.09800111807004294,-0.09585419551224691,-0.6005990368827998,-0.5570247726307231,-0.4971885342406552,-0.5341671269781956,-0.5630500638693567,-0.5238111190834693,-0.5047599967654621,-0.6355105524358251,-0.7341230898082537,-0.7202089571117617,-0.7743751211976405,-0.845970674417298,-0.8491215975205918,-0.7829285770507307,-0.9822859286421085,-0.9200916765230553,-0.8668190031668883,0.0012530073804594589,-0.0016319321904360638,-0.007460427436809319,-0.010574164302258222,-0.013574279944902283,-0.02030080057822345,-0.02173476452601775,-0.024427619957347522,-0.02064509408447399,-0.022792783809881718,-0.024702132666032127,-0.026744452499008146,-0.028529845547621103,-0.03021303657096727,-0.03180861900776187,-0.03330022110481994,-0.037814588067061436,-0.5044054652889778,-0.09414555548310136,-1.1783190694130818,1.972687596988088,-1.3975661913407669,0.4244978104619122
Mendes Pimentel,3141504,-0.623968599505276,-0.9429283779108376,-0.7015462805550158,-1.1060023501948064,-0.6758118369416788,-0.9960935030871111,-0.6490991005666589,-0.8075478039945733,-0.7372578597785696,-0.8693383170907426,-0.8014605955630745,-0.9014804885883796,-0.8820425775056415,-0.8532762069969215,-0.777182507470491,-0.9078137663290785,-0.8729862075990612,0.37591377885269056,-0.13541693094082863,0.017406996372523457,0.546774467153595,0.537684352703574,0.38315285665975884,0.6205260307985724,0.04489745480602457,0.29125959873716045,0.08941525568908047,-0.4797072556921543,0.20783447550089054,-0.5369386823373491,-0.7982375868159128,-0.7793379351819838,-0.8312797511238048,-0.7779313479926909,-0.3183804123198209,-0.3245706523814982,-0.3192177282448839,-0.31880921698749254,-0.3018618575676564,-0.36272667866132696,-0.4431595884195419,-0.4985286047167109,-0.4117119756704838,-0.4374601620743106,-0.4639701287038797,-0.44238489823778354,-0.5104567698862601,-0.5712782458795113,-0.5728416660795123,-0.5285831599553134,-0.5106032198343533,-0.16294665606185893,-0.1602771239622753,-0.15923421118298645,-0.1614096065818468,-0.1623755423597455,-0.16090577438187292,-0.15790021732826043,-0.16069396826619262,-0.15848933362816187,-0.15709753332569862,-0.15201970306921953,-0.1491295150645132,-0.15128424612778688,-0.15092833322263544,-0.14730513591741412,-0.1458341462059687,-0.14474903030662592,-0.5918591257586038,-0.47378158742446236,-0.4174045584695016,-0.39649830205662295,-0.4336208435837459,-0.6595128448996328,-0.6382349520941129,-0.8291715460793708,-0.7462659435960041,-0.6921244451692511,-0.5592508463064116,-0.39408539847814517,-0.4790132819381335,-0.4068420182763129,-0.2657545557086497,-0.23700225029501493,-0.2521256723294558,-0.17369849294367473,-0.17548648205052603,-0.17908105607714617,-0.1809916975660503,-0.18282825090432506,-0.17019838797000167,-0.1728365058552345,-0.173097520635506,-0.17755080068333715,-0.17806659267775543,-0.1785831091947415,-0.17911828775036334,-0.17959646042367503,-0.18004546414294337,-0.180462561170866,-0.1808593036625349,-0.1820524379292473,-0.6306601302749548,-1.8697927886226355,-0.5591187205971614,0.07081734944542332,-1.731972688366735,0.9832899141481121
Mercês,3141603,-0.5508993785968975,-0.44677520619274363,-0.49183382538572584,-0.4397248123082958,-0.41932748350481774,-0.4824425964523212,-0.4207188138440194,-0.5473843123785949,-0.516883479847978,-0.41499589529764974,-0.37288397925457734,-0.5337873850556121,-0.6732569086807243,-0.5442338131146992,-0.6514050993354901,-0.5837915733613855,-0.539282470452694,-1.121236114584122,-1.0584430955140272,-1.2494683539282092,-1.2226973746886807,-1.3024880197552104,-1.3537452431704513,-1.3335109220705794,-1.238256852251529,-1.1473190232892252,-1.0454397459626854,-1.1415540545338485,-0.9230663757592413,-0.9939894985012914,-0.8227972721486441,-0.702240631814281,-0.48641134189650326,-0.6744924678116804,-0.3447676520983833,-0.37625880471894807,-0.36983654026749657,-0.38899142916244367,-0.3812823267527511,-0.3675801340387711,-0.388910508418857,-0.5621573897971439,-0.4156300874376381,-0.3853800107906702,-0.39903336858721494,-0.3745482906750371,-0.41761390658320274,-0.4566144912093369,-0.46586770142577016,-0.4192835440913366,-0.40032579049693084,-0.13349713224585633,-0.13264181916691897,-0.13218314028724787,-0.13444331946834975,-0.130965018282792,-0.12883000211018583,-0.12754150691785013,-0.12663809634856987,-0.1256947640928495,-0.12094463444898357,-0.12210817306553177,-0.12752247211885312,-0.12463180383307604,-0.12346293687618545,-0.12503656038690364,-0.12174920598259764,-0.12367367048146256,-0.3637143510909379,-0.34363014014736415,-0.3356896071403547,-0.34755617224007257,-0.2791526883120025,-0.33813567739041417,-0.35163328677440436,-0.36243323039839265,-0.30049401305730944,-0.1636288891964371,-0.2423487527188454,-0.43061367864038225,-0.3059308902671189,-0.24838035298681135,-0.33727152710740865,-0.2489066354030514,-0.35603152498291607,-0.12887695212442135,-0.1301200586135325,-0.13263282291289125,-0.13395594398192356,-0.1352391242655873,-0.12785937427919386,-0.12936446519475367,-0.12964317644172368,-0.1344198670567935,-0.13504925844004964,-0.13560059745813227,-0.13619321533643017,-0.13670462109557702,-0.1371960026294017,-0.13764311090406706,-0.13807760670541766,-0.13934860235769128,0.5597409967356857,0.24088222435454731,-0.6023187449331557,2.008079893465376,-0.14794191298057502,1.4237670675973289
Mesquita,3141702,-0.6995372486967673,-0.7662637689322516,-0.7522366721065659,-0.9685480519301013,-0.8367414217163824,-0.7689345155445659,-0.7841898877424855,-0.7139768041522305,-0.8130180096409215,-0.6854970654913791,-0.7725161355190013,-0.7517326999937949,-0.7970359711166071,-0.7298152289977728,-0.8200746080515127,-0.7630415179170634,-0.816075912074668,-1.5071323864047617,-1.3783031962699865,-1.1334508667751955,-0.11459500142792754,-0.46961289691663444,-0.6682498468313375,-1.0361330033573992,-1.1320268621526048,-1.2779611045893486,-0.5745123967310027,-0.2182763920353965,0.13164608176503154,-0.2504815102872025,0.1469263729950027,-0.1644091804735306,-0.10582197367575413,-0.5271891938631528,-0.3924809348366032,-0.410791776284269,-0.4637120506074206,-0.4694912070521784,-0.4490423266473309,-0.4517989170533904,-0.4802700625540467,-0.5533775727115208,-0.5216392577911299,-0.4918356760050995,-0.5158213084175122,-0.524119981554491,-0.5651257803888826,-0.6003169288762633,-0.6525419989036132,-0.5725062520446892,-0.5380809380699121,-0.16495457814022274,-0.16329973542426743,-0.1636378738869439,-0.16597313209336167,-0.16747465341119896,-0.16565774064434508,-0.1634027335901473,-0.16289112129313604,-0.16314867137634834,-0.16561432200338627,-0.1607367775274371,-0.16358961303583952,-0.16477704503948423,-0.16566586296951102,-0.16316306091641403,-0.16436102330086955,-0.1629581411955671,-0.7747172706807818,-0.7153337184477487,-0.7407699424426791,-0.7418939574377651,-0.8319041518135396,-0.8525003486974568,-0.8645393200194668,-0.9189077381315902,-0.9290180661493189,-1.0787843879471335,-0.963283347783082,-1.1375357873268586,-1.1492730857853366,-1.1596044372930745,-1.0812613794388917,-1.2460179340577135,-1.2481628142414303,-0.16615505351918344,-0.167074165121812,-0.168916093196215,-0.16988915923997255,-0.17082254769584154,-0.1695455606014789,-0.17276370578714279,-0.1735405118162392,-0.18029249000859604,-0.18144902541668276,-0.1825366146892788,-0.18368543408066096,-0.18468121064333878,-0.18563277666675415,-0.186518240718516,-0.1873501140977109,-0.18984583796336374,-0.25189613531702376,-0.9317150050772193,-0.02631842045322975,-0.07261458890989982,-0.8871562748274502,-0.10493913667720464
Minas Novas,3141801,-0.8959215125041593,-0.937193038103373,-0.897160734893704,-0.9363945850190775,-0.8088952234512842,-0.9575520395867914,-0.970307506623407,-0.946804165578894,-1.088482557592211,-1.0521253035490359,-0.9455352827371871,-0.8898845368528054,-0.9876670869001423,-0.8998351751716006,-0.7721646845223485,-1.0415967923112797,-0.910897263797278,-0.9670721893025035,-0.8801097411792682,0.04132569083818515,-0.6282177464984043,-0.5713840785879415,-0.4912165289717528,0.019600848326219843,-0.33945936923981956,-0.9204148180224021,-0.856811492499841,-0.8219595720220941,-0.40644277792313405,-0.4029793287023304,-0.5075457488883668,-0.604236587992254,-0.6918191037365514,-0.6005469369835867,-0.5028476165288478,-0.4901119895340879,-0.4751000909435944,-0.47882730895642595,-0.47593826026531294,-0.49025188230190414,-0.5320304795404399,-0.6099438672394122,-0.5142577137648459,-0.4764969064603165,-0.4943429150577171,-0.4769447528635937,-0.46686782848366165,-0.4939753955738641,-0.6271489242466165,-0.5640873936799012,-0.4749084914082749,-0.07749841650482109,-0.07478039975164161,-0.07808099849577067,-0.07822898248559818,-0.0809937299785478,-0.08606230574793637,-0.08541879622340583,-0.08013169061160118,-0.0830439031671427,-0.08374886348928637,-0.08125756923192395,-0.09079049911123104,-0.09464780625152636,-0.08460944936169525,-0.0833673319320848,-0.07627414402238651,-0.07663346735169792,-0.8632834368726714,-0.8340877899071093,-0.8421559568916104,-0.8347669227194161,-0.8937490580026031,-0.9577936598446649,-0.9874461581564763,-1.0019371128030323,-1.1035856934459918,-1.1857684357751361,-1.1640074519394352,-1.3068915539654233,-1.3195840528653409,-1.2564569529169103,-1.2415095666758897,-1.176329812685835,-1.174465712070723,0.10394511333685484,0.10166375305989772,0.09704538218199481,0.09456773098456508,0.09218168541053232,0.08405681312224818,0.08617573640535764,0.08407431296084007,0.08353910027536403,0.0815960886501167,0.07986018065348963,0.07800493037271787,0.07638988115196159,0.07486059607105701,0.07341630778556205,0.0720636236315747,0.06798581316532191,-0.9372786023837562,-0.7306983371746301,-0.4151186394771798,0.37630875061779995,-1.3799658493920328,-0.006950895143126033
Minduri,3141900,-0.12584642623850076,0.07727966076527211,0.11572886914001838,0.054799220250369485,0.21698450348019563,0.24469554180562655,0.2670876304780517,-0.011831308178707775,-0.08007106151405849,-0.34315890963085466,-0.3645667146144649,0.14491769748153233,0.250240981822393,0.19052249165801097,0.2480890367506039,0.2020975047481214,0.18771237203906965,0.24719339734365647,-0.10466958544620505,0.12940563570003108,-0.013781747770177629,0.09885695410334723,-0.15073449125784083,-0.11828324064777627,0.10330387773911082,0.11458661381580384,0.24484163505263942,0.1942702345667583,-0.09464634010606866,-0.023407955528159816,-0.14693720260053533,-0.04879915441508198,-0.18925854705654044,-0.2038516076512381,-0.22327208876456972,-0.24137765628297392,-0.2520830780843817,-0.20692001959510897,-0.23839449835383617,-0.21363351155758514,-0.2189475359898892,-0.14984494839360424,-0.14947311066783717,-0.22470231743332078,-0.25280383425761416,-0.13346983132022894,-0.09977777999816392,0.06471070628047174,0.15078538150918272,-0.053396976700074344,-0.09879179921567957,-0.15022981623222145,-0.15034568630144413,-0.14686201596710602,-0.14730416409170988,-0.14932181806802455,-0.14625387840591708,-0.14442853958364085,-0.1464124735910605,-0.1507835058138535,-0.151014112841636,-0.151506933983442,-0.15378333969896305,-0.15711446787975486,-0.16097664895914152,-0.1579333196933396,-0.15678184630750103,-0.15688843756592002,0.8545254550382907,0.8196982471234976,0.9641811496627641,1.0377927214580132,0.9653569698491274,1.2534128893259955,1.3524357606976554,1.2790729066028035,0.8141307111083405,0.8893469929227322,0.6449990588797098,0.4762252267357481,0.2049658491593304,-0.028734542132476615,0.13113346511893414,0.14425766516009111,-0.036117449043034655,-0.19904219763700287,-0.19949941846873354,-0.20041010212217697,-0.20087124254179767,-0.2013180916165975,-0.199975739553589,-0.20370373472612135,-0.20419962237116954,-0.20410358173613632,-0.20451106681845996,-0.20490818444770034,-0.20532089119545618,-0.20568739544743675,-0.2060224477293658,-0.20634409587121824,-0.20664362566689412,-0.20753086111770488,-0.3781508003030008,-0.6301900032233355,0.045681620106761,0.16768047664642166,0.8200768941998561,-0.72877443836811
Mirabela,3142007,-0.9294097305802335,-0.8417735054398202,-0.9406077567038983,-0.80713657828629,-0.9160708153644878,-0.9637334405711779,-0.8786936532698242,-0.9844923808820112,-0.9659356214002401,-0.9408882580932275,-0.9676572094661078,-0.9741461378980539,-1.0195217858145573,-0.9890702888474492,-0.8542200521980252,-0.8521435850310964,-0.8296242043937212,-1.4111732562418222,-1.357335560231767,-0.8684488013351731,-0.5701409295056361,-0.18864227355393332,0.5910483600589621,0.7049355541537092,-0.7155837253114286,-0.8814602973724658,-0.8714698174372717,-0.9618609867588251,-0.5593351855050288,-0.17615788719228814,-0.0569392409151762,-0.3034664465012275,-0.567640779181976,-0.5496436659812705,-0.4347342597944289,-0.4184236687794348,-0.4696041874566136,-0.46938318795823775,-0.4371355165826297,-0.46762522442847226,-0.5125482006041366,-0.5834657498649649,-0.5158305568550011,-0.4915298584578424,-0.5141588974724861,-0.464019089748012,-0.5296302414154918,-0.5697741668287862,-0.6009833897536123,-0.5080770426932979,-0.48138040389001596,-0.11319480900906666,-0.11558565448853497,-0.11708486815939376,-0.12282707271176639,-0.12627383611545479,-0.12467203163052269,-0.1218492487158982,-0.12077902161005413,-0.11798893627854112,-0.11920651431067995,-0.11954432763664426,-0.11655274262336418,-0.1128047825647981,-0.11140495799237815,-0.11154045400477608,-0.10861196586075887,-0.11170286610076977,-0.2727709201608495,-0.3205177529240528,-0.3540211181720304,-0.4324526119017239,-0.5164505530215707,-0.5238820282343487,-0.5069610277901766,-0.5223226919776687,-0.49670340624846276,-0.5610547567393732,-0.6051638419185715,-0.5354041996567918,-0.4099713152849244,-0.3717361403497631,-0.3964910521206441,-0.33640208782826786,-0.4494388119216328,-0.09958138588184479,-0.10059905753961938,-0.10263749441168195,-0.10372403218861723,-0.10476473576898726,-0.10346258374907653,-0.10475804217975423,-0.10543319330863019,-0.10592550056742966,-0.10654775623868085,-0.10712481521614517,-0.10772229645334984,-0.10825832463805454,-0.10875698384813462,-0.10923337995692367,-0.10966912856800108,-0.11100260761821905,-1.009424125232886,-0.998720561044749,0.9384821230506447,0.096895883691846,-0.6231511455964235,0.9903518642821447
Miradouro,3142106,-0.23180455939117672,-0.23876755670904182,-0.2864982492158693,-0.32640895486783755,-0.3087574300218605,-0.4385515213060718,-0.2797405631131674,-0.3243905778026943,-0.3896459328738028,-0.43266336713962306,-0.4628923313994632,-0.5340704560320414,-0.45612761238255745,-0.4550277885513852,-0.6473612823829474,-0.5139661492685542,-0.5512172721657354,-0.1075817614839352,0.08664892504735397,-0.11019430731532807,-0.18889279981880794,0.43462979340297836,-0.08404657249653817,0.6613948830935262,-0.12009995502055676,-0.4577908946588836,-0.28385170440054,-0.24904826004948016,-0.398802000793751,-0.5950532451491896,-0.2722817994597846,-0.262402830872718,-0.19777963664216128,-0.255255723941243,-0.19449228321707063,-0.1700477218742875,-0.15435529894517208,-0.14855370250250557,-0.23828557908591072,-0.27371467457032983,-0.13833412011393775,0.455030878647584,-0.18384415793668357,-0.18255546629313435,-0.28632948789945706,-0.3299806730861308,-0.3409446657679159,-0.3316671856078547,-0.3528627504325927,-0.35080896272422,-0.3568588009467503,-0.13059680035488638,-0.12983510852364058,-0.13134434739125597,-0.13921427795766075,-0.1346363782398385,-0.13021599227007355,-0.12716202303771998,-0.1226099824658403,-0.12282747932473476,-0.12424706271176042,-0.12039894277960676,-0.12037552714451942,-0.12363233724702438,-0.12379788073406899,-0.1235182484189143,-0.11888596134065842,-0.11659234958020767,-0.23949890317394493,-0.21606862149559294,-0.24343303042326048,-0.3812406412384568,-0.27548959453190675,-0.33518045853283845,-0.30488419671537775,-0.21217952605099424,-0.1897722551376544,-0.2490624875955866,-0.16543150471239387,-0.1646347898660321,-0.25872758481156866,-0.24914167540766963,-0.27385151012734277,-0.13611139491134067,-0.08735394100120716,-0.133200356212488,-0.13488258724513252,-0.13825830450725274,-0.14005376667259756,-0.14178672804184395,-0.1305443900690859,-0.13203726769469232,-0.13225991504419424,-0.13571070133055355,-0.1361519951323645,-0.13655998145814,-0.13699678896692796,-0.13737180502101998,-0.13773865528459198,-0.13807280433731617,-0.13838574625134487,-0.13933861081918603,-0.12564147033104672,0.10687111241948785,-0.15591849346121311,0.7507219922985794,-0.05994020323689946,-0.18522864820009843
