,,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,PROP_POP_EMPREGADA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,NUM_FIRMAS,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,FIRMAS_PER_CAPITA,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,GINI,TAXA_ALFAB,PROP_MENOS_DE_1_SM
ANO,,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2010,2010,2010,2010,2010,2010
NOME_MUN,COD_MUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arceburgo,3104106,2.3558549081829807,2.9977401449928136,2.807993246271861,2.458368039182034,2.2217986059182917,2.342915460478433,2.6957730037253405,3.282929223144336,1.2848409000975307,1.2317251209810338,1.228877097015842,1.0119701650992088,1.06102320550088,0.8891179773062489,0.9180811742324548,0.8489396027447558,0.6974652385451934,0.22025697193277335,0.3811553103727388,0.23186173477573443,0.23239963722727894,0.34645205079226465,0.4471324716970587,0.5614503182952179,0.45319290445481847,0.4431260211915551,0.7924456284947045,0.4265987602934678,0.5117083556579815,0.6428350270074239,0.41501894980283954,0.49627343439390714,0.5744679432032948,0.7740213303111475,0.6439812402348184,0.6149604672954134,0.2368040749342871,0.2687426413204051,0.40151841595270155,0.5220274048519585,0.6043172839813303,1.581048345781208,0.5340040006403188,0.3743867564581753,0.2516889931182418,0.4083185124002306,0.3061286185700532,0.3861565066107877,0.43543806503933885,0.33382062235864735,0.32837973550170824,-0.08865353916239782,-0.08946165542417467,-0.09087259015964706,-0.09171212604234671,-0.09241573873380361,-0.09616023405568971,-0.09699305456737475,-0.09532866571462638,-0.10006840647782399,-0.1021729369553046,-0.08997464369014152,-0.09860227617620045,-0.09548069507323607,-0.10370124926105681,-0.09973136092041447,-0.10103278886739035,-0.10192389914189397,1.220050873699742,1.148224388876007,1.0352621891674167,1.0019039622738546,1.0136372543924226,1.1302704150374212,1.1368517620537786,1.278024345371317,0.723291824980345,0.659411971226228,1.070209244565478,0.7577127060302976,0.8505295934751943,0.5785364266302859,0.6801225115988663,0.6012802893204608,0.4875649727957353,-0.14981844067599415,-0.14996021877741758,-0.1502368879021962,-0.1503739832826486,-0.15049218508200424,-0.1537408205990162,-0.15633169041787012,-0.15693349359898529,-0.14362639580270178,-0.14320314802072395,-0.1428012487988495,-0.1423675089277234,-0.1419814394149895,-0.14161761685687788,-0.14128051578087333,-0.1409602024576398,-0.13997806928352377,0.6318865195848155,-0.4626761133045112,0.23288172556273537,-1.8962492337132975,0.3800683454814783,-0.799108004269507
Arcos,3104205,1.0245636889411476,0.9925483268580512,1.017646753209463,0.9946820930203498,0.9939671453110104,1.1719977413549068,1.5252639652386104,1.12536351867144,1.3596042343474906,1.4457749851366604,1.4838031480343785,1.3238730288033738,1.634291732288371,1.6943169650821281,1.5678691637204625,1.6090145663973916,1.7394287766889425,0.9510647709259967,0.9787612092049868,0.8248538948810622,0.8861336282577306,0.7183042746855508,0.718655569605005,0.6652889757688989,0.49894682731004153,0.5239994227506684,0.726815173802979,0.6311694835981158,0.7323771263646166,0.9940771105885887,1.2413393642407493,1.4487385858169233,1.0606529868585142,1.3591152307513048,0.5399257176061473,0.5543947536215307,0.4604044313545344,0.40080585637574906,0.3390822270043805,0.3983837404089082,0.43207022339080176,0.626776568941149,0.4703821572013129,0.5685474321404941,0.6464725868854334,0.9696373201343235,1.0014849145531821,1.0007509824129173,0.6119543922775437,0.6205699211209024,0.5427614409762166,0.23306019828211544,0.22381043252943522,0.226400822749287,0.22814952571928765,0.21536660433192903,0.22281550131275416,0.2221528886220635,0.21630087194017966,0.2366583484776511,0.254141691396935,0.26981833149707385,0.2612380928803689,0.2696577643643023,0.27729738908146573,0.28001533240669985,0.2659678037670543,0.25247935167805324,1.1951858498943482,1.076031493352659,1.01936650972341,0.9538514501491822,0.8922146668360479,1.1496778894776556,1.2182259720184323,1.2581941360195055,1.4964935773533337,1.6858153795173099,1.9678540442813601,1.919234817475124,1.9536203872263151,2.0587921710619215,2.1110666931341293,2.019427976813208,1.9109198579740014,0.13838598079882322,0.13975285470935292,0.14251621506923712,0.14398259992427992,0.14538757716266634,0.12812266049753562,0.13376618091788403,0.13360690823910118,0.14518977191221677,0.14600015277627518,0.14665860948919138,0.14736655804821794,0.147980738121462,0.1485608659444891,0.14910230926064613,0.14961538935170215,0.15113539660624117,1.1729779409532863,1.6815016776564367,1.644082520538554,-0.819578319825286,1.3304868107131753,-1.495263928809997
Areado,3104304,-0.2860256359733504,-0.3459341960914243,-0.3010825185256477,-0.2788953573136818,-0.2981310435170686,-0.3361755243693672,-0.26659232434392865,-0.2960933481065936,-0.2595404473895218,-0.2337395047423275,-0.10604101303733478,-0.21178608594021017,-0.2132397227672606,-0.16106064937599754,-0.24098001477817121,-0.2973269113037097,-0.27146104140426824,-0.3349295609556706,-0.06837747532982011,-0.3491596898418746,-0.07900571472858318,-0.5470929118173145,-0.22639073019722716,-0.5763082628483364,-0.5315576463350159,-0.4719433597202397,-0.2930538397299915,-0.4257035982287653,-0.3133625667201217,-0.2921993648530546,-0.2133500896138023,-0.31894277892943185,-0.16991718774513442,-0.190278524448025,-0.07553690389274524,-0.11557931246526386,-0.05085156249198594,-0.15879112501855913,-0.1041570992897789,-0.16757673148971852,-0.10916929353623596,-0.16577495938818576,-0.18452201623816455,-0.14336292806229933,-0.17975114654978272,-0.19871227184729695,-0.22038042329245702,-0.1863820584868552,-0.2084578006902708,-0.19114636812188296,-0.2065810744772598,0.000141237191913045,-0.006771641856819337,0.004330403535432952,0.010552332011145983,0.005487193454103376,0.006601036370270784,-0.0038297619954281554,-0.000851085556060034,0.00028656040619200223,0.0003761512046082482,0.009331635922101763,-0.0023678310566837323,-0.011692079609238903,-0.00305061996705415,-0.0035716029477555755,-0.01008266494696808,-0.0299304699791359,1.8478153408755171,1.6568119473986278,1.7665900408962623,1.807505903904924,1.7816637803284903,1.9129322553964885,1.7825549968223198,1.9565664222164116,2.1491339058581955,2.225014013536659,2.5491023734423877,2.297100249043935,2.0127767731453767,2.2966773510019847,2.2792347029228894,2.134741927240336,1.5828628989527178,-0.10110133263155573,-0.1011220454968278,-0.10116053399308511,-0.1011734490596534,-0.10117889137455914,-0.09912444059050582,-0.09929803707287566,-0.0991282955735437,-0.09860721699883977,-0.09841507313285873,-0.09824787754574414,-0.09804889743305353,-0.09788664725162312,-0.09773309564917702,-0.09758169290649484,-0.0974429465844383,-0.09703443678784113,0.866359468844485,0.7769266720947852,1.327282342074595,-0.5476164626840233,0.9608796297897364,-0.8125876042352497
Argirita,3104403,0.4319282000796114,0.3882175702732586,0.10724100754231784,-0.03588480146099557,-0.06724803581052363,0.11313652829806797,0.2411582830532395,0.033895726417794265,0.3956673347358286,0.14007000907001532,0.16218494988402118,-0.0024384606904743985,0.1232348409294576,0.22936255572471828,0.22917134231712882,0.2975831313186827,0.29903867021392616,-0.6315623198140384,-0.29076147031805494,-0.16979222871164784,0.09436685857957737,-0.021053971633647136,1.6761885919843438,0.41309888252618054,-0.0999364226250725,-0.29437755345362193,-0.668400422190359,-0.1314164826338243,-0.2476864299036877,-0.08379196598258457,-0.9567685930380373,-0.6508150694051782,-0.5755948089588677,-0.23898835460620718,-0.2879883088462995,-0.3089547962231025,-0.31273001840989656,-0.29621231943248666,-0.285567738673438,-0.28320106652809396,-0.33842322231208155,-0.35279525586419014,-0.35701879704629846,-0.3518214396002467,-0.36499294989068287,-0.39373028448984826,-0.42618474008836305,-0.48780513399774056,-0.4541555568036216,-0.38954805406117915,-0.3591340720853134,-0.16473147568707122,-0.1650269419739772,-0.1619602880949601,-0.16721772996013848,-0.16625086675885015,-0.16644973502142377,-0.1664386046311883,-0.16636994691912976,-0.16619516144247024,-0.1650928859618952,-0.17013754410002466,-0.1684096456929483,-0.16794202256198112,-0.16080917703019976,-0.15928293033155233,-0.15408702782097,-0.15756284908032525,0.3136131954804358,0.2593713843013533,0.3840310179996544,0.15208395193625102,0.2118109003518588,0.19782634754990716,0.04848680408003331,0.01468112279202608,0.09769015488824549,0.32511106866709155,-0.6306126665139139,-0.38209572992145546,-0.24321279324097145,0.9047471095752367,0.9393012249222469,1.558252552712461,0.8979392510526624,-0.20620283565786324,-0.20644291815592608,-0.2069043839627719,-0.20714053300584737,-0.20734738750103415,-0.20637765955458653,-0.2101413407473744,-0.21052512434722034,-0.2141208824225881,-0.21469017474752022,-0.21525055482140984,-0.215828379300573,-0.2163320117124585,-0.2168152060937053,-0.2172663033721777,-0.21768694939351058,-0.2189711727062476,-0.12564147033104672,-0.22815666741816082,-0.7463188260531373,-1.7136994939883408,0.4328693713276831,0.9391595946224138
Aricanduva,3104452,-0.9376732571991693,-0.8769987656850838,-0.8502775341807859,-0.7404404226761848,-0.7517262666605153,-0.9018899605741317,-1.1775876863876122,-1.2046732089760985,-1.0503252604593534,-1.0474378638098467,-1.106521641648487,-1.050360280429689,-1.0736669746831338,-1.0977884987825501,-1.1011877733071433,-1.0449032168172716,-0.9710797825003199,-0.31376356701325425,-0.7222853010026618,-1.1138910269333082,-0.5502069733876866,-0.5213301459979739,-0.997481504762746,0.07695475392094576,-1.206173204512821,-1.1486963456135568,-0.043454160015254574,0.04232454214119639,0.633500473910893,1.1122331935159824,0.8912606204207962,0.9211349206923027,0.5008203031880528,-0.48783303683945234,-0.4632801767010544,-0.47448666060883843,-0.4622775390831152,-0.42163061796702955,-0.4295936207316105,-0.45385198789143,-0.5301475964298663,-0.5909501646727011,-0.49084285390899984,-0.44651005341615974,-0.5033988245150237,-0.5012618422471637,-0.5475617043713864,-0.5277293925981071,-0.6565283112042877,-0.532875903435514,-0.4533006472840628,-0.18614931118961855,-0.18251490828978864,-0.18146222292677167,-0.18236033733925605,-0.1819561287973269,-0.1797156408374919,-0.17573595969437647,-0.17369379034227442,-0.1733633733627571,-0.17135011845978818,-0.16979569804283967,-0.169074477783584,-0.17027411126276834,-0.1685128857615211,-0.16771799682038208,-0.16789797256444153,-0.16751041891780238,-1.3768652235735748,-1.1867044100097923,-1.1819073046923394,-1.105703220422212,-1.1556860722290254,-1.2475877976246963,-1.2097553017145604,-1.222080007321664,-1.2680428734743026,-1.167338381688831,-1.3063595913704176,-1.2817452687641169,-1.3202762380907804,-1.1475502435213125,-1.2111718624557828,-1.3438831796004302,-1.4887675347633134,-0.19333395317697738,-0.19341272883909522,-0.19355744018001075,-0.19361601238083756,-0.19365982807215512,-0.1870350163936778,-0.18937252132178103,-0.18900399465997256,-0.19418229351632788,-0.19423652975256472,-0.19429170435970292,-0.1943454994573913,-0.19438570410432726,-0.19442575950548513,-0.19446257279835386,-0.19449696356615126,-0.19459181875337053,-1.7849884958610285,-1.2332400069311031,-1.4807192397650422,0.4340540764491638,-1.1687617460072108,1.3132780735465437
Arinos,3104502,-0.7113837530457574,-0.5774893793665907,-0.7316880262734365,-0.7735897165136544,-0.82364696717782,-0.8147421312966477,-0.875175043084856,-0.7365545249052933,-0.7882051401020286,-0.5936072622226763,-0.6528676283135489,-0.49417836300781653,-0.628246093158496,-0.5708720090451177,-0.7137629148652496,-0.6323004967451428,-0.5576042527292597,-0.8952796392915211,-0.5536304015881924,-0.33760678298543817,-0.33078223276562935,-0.6017933997879927,-0.5089931858459931,-0.5513941053773115,-0.683627256288454,-0.27880266756775945,-0.001974319693987553,0.12480416474538808,-0.03343151135602777,0.25934770633607535,0.2880404703958088,-0.2320027117155478,-0.05953342261267272,-0.09220474399934638,-0.30627763371461425,-0.28545601924791675,-0.29307488693620826,-0.30035653585378,-0.3026385435623018,-0.2642160315682809,-0.31662408351450827,-0.3946250161530646,-0.3147880735563734,-0.32840331666547584,-0.3233942199642537,-0.30903320448314975,-0.3555054538646525,-0.36473334160280274,-0.42108600828112563,-0.38934696831770743,-0.35033671860080967,-0.07459808461385113,-0.07715530875749255,-0.0738870340158112,-0.07719181759661753,-0.0789540855579664,-0.07160840836625021,-0.07631118310028275,-0.06328685073836841,-0.0667362210484901,-0.06880103029987533,-0.10108464054865411,-0.08430838622753302,-0.08548602921271951,-0.08192989849862695,-0.09736954230354214,-0.09395889034024639,-0.08927868324679594,-0.1937450370210952,-0.22927928781225168,-0.18601322897521685,-0.2215463244936354,-0.25195562588675785,-0.1257705975190718,-0.19431110325437786,0.010874801214868581,-0.017051961631663733,-0.06416123532342341,-0.683247243860146,-0.34866314658343606,-0.34962261762027175,-0.2798664466278484,-0.6116176719734989,-0.5535369066340945,-0.44046648950634565,-0.041350537070697226,-0.04297023561659033,-0.0462414984280542,-0.04798628910567277,-0.049665433554898566,-0.05267893216221601,-0.053506794243187356,-0.05494250082552751,-0.05652175245352327,-0.057857689978009164,-0.059123987171803304,-0.060464029525593085,-0.06163632063588908,-0.06275209763589407,-0.06379579760846746,-0.06477021473080347,-0.06772925435186225,-0.8110239373977791,-0.29516222338569054,0.1896817012267409,1.3393517652892588,-0.20074293882677985,0.3874182386656166
Astolfo Dutra,3104601,1.5241912208813722,1.4457827573303925,1.7257386402192798,2.314081850254706,2.3727018604165946,1.8282513370001814,1.4208942911188318,1.9952375990730558,1.9144086132531586,1.9997896520353953,1.9388804702521503,1.8434454204611468,1.7278806404017992,1.6154136506051275,1.8128674379150411,1.3261702701133944,1.2466055777287874,-1.0991335076379705,-1.2617910785023276,-1.1333669793969678,-1.441702904533247,-1.2298108544737296,-1.55363717832123,-1.609005004075488,-1.6694805349407769,-1.5679543753851057,-1.4791874068169208,-1.2306918290815847,-1.2081104949922183,-0.9390332370410912,-1.1518469877489474,-1.0165533056320262,-1.1522851611696647,-1.3387442241400007,-0.058208056148018085,-0.03457136792100314,-0.06098853267524893,0.022850531164280513,0.02922014293879299,0.09604021850749259,-0.03417771378315188,0.041157554535922417,0.08834923779240007,-0.09140568081180182,-0.009869339115023973,0.055863492322704565,0.1663479185741303,0.16306673277610292,0.1094612482055813,0.12481590630897643,-0.04878600403149191,-0.07459808461385113,-0.05901963998553994,-0.054385099183999655,-0.05209242728328565,-0.053458530300698956,-0.05180854893928287,-0.050885763131564114,-0.06127279379700363,-0.05096615482385902,-0.06341285787113415,-0.05647373008601126,-0.05173161378638401,-0.05200389857998903,-0.054297030223235204,-0.05013316996609567,-0.05016808993411715,-0.047802375110874436,0.5774662614569077,0.8592967039026541,0.9232934692880659,0.9559995218042266,0.9795060505681565,0.9512892621923071,1.000682966085633,0.8287576467335107,1.1298931602522186,0.8473016128730124,1.060712990073305,1.2103715617551167,1.182356138011529,1.1586771713111381,1.2615407311879565,1.2685716736307682,1.3197658589041141,-0.10827322951722877,-0.10932294176198949,-0.11142323690171754,-0.11254390578163073,-0.11361828077823899,-0.106189717433712,-0.10683804412523178,-0.10690639653758013,-0.10586149225633412,-0.10585854580598406,-0.10584915077657447,-0.10583033828534237,-0.10581198357809704,-0.105802541614321,-0.10578583962039027,-0.10577265430982498,-0.10572707528743254,0.6138501388725329,1.1454572299161987,0.14648167689074645,-1.186540551721373,0.9960803136872072,0.9197402655555463
Ataléia,3104700,-0.8121379474359988,-0.9174698905523977,-0.8355358172872261,-0.9576916935336179,-0.9986972180120663,-1.0246819902164956,-1.0239712160642835,-1.027243702757546,-0.969781112941817,-0.9699239629765637,-0.811761293250752,-0.8887998863545921,-0.8450339658571318,-0.8028855214910934,-0.7683614773880799,-0.8780069745092146,-0.7934718222123966,-0.3429907594416174,-0.38812210291829197,-0.21543324396166427,-0.7685978490573315,-0.8107777960723197,-0.6271807827395117,-0.7771224188231474,-0.5057929414401039,-0.44376027021262776,-0.5051981115566323,-0.4507356947145969,-0.4504953285980811,-0.39856267372386234,-0.2520611146240249,0.18706719520252443,0.11795578444055059,0.12589900704826235,-0.45676388579671456,-0.41390200140124805,-0.4047857903455866,-0.43077391159607126,-0.4263087377634315,-0.425768510709534,-0.4649656787897808,-0.5262985688275689,-0.4833720383653333,-0.4342669652695546,-0.4440887705777896,-0.4265639210011212,-0.4044074637835568,-0.4124197224470901,-0.45529758807874127,-0.47558909512078584,-0.46543768659352514,-0.12992749299543177,-0.12638069542422103,-0.12400490955132688,-0.13153925777920392,-0.13320862714543152,-0.1282360063273768,-0.12678253915758986,-0.123708558979312,-0.1181681415765483,-0.11625171007556383,-0.1116818683213892,-0.11306237414752679,-0.11230504927177228,-0.11173990185026168,-0.11137175267499949,-0.11214891512433084,-0.11069124882916193,-0.8496068393919212,-0.7835823074776044,-0.7229386599575414,-0.7932117083020973,-0.8447091848089371,-0.7793311405232087,-0.7840255968008198,-0.7649550218440283,-0.6639298729837585,-0.6392311656195162,-0.5305173639198663,-0.5475207534387829,-0.4782197973995523,-0.4403933831127717,-0.42347512238904694,-0.44551558602875535,-0.3397763398690331,-0.05626853294748967,-0.05959457621381091,-0.06631078411604652,-0.06989129715442079,-0.07334893089744889,-0.07915002900844602,-0.08266842151878263,-0.08575614318769036,-0.09090488356367665,-0.0938238713273555,-0.09665593266661048,-0.0996662165121567,-0.10229410469848871,-0.10477753104340608,-0.10711489140230025,-0.10931128909531143,-0.11592843610132086,-1.0815696480820156,-0.3621677793532203,-1.927119491236985,0.20121002067753566,-1.890375765905352,1.124564591006605
Augusto de Lima,3104809,-0.03222146758896715,-0.035181489127561555,-0.07173307282030929,0.2486752966917454,0.3267943460805415,0.6015626230589639,0.4459259819963737,0.2955099427416974,0.193742782042361,0.09252319561369175,-0.2703369320679124,-0.2865113428248512,-0.2844776868416817,-0.4185908465392972,-0.31017184599477,-0.32316450848529804,-0.22718312175063732,-0.4906695436027934,-0.6184005445867005,-0.7034407971086838,-0.3692405865256781,-0.7540272554723647,-1.1362600108678678,-1.1543574719911236,-0.9615609036442548,-0.6400770718801313,-0.7987623843201699,-0.44267615635160146,-0.36981402689531423,-0.9140898126532995,-0.8001120388129065,-0.6622953425397134,-0.29597387813069953,-0.15643823112573157,-0.15320902098286826,-0.1719959542572073,-0.17067791217185924,-0.19288566785225955,-0.17367711240158268,0.05665004837120154,-0.2105698978460084,-0.2748874162146984,-0.2057958727533953,-0.2723123393988468,-0.281413124532954,-0.2617192330279065,-0.2750368245709847,-0.3122694134950405,-0.3290824633245764,-0.3072006135376695,-0.24313004653700618,-0.15558427510785827,-0.15380009940086367,-0.1533626609110432,-0.16078730764845842,-0.15890814684475713,-0.15912378703344585,-0.15846944314845562,-0.15263774050073348,-0.15006668462182482,-0.1518831729107878,-0.149114011583147,-0.14962813913248996,-0.15228371271383853,-0.14891867007533421,-0.15034175985339282,-0.15627656784127647,-0.15419079150829912,-0.016622815891759783,0.07120686039149403,0.09025224899419959,-0.14317125174557369,-0.04057800500235667,-0.10189636243885233,-0.14173604839697534,0.21559053441717013,0.18452332589138354,0.1156409529183009,0.15712809918054402,0.15450163695327915,0.004006619957633111,0.36676785442559684,0.16845858470014913,-0.37348786946813556,-0.31556276793050364,-0.18537393575441719,-0.1865693757820064,-0.18895279887497357,-0.19020809038499517,-0.1914173531116278,-0.18959367849933967,-0.19360532528082786,-0.19457744184082515,-0.19213402756127065,-0.19280509270004062,-0.19342720449156411,-0.19408103218659453,-0.19465864298291757,-0.19519954199529346,-0.19570168874539773,-0.19617682109072207,-0.1976192549204696,-0.5404782267135426,-0.29516222338569054,0.002481595770766552,-1.0133045742272806,-0.21834328077551646,0.9751502188973038
Açucena,3100500,-0.9558854971632348,-0.9124532910065513,-1.0868871613449282,-0.902586324059831,-0.9018906797977214,-0.9842474878574204,-0.8811920289479704,-0.957830412496475,-0.9040054335846297,-1.021349995413303,-0.978525449489488,-0.9723778808360624,-0.949744675255245,-0.9849732261640212,-1.1181909879318517,-1.0439830764896747,-1.0385449780491673,-0.4634053437712656,0.14073180536848653,0.1268265168604332,-0.2903199488332294,0.5436530363977519,-0.15944984693392733,-0.4123094647792915,0.2539901350601621,0.02993111311708242,-0.09095675009224394,-0.6423448998939779,0.25756626131474036,-0.8583270169717191,-0.6215818186063876,-0.5182734593851266,-0.6406101501874933,-0.21653044943302063,-0.4271060392859358,-0.4414298618782258,-0.4524622027710307,-0.4486621058517713,-0.4165161830209825,-0.5011430606709774,-0.5307235838793035,-0.5828719744384129,-0.49265400655826946,-0.46869105782013964,-0.5317619944653894,-0.4885297736864835,-0.4529076979710769,-0.548170717815366,-0.530861682292144,-0.4691630941881025,-0.4270609043461846,-0.1513453284979791,-0.14926618220787552,-0.14120016391916074,-0.1448149683581563,-0.14565045811097804,-0.143877895274681,-0.14594647510416137,-0.1462293775054819,-0.14827463164175309,-0.15223079693844851,-0.1492849346117395,-0.15079159529110242,-0.1517839794208127,-0.15327294022782018,-0.15186007182138217,-0.15055007855739802,-0.1493013080288612,-0.8904942911939857,-0.8375698096452454,-0.664613566966152,-0.6926697200111063,-0.7375768922994758,-0.7636565269645347,-0.869260493869986,-0.9400956884289483,-0.9817590345399485,-1.1452258144860692,-1.1258288176156297,-1.1912582667384022,-1.1754865873357918,-1.2301474124282366,-1.2129819147678682,-1.2102893481656007,-1.1868037211244011,-0.11360993143843602,-0.11539850398828295,-0.1190252390562601,-0.12094582667704093,-0.12279973486190744,-0.12075197954124427,-0.12319725942641273,-0.1244200013572648,-0.13520930289363847,-0.13726533506210548,-0.13899534084277496,-0.14083156439348077,-0.14244644639332854,-0.14395906257279137,-0.14539757844363205,-0.1467353339474365,-0.15078891394623403,-1.0274605059451682,0.6764183381434906,-1.5239192641010366,0.26640635629359183,-0.9223569587249209,0.17700055742136328
Baependi,3104908,0.4228531624450566,0.6074773681843779,0.4973809066666126,0.37649920948164645,0.6422453608230195,0.5433738458986157,0.560275175161557,0.4234782405345132,0.5330859387960627,0.41255077637313864,0.4478192274548295,0.33633289127464416,0.31831311458671036,0.3230211912151044,0.4634099757160254,0.3979260505974841,0.306796513535276,-0.17343251815073213,-0.2632039926948139,-0.32273005215535305,-0.5135280260729559,-0.44239485496727965,-0.23031797028728923,-0.23964517970438615,-0.45144405619033157,-0.40663397263834833,-0.3771709767629702,-0.5180159956626915,-0.640524146155376,-0.5666640084414013,-0.5294097733428393,-0.4416726025481285,-0.25449403066491993,-0.38664052225844625,-0.08115023127371233,-0.0480400635925503,-0.0481757643545774,-0.07267086975700872,-0.11193922829248391,-0.16415766921393796,-0.2131856753319,-0.23069677638552138,-0.23222932035802407,-0.2247692510851733,-0.2728582457372017,-0.2622376362249202,-0.25855714182564066,-0.2571419028871703,-0.24260644845651844,-0.2685844365042646,-0.2522505662638762,0.011965667208944392,0.004671101535007902,0.0016043266234592951,0.004536775655058177,0.010178375621440586,0.005611043398922416,0.013057270670362574,0.009585391321921133,-0.0006094660838438548,-0.00379533712732041,0.0038620990071417194,-0.004860951396567585,-0.002863458099115942,-0.007907305906365427,-0.007957837521947033,-0.006714141838804292,-0.020488708777462707,0.9541324978797405,0.834019570130161,0.7731537837910623,0.7840884755708765,0.8959809474363457,0.9006412966867074,1.0639590113038817,1.0907572734446447,1.055516581145229,1.032132142113502,1.2589990878930004,1.125585416197924,1.1549220464538499,1.0923192100560326,1.1031993421497093,1.1547586553053684,0.8947667281518866,-0.04274663630746875,-0.04402733893435201,-0.04662159853578133,-0.047997005841508754,-0.04932694676840388,-0.048214435319415085,-0.04809878918494572,-0.04884364550008438,-0.049928896410682815,-0.05047783672944046,-0.0511431774134974,-0.051848499588483754,-0.05246759608472601,-0.05305469370517932,-0.0536030696569774,-0.05411455043293413,-0.05567945891449759,0.21704976320231947,0.3078877803220771,0.1896817012267409,0.45081884846472126,0.5032707391226245,0.5121006054515953
