NOME_MUN,COD_MUN,DISTANCIA
Paineiras,3146404,252.69870999995658
Tocantins,3169000,252.97359525711295
Medina,3141405,253.05381562351187
Juruaia,3136900,253.43246210806763
Lagoa da Prata,3137205,253.714118729231
Brasilândia de Minas,3108552,254.10504121534268
Campos Gerais,3111606,254.1126036456575
São João do Manteninha,3162575,254.2148279936981
São José do Alegre,3163201,254.24532003088243
Ipaba,3131158,254.5424571915459
Rio Doce,3155009,255.24709477702547
Capelinha,3112307,255.49573552566045
Divinésia,3121902,255.62586435882744
Pitangui,3151404,256.06055235131316
Lagoa Santa,3137601,256.30457417150456
Alpercata,3101805,256.3381325731881
Acaiaca,3100401,256.40306573263933
São João do Oriente,3162609,256.7538686446979
Maripá de Minas,3140209,257.1188445267651
Delfinópolis,3121209,257.5348582702124
Crucilândia,3120607,257.77034539752486
Salto da Divisa,3157104,257.77799143053085
Arinos,3104502,257.9676363241491
Lagoa Dourada,3137403,257.97048092080786
Santa Rita de Caldas,3159209,258.2170143841421
Itapecerica,3133501,258.28869025605513
Lagoa Formosa,3137502,258.37885776040565
Cristais,3120201,258.474776675383
Sobrália,3167707,258.58531972328194
Bocaina de Minas,3107208,258.60996522970413
Montalvânia,3142700,258.73971570368997
Pedralva,3149101,258.82478164851193
Santana dos Montes,3159100,259.20874004654405
Capetinga,3112406,259.8657606517256
Poço Fundo,3151701,259.95321980827913
Bom Sucesso,3108008,260.1518975776011
Paiva,3146602,260.1884867854882
Passa Vinte,3147808,260.453537766444
Bambuí,3105103,260.59644394222266
Carrancas,3114600,260.74508935273525
Campanário,3110806,260.98826714457186
Araçaí,3103207,261.3059216908392
Couto de Magalhães de Minas,3120102,261.4838421061295
Goiabeira,3127370,261.55222521890227
São José do Goiabal,3163409,261.60750791264695
Piranga,3150802,261.7332433486925
Buenópolis,3109204,261.84896355383376
Dionísio,3121803,262.11790164217393
Porteirinha,3152204,262.26318079272903
Inimutaba,3131109,262.30191575447753
Córrego do Bom Jesus,3119906,262.498785053789
Mar de Espanha,3139805,262.568024090024
Campina Verde,3111101,262.8745390442451
Nova Porteirinha,3145059,263.27425306112826
São João Evangelista,3162807,263.34131092274765
Rio Pardo de Minas,3155603,263.40052606801953
Arceburgo,3104106,263.71290640178296
Botelhos,3108404,263.7154073654217
Virgem da Lapa,3171600,264.12924851405825
Abadia dos Dourados,3100104,264.1541518467243
Iraí de Minas,3131604,264.43798462914265
Berilo,3106507,264.5291585255518
Guiricema,3129004,264.7100529273868
Capitão Enéas,3112703,264.77286098225716
Poté,3152402,264.77947228442247
Serranos,3167004,265.09402174480016
Vespasiano,3171204,265.22688936366643
São Sebastião do Oeste,3164605,265.41695247902436
Palma,3146701,265.44866977098303
Candeias,3112000,265.44983883987504
Urucânia,3170503,265.6266234779706
Ervália,3124005,265.74475870315274
São Tomás de Aquino,3165107,266.09970137366554
Araxá,3104007,266.2993741680434
São Francisco do Glória,3161403,266.3323897088187
Borda da Mata,3108305,266.50982864339005
Matutina,3141207,266.6280869630091
São Francisco de Paula,3161205,266.65501068552294
Lamim,3137908,266.6990523640063
Carmo do Rio Claro,3114402,266.7681087049481
Nova Lima,3144805,267.0494174843378
Lagamar,3137106,267.39361249897786
Passabém,3147501,267.42787063506836
Guimarânia,3128907,267.48124782490294
Capinópolis,3112604,267.5405856646157
Carvalhos,3114808,267.6514620154823
Carmo da Cachoeira,3113909,267.674758854624
Coronel Xavier Chaves,3119708,267.69885154425174
Biquinhas,3107000,267.8155168768996
Andradas,3102605,267.96761522092027
Heliodora,3129202,268.03739100983637
Bom Jesus do Amparo,3107703,268.0490439671705
Chácara,3115904,268.09128662149146
Antônio Dias,3103009,268.54415430813765
São Francisco,3161106,268.57350096839787
Aracitaba,3103306,268.5958297012258
Nova Módica,3144904,268.6318671020367
Natércia,3144409,268.81784860886034
Brazópolis,3108909,268.8406169007652
Tupaciguara,3169604,269.2995957725684
Buritis,3109303,269.4577649768352
Piracema,3150604,269.5081949505371
Bandeira do Sul,3105301,269.5335483448625
Ibertioga,3129400,269.5769229477114
Monte Azul,3142908,269.63581898145185
Brasília de Minas,3108602,269.8527181806943
Iapu,3129301,270.1901796973991
Galiléia,3127305,270.19713708548556
Ritápolis,3156106,270.2657354210637
Mirabela,3142007,270.2667366378727
Aiuruoca,3101201,270.3172484729175
Santo Antônio do Monte,3160405,270.46411699965904
Entre Folhas,3123858,270.5440248195657
Gonçalves,3127404,270.81925818218895
Santa Maria do Suaçuí,3158201,270.82066663229807
Iturama,3134400,271.0289145182121
Itambé do Mato Dentro,3132800,271.0311018175365
Resplendor,3154309,271.09411029116296
Cabo Verde,3109501,271.4093451320338
Pingo-d'Água,3150539,271.4761531986213
Ibitiúra de Minas,3129905,271.503278222399
Baldim,3105004,271.6186599090487
Santo Antônio do Aventureiro,3160009,271.69741983149294
Funilândia,3127206,271.72271561090906
Mesquita,3141702,271.803761680057
Piranguinho,3151008,271.8802806867903
Liberdade,3138500,271.92261147453013
Goianá,3127388,272.04591140608153
Virgínia,3171709,272.24150614882626
Arapuá,3103801,272.46015089676575
Joaquim Felício,3136405,272.5369559679715
Sapucaí-Mirim,3165404,272.5451069120452
Coimbra,3116704,272.6532563258588
Divinolândia de Minas,3122207,272.6932894842711
Capela Nova,3112208,272.7019020068554
Jacuí,3134806,272.73152604028894
Coronel Murta,3119500,272.74007066878073
Lima Duarte,3138609,272.8483816268558
Nova Serrana,3145208,272.86498623876
Alterosa,3102001,272.87313546387577
Piedade de Ponte Nova,3150208,272.87659546999237
Alfredo Vasconcelos,3101631,272.95288750928535
Itaguara,3132206,272.9881283823913
Santa Bárbara do Tugúrio,3157302,273.24577015106274
Itamogi,3132909,273.28353126527537
Corinto,3119104,273.32191350297387
Pimenta,3150505,273.4489280334818
Leme do Prado,3138351,273.5633290654724
Machacalis,3138906,273.66451386781773
Morro do Pilar,3143708,273.7715874173789
Campos Altos,3111507,274.1322330022921
Divino das Laranjeiras,3122108,274.1942174421305
Presidente Kubitschek,3153301,274.24404923453005
Fortaleza de Minas,3126307,274.2474606335278
Campestre,3111002,274.2518406226413
Joaíma,3136009,274.38586575109815
Carmo do Paranaíba,3114303,274.44287107330047
Piraúba,3151305,274.516327720212
Desterro de Entre Rios,3121407,274.7605635084026
Cana Verde,3111903,274.7618324493045
Rio Manso,3155306,274.8555091815712
Carvalhópolis,3114709,274.9957146257452
Coração de Jesus,3118809,275.16340194878364
Bela Vista de Minas,3106002,275.19426921318524
Carmo de Minas,3114105,275.33540216162703
Felisburgo,3125606,275.6093813669478
Bom Repouso,3107901,275.6267214997334
Naque,3144359,275.8332826850517
Santana de Cataguases,3158409,275.9556494659132
Fervedouro,3125952,276.03124424349045
Queluzito,3153806,276.1755174936999
Águas Formosas,3100906,276.23455625856843
Pavão,3148509,276.2553941359553
Paracatu,3147006,276.3698421028323
Alto Caparaó,3102050,276.74184509303257
Augusto de Lima,3104809,276.8150873336858
Japaraíba,3135308,276.90318436670447
Rosário da Limeira,3156452,276.9642904569744
Tarumirim,3168408,277.0986857175411
Coqueiral,3118700,277.15137059411836
Sabinópolis,3156809,277.2963500116884
Moema,3142403,277.37471728007074
Senhora de Oliveira,3166006,277.43009342561413
Ubaporanga,3170057,277.5378499391745
Peçanha,3148608,277.6425725475158
Itabirinha,3131802,277.6558057401311
Cristiano Otoni,3120409,277.6940260611684
Cruzília,3120805,277.80552310173994
Caldas,3110301,277.8395435219934
Itanhomi,3133204,277.87932677258243
Munhoz,3143807,277.90008208737237
Mendes Pimentel,3141504,277.97877587447647
Conselheiro Pena,3118403,278.118222127909
Dom Joaquim,3122603,278.3707933264298
Faria Lemos,3125309,278.3954583433658
São Tomé das Letras,3165206,278.88037890216066
Itinga,3134004,279.12983428560517
Bonfim,3108107,279.3628212028922
Itaverava,3133907,279.5631633644761
Morada Nova de Minas,3143500,279.60220159266095
Sardoá,3165503,279.6480002898364
Jacutinga,3134905,279.6595576673265
Silveirânia,3167301,279.69368578735026
Toledo,3169109,279.8060760037896
Martinho Campos,3140506,279.86764947636556
Barra Longa,3105707,279.96077781257793
Dom Silvério,3122702,279.9638871194898
Luminárias,3138708,279.9797063229862
Carneirinho,3114550,280.010972912168
Abre Campo,3100302,280.2666657244149
Santana da Vargem,3158300,280.29812531511664
Vargem Alegre,3170578,280.3216574343113
Conceição do Rio Verde,3117702,280.4445324854026
São José do Mantimento,3163607,280.54444893670416
Leandro Ferreira,3138302,280.5957415820841
Datas,3121001,280.64834874387077
Arantina,3103603,280.686463766531
Desterro do Melo,3121506,281.0785926999993
Nazareno,3144508,281.2504453066104
Turmalina,3169703,281.28804735705415
Casa Grande,3114907,281.32568767267526
Guaraciaba,3128204,281.4259830552228
Nanuque,3144300,281.47284867755457
Itaúna,3133808,281.7307861072852
Jacinto,3134707,281.78450523968013
Cuparaque,3120839,281.95352166313756
Conceição da Aparecida,3117108,282.0166732589357
Rodeiro,3156304,282.16679476270906
Ouro Branco,3145901,282.2825965546169
São Domingos do Prata,3161007,282.31652858003577
Ferros,3125903,282.32973576149845
Abaeté,3100203,282.51618145066845
Itambacuri,3132701,282.5940216895925
Nova União,3136603,282.76418611436077
Pescador,3150000,282.84895283997844
Senador Firmino,3165701,282.99237044694814
Rubim,3156601,283.04815552014
Santo Antônio do Grama,3160108,283.22273153690645
Alpinópolis,3101904,283.2697544220314
Divino,3122009,283.6430423940044
Novo Cruzeiro,3145307,283.88633231825884
Taiobeiras,3168002,283.9415929135743
Raposos,3153905,284.15463270283703
Almenara,3101706,284.30223277059105
Santo Antônio do Rio Abaixo,3160504,284.3095278577183
São João Nepomuceno,3162906,284.40810871721385
Felício dos Santos,3125408,284.43924400468325
Mercês,3141603,284.51563913608567
Padre Paraíso,3146305,284.762885441314
Monte Alegre de Minas,3142809,284.80550458809637
São João da Mata,3162302,285.00022009556756
Cambuquira,3110707,285.34839049131836
São Geraldo do Baixio,3161650,285.5901302291541
Jequitaí,3135605,285.59325459555134
Marilac,3140100,285.74094058149046
Senador Amaral,3165578,285.8889444663327
Francisco Sá,3126703,286.0536915373402
Miradouro,3142106,286.21654019240293
Rio Casca,3154903,286.3276099969917
Seritinga,3166402,286.8879548175652
São Pedro da União,3163904,286.97041087546967
Jesuânia,3135902,288.105337972381
Serro,3167103,289.0528959065586
Raul Soares,3154002,289.0690823252577
Santa Efigênia de Minas,3157500,289.4145063470238
São Sebastião do Rio Preto,3164803,289.5559879339914
Buritizeiro,3109402,289.76285238087985
Antônio Prado de Minas,3103108,289.8218116416669
Rio Vermelho,3156007,289.83066985699725
Capitão Andrade,3112653,289.84239763187395
Jeceaba,3135407,289.9131878199472
Santa Bárbara do Leste,3157252,290.10737633687864
Monte Santo de Minas,3143203,290.24787085827825
Baependi,3104908,290.76826956871673
Presidente Bernardes,3153103,290.79358523968
Caparaó,3112109,290.98624272475047
Catuji,3115458,291.3476580120986
Varzelândia,3170909,291.59664940942787
Alagoa,3101300,291.7184173725758
Centralina,3115805,291.77764260087486
Elói Mendes,3123601,292.41384077608507
São Pedro do Suaçuí,3164100,292.4700878561425
Dom Viçoso,3122801,292.5764417909445
São João da Ponte,3162401,292.63600280059524
Espírito Santo do Dourado,3124401,292.71043565983217
Prata,3152808,292.79919683630106
Virgolândia,3171907,293.14204531217877
Tombos,3169208,293.17273510461166
São José da Safira,3163003,293.25008735191784
Cataguases,3115300,293.2976006820337
Araújos,3103900,293.3177013291027
Nova Resende,3145109,293.3722597071543
Barão de Monte Alto,3105509,293.43618255179734
Lagoa Grande,3137536,293.7796685666473
Presidente Olegário,3153400,293.84434002936376
Cordisburgo,3118908,293.96119425136203
Divisa Nova,3122405,294.30212032749057
Engenheiro Navarro,3123809,294.6881551531002
Coluna,3116803,294.7501320755374
Muzambinho,3144102,294.75021706274316
Santa Rita de Ibitipoca,3159407,295.00776338761943
Cássia,3115102,295.33806856700426
Capitólio,3112802,295.7735861143648
Recreio,3154101,296.0163901650041
Bias Fortes,3106804,296.02839758718676
Santana do Riacho,3159001,296.0390767145784
Entre Rios de Minas,3123908,296.56364750895614
Cruzeiro da Fortaleza,3120706,296.5641836916819
Rio Novo,3155405,296.6169581210167
Canápolis,3111804,296.789963993814
Gonzaga,3127503,296.85305392101964
São Sebastião da Vargem Alegre,3164431,296.88023767377246
Pocrane,3151909,297.22241511435817
