,,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,GINI,TAXA_ALFAB,PROP_MENOS_DE_1_SM,PROP_1_A_2_SM,PROP_2_A_5_SM,PROP_5_A_10_SM,PROP_MAIS_DE_10_SM
São Sebastião da Bela Vista,3164407,584.5411248527677,350.1644311853619,524.6395117311336,575.1068246445504,516.3313046231791,603.4727233782136,581.668337363966,634.5704555808662,686.2773529411777,761.0439783357964,906.5672054054052,973.8270970970972,1115.5396763602223,1273.685109243699,1406.4139705263165,1516.4502765583836,1669.2225401650016,4421.95,4972.5,5763.52,7294.84,8319.56,7470.05,8092.3,10651.54,11403.78,14185.52,14401.02,15326.87,18282.64,37971.87,47815.0,62489.64,68851.4,4405.0,4448.0,4539.0,4590.0,4640.0,4884.0,5115.0,5193.0,4948.0,4997.0,5045.0,5249.0,5300.0,5348.0,5394.0,5438.0,5455.0,0.2504897391514585,0.2373610806186226,0.2560292907369128,0.2187697402004036,0.2027120673608062,0.1723767474669997,0.1851613901452855,0.1260744638264187,0.1319113058492632,0.172639646809032,0.1483515405023131,0.1174097426138464,0.0972327739253137,0.0492950227177675,0.0654044940816868,0.0404970517854309,0.0341842412704748,0.0956430430018767,0.0737125047935334,0.0675796118860622,0.1023427223015858,0.064712892197341,0.0503324984226155,0.0517397120934477,0.0593442698413611,0.1158657988463838,0.1038092235066749,0.0956983496773617,0.1053487752787978,0.0912731306245521,0.085315588220105,0.0958384424158077,0.1556975714040129,0.1500147122455065,0.3723440339762647,0.4299237703848579,0.4358829037586499,0.458939903683281,0.5140322639311162,0.5182964920977261,0.479841523443809,0.5867061174464895,0.5109416553245452,0.5068862614151222,0.509464911290894,0.5345175392464685,0.5849146008597348,0.7394166083359489,0.726843989907499,0.709555901883734,0.7185261671969225,0.2815232431285707,0.2590025952081372,0.2405081936183749,0.2199476007473363,0.2185427765107365,0.2589942620126585,0.2832573743174577,0.2278751283355952,0.2412812399798076,0.2166648682691709,0.2464852135245258,0.2427239292435233,0.2265795059486996,0.1259727865986941,0.1119130783690504,0.094249474926822,0.097274875913076,0.687,0.848,0.569,0.4342,86.7,0.3789498693276312,0.2088382038488952,0.0769779044903777,0.0163934426229508,0.0040389641244951
São Sebastião da Vargem Alegre,3164431,445.4327317073169,442.9761044176706,494.4848255813954,530.4018614718614,571.2872272727274,631.0093258426964,724.6321283783786,702.1058967391308,808.5334651162785,890.4839185750635,1025.92519650655,1118.130126582279,1453.4430703624737,1368.897710843374,1365.308051282051,1510.1506310679615,1674.9521467391294,2697.69,3106.27,3245.83,3799.33,4287.6,4874.18,7228.46,6184.11,13559.64,13673.85,11474.1,11462.07,16952.04,18643.96,17234.77,15353.21,16804.21,2664.0,2707.0,2796.0,2845.0,2894.0,2743.0,2851.0,2877.0,2798.0,2816.0,2832.0,2936.0,2955.0,2973.0,2990.0,3006.0,2991.0,0.1761058583577088,0.2218309566658669,0.2468922338196546,0.281469723981422,0.2534286391229841,0.2456879838158305,0.2635903912411769,0.2259866167687275,0.1036068402368255,0.1353395911106698,0.1982849973250275,0.2838848698166076,0.2384559087025844,0.2380270073987866,0.2866729247543758,0.120625305822326,0.1000366857824296,0.0455242163058748,0.0382461606269848,0.0320308707068315,0.0385027016771977,0.0445683149167136,0.0530849800050949,0.1742924082059835,0.0575361080115375,0.4272507982584155,0.3755200515719522,0.1793806789457392,0.0843560913086211,0.2529507201930647,0.2517288890717772,0.1606274051528432,0.2255896526648206,0.253689042943891,0.2578986219701306,0.2549783947465249,0.2475826190862961,0.2366011727784479,0.259073603644794,0.2382370136497996,0.2133737644910218,0.2362350651926318,0.2153176218684536,0.216130964286561,0.2426798415880471,0.2291387823982991,0.220149154256652,0.2283733541310575,0.2267640048549478,0.2670605378215885,0.2805769641372132,0.5204711609165897,0.4849443658004205,0.4734942763872178,0.4434264015629322,0.4429293582379908,0.4629899453795082,0.3487434863693501,0.4802421523069254,0.2538247664822822,0.2730093930308169,0.3796544821411861,0.402620256476472,0.2884442168476987,0.2818707493983785,0.3259356652378332,0.3867245036912647,0.365697327637043,0.631,0.827,0.552,0.4217,88.8,0.4402954452195322,0.1341813705375461,0.0615510874025441,0.009848173984407,0.0004103405826836
São Sebastião do Anta,3164472,354.51713836477995,460.077619047619,468.2028990228013,525.6878181818182,554.1347745901638,605.7465913043479,818.3812448559672,774.8175515463912,1171.2958490566027,971.0864580369848,1308.4532845744675,1167.0196564885484,1145.9200245398788,1255.9635943517335,1369.0606915629337,1511.3907807807814,1499.0378304597707,2349.02,2447.35,2958.8,3955.02,5362.21,5664.09,5251.6,5196.16,5344.36,7055.19,7076.6,6670.76,8187.49,8416.32,8371.5,10618.84,10031.43,4965.0,5051.0,5233.0,5333.0,5432.0,5388.0,5639.0,5723.0,5739.0,5813.0,5884.0,6140.0,6215.0,6286.0,6355.0,6419.0,6479.0,0.2388545324452396,0.2066130515081315,0.2595437182840511,0.3245514021805754,0.2891232289262986,0.3710163088362485,0.2650481224511384,0.2420633169131478,0.2226931609065096,0.3071710373775153,0.2441247243132022,0.1461305600706663,0.2017530175053193,0.1826111562039747,0.1642986568847531,0.2545315377835684,0.1684855025684669,0.0472383397161544,0.0381024165110416,0.0342150728238828,0.0432532274214968,0.0442474242873386,0.0474218921281182,0.0431846324256611,0.0532726459682269,0.0507800986020558,0.052185368693924,0.0525000625569311,0.0453617830232138,0.0617191956566486,0.0677798055517129,0.0507282887677025,0.0496887001712587,0.0484201907503332,0.2444376519111279,0.2552612202051783,0.2573969115589645,0.2514102588314768,0.3407564369834959,0.2330514228945788,0.2493718373944244,0.2529397221535461,0.2479871000083505,0.2381664225097644,0.2657424086979747,0.2874068588917722,0.2809158437313062,0.2729235437680841,0.2845794945835021,0.2702769310293464,0.3137939595329567,0.4694693887443634,0.5000233942952084,0.4488442300456316,0.380785111566451,0.3258729464268906,0.3485103761410544,0.442395407728776,0.4517243149650791,0.4785396072671866,0.4024771714187962,0.4376327798515652,0.5211007980143477,0.4556119431067259,0.4766855137805983,0.5003935790708568,0.4255028310158265,0.4693003471482431,0.597,0.766,0.49,0.4555,83.8,0.4516060412678153,0.1140182939800042,0.0348861944267177,0.0078706658157838,0.0014890448840672
São Sebastião do Maranhão,3164506,420.9831899641581,453.2172830188677,510.03391634980994,393.2501754385964,493.5653770491804,498.3342528735632,550.5708072916669,763.9334459459457,902.9625571428568,977.6276336898396,884.2604366812229,861.033842975206,916.1297869822486,1099.7253593750004,1188.9434428795,1296.4036671575846,1372.8444334975377,1518.87,1650.5,1842.92,2177.0,2321.07,2458.87,2729.67,3137.05,6880.66,4532.51,4656.01,5400.12,5562.14,5959.15,6590.56,6959.71,7585.3,11348.0,11229.0,10980.0,10842.0,10705.0,11686.0,12062.0,12099.0,10647.0,10574.0,10503.0,10740.0,10678.0,10620.0,10564.0,10511.0,10129.0,0.1870414078381532,0.1970954439692085,0.2210258975241708,0.2155048914687312,0.2046708564358101,0.2243526530835773,0.2193555324171966,0.2072625639462992,0.1049686263196391,0.2040710497466042,0.1699270599925533,0.1970195925087611,0.1839539615652848,0.170896666919895,0.1498717459090444,0.144500121187129,0.1478173734858713,0.0312223391476019,0.0267330715808537,0.022394994549158,0.0386050178835238,0.0336704830631518,0.0347564684062929,0.0314819121411736,0.0408212890194844,0.4335953375568506,0.040427889103955,0.0403015950811805,0.0347933419187896,0.0360764498910772,0.0356967210825637,0.0341521164125458,0.0321073866810752,0.032626737245362,0.2123297772911803,0.2180415289612821,0.2076084756274735,0.2134598545010088,0.2231506509575744,0.1927645794112422,0.1905665482074297,0.1995769571796087,0.1600572813272992,0.2172741759285875,0.232501870902832,0.2394010148389488,0.2220139659317773,0.2287712348187699,0.2588031445599249,0.2609329957146498,0.2786264707956974,0.5694064757230644,0.5581299554886555,0.5489706832487885,0.5324302801033385,0.5385080095434637,0.5481262990988873,0.5585960072341998,0.5523391630451308,0.301378754796211,0.5382268852208532,0.5572694950259356,0.5287860331355441,0.5579556055017805,0.5646353610358681,0.5571730079114295,0.5624594964171458,0.5409294050323074,0.564,0.816,0.427,0.5435,78.3,0.4781911848883801,0.0796794504865483,0.0212936462507155,0.0050372066399542,0.0009158557527189
São Sebastião do Oeste,3164605,382.2357174392934,433.87235294117625,457.5620941176472,494.1578036053127,539.4404430863258,588.5265560716672,627.952778730702,710.9059851891037,803.3758012218063,861.2647656870555,992.8360853508408,1216.4552743022157,1435.2019741227214,1501.3384563017491,1655.3363075806994,1749.2552668256012,1779.5824607035952,5652.81,7509.57,8443.11,9496.36,10856.1,13970.93,20801.6,21314.8,28890.96,35466.49,38500.79,47592.96,55153.21,59857.6,43537.3,45806.26,60415.69,4562.0,4522.0,4438.0,4392.0,4346.0,5336.0,5597.0,5689.0,5805.0,5894.0,5980.0,6255.0,6344.0,6430.0,6512.0,6589.0,6684.0,0.2546858513160039,0.3579620851302688,0.3171583121829272,0.2934728810906876,0.2416386980583503,0.1571353189223852,0.1054237143409009,0.1081224133657391,0.0837342521191353,0.1590193782521757,0.1463454287674921,0.1398670864912955,0.2136368014319279,0.1769242136963602,0.229462732915291,0.171250607628567,0.1611842448769129,0.2022460743869794,0.200733529415907,0.2586628876507241,0.2710255955459212,0.3230218943247121,0.4269873335285528,0.4883515268818806,0.4913798650824812,0.5499851355801937,0.5101695717671418,0.4934680521988754,0.5095078657625485,0.4406172746914714,0.4504238137257649,0.3473305066455338,0.4708050421069377,0.4516459770438447,0.2741369143728815,0.2208592068020922,0.2206718115872747,0.2333104853899602,0.2495551682450418,0.2573333614776417,0.2818259240747632,0.2752109523530406,0.2602823949351548,0.2337025952403403,0.2581089191037952,0.2588039606996032,0.2561917536300748,0.284998242105607,0.2878393623807734,0.23087283057907,0.2851575825869072,0.2689311161252992,0.2204451786517319,0.2035069885790739,0.202191037973431,0.18578426275425,0.1585439860714202,0.1243988447410965,0.1252867691987388,0.105998224214848,0.0971084493198458,0.1020775999298371,0.0918210831682987,0.0895541702465258,0.0876537304722677,0.1353673940575302,0.1270715196854251,0.1020121983215362,0.678,0.832,0.434,0.4102,91.1,0.3628336343568131,0.2807545655227774,0.0716435881998796,0.0128436684728075,0.0042143287176399
São Sebastião do Paraíso,3164704,433.97187106629787,468.2671562317145,492.6970298689428,539.488293350072,601.5196567608311,647.6464224414952,746.45317720186,829.669093604254,921.9591495654752,1005.8802894189314,1125.8039714547074,1228.6180289472668,1326.9332547517745,1489.76449545726,1574.308022900162,1675.5040242771352,1716.380413401561,5951.85,6371.45,7672.57,8093.32,9546.98,10891.84,12746.25,12881.77,16316.82,16979.19,18808.37,19030.57,21336.53,23729.18,23245.79,27473.68,25121.52,60288.0,61194.0,63097.0,64150.0,65195.0,61838.0,64250.0,64800.0,65034.0,65491.0,65984.0,68518.0,69057.0,69574.0,70066.0,70533.0,70450.0,0.0927042167425129,0.0696854634990134,0.115957627760338,0.085708316716216,0.1293069917000738,0.0652365376112558,0.081941059630007,0.0591852925038466,0.0875557932553146,0.1065357334084379,0.0935595604541136,0.0692014593815118,0.0732884922621867,0.0575090156118656,0.0924379580349434,0.0720370940898502,0.0638260876960291,0.1516900208412971,0.165412341829232,0.1894794824882398,0.2124828450735156,0.2023383006614914,0.2420365772519049,0.2149398700638574,0.2184387121210867,0.2748868561620463,0.2409145560989351,0.2264853943948503,0.2111256427069929,0.2084621029666545,0.2484266334999128,0.1862289537321976,0.2574908037332097,0.1965435604545295,0.5785680807262443,0.5937853168694222,0.5402161012338357,0.5354168871507027,0.5044587173433814,0.5298544904467771,0.542201556251408,0.5529561527732797,0.4873559907466426,0.4914193322896544,0.5145307914250242,0.5399868018227849,0.5358875550530414,0.5151120668372373,0.5283373584720382,0.4970634776197026,0.5432269425249099,0.1770376816899455,0.1711168778023323,0.1543467885175863,0.1663919510595656,0.1638959920835852,0.1628723946900621,0.1609175140547275,0.1694198439607632,0.1502013587757245,0.1611303782029725,0.1654242537260117,0.179686095230414,0.1823618489571472,0.1789522840509842,0.1929957304535419,0.1734086245572373,0.1964034093245313,0.735,0.836,0.613,0.4736,94.1,0.3098451660961637,0.2451448131529007,0.1195041058475072,0.0295833850628735,0.0100030150932018
São Sebastião do Rio Preto,3164803,352.69956204379577,440.3602976190475,466.4159763313611,552.6980851063829,518.3354545454544,542.2914871794869,662.6311160714281,880.313017241379,935.2142920353982,959.9708540925268,1109.1662553191486,1205.8532472324714,1354.1718478260875,1254.5280794701985,1772.4581949458493,1633.7066269841262,1591.5197975708504,2480.7,3202.37,3374.42,4118.7,4293.42,4566.98,5077.96,5565.73,7466.86,7655.39,8864.44,10028.17,10400.64,10665.2,11395.31,11862.61,12912.43,1708.0,1675.0,1606.0,1568.0,1530.0,1700.0,1743.0,1737.0,1616.0,1601.0,1588.0,1622.0,1611.0,1601.0,1591.0,1582.0,1520.0,0.1141029565904493,0.0956404699824007,0.1257011713703174,0.1067931462930031,0.121859588348957,0.093216535946811,0.0973234993367282,0.0858672686746646,0.0695342378930751,0.0966494432674246,0.0915725372092381,0.115449834688966,0.1011947273215901,0.0974819543113754,0.1022235236143797,0.1191434545880206,0.1255745458854757,0.0427756481162528,0.0372393071860292,0.0298981655676704,0.0369056127339508,0.0315706481259369,0.0368305359319584,0.0316102777456975,0.0408490314457615,0.1454191862429531,0.0556041885248157,0.0469507425829048,0.0396890443591905,0.0397621204154604,0.0385194069676994,0.0353757113119663,0.029465460910292,0.028932435652922,0.2566818983465953,0.2587411249824583,0.2463126146389678,0.2565720395641875,0.253642288830671,0.2505149315564061,0.2566023239843435,0.2569974006235124,0.2392454593885129,0.2480741603830889,0.2619427996590637,0.2555970104695661,0.2546187649589052,0.2617999044370476,0.2550248155253971,0.2527366201752605,0.2629714448940291,0.5864394969467026,0.6083792930277694,0.5980880484230444,0.5997292014088585,0.592927474694435,0.6194379965648243,0.6144637819231334,0.6162862992560614,0.5458011164754588,0.5996722078246707,0.5995339205487933,0.5892641104822772,0.6044243873040442,0.602198794774416,0.6073760061633451,0.5986545190003293,0.5825215213853463,0.662,0.809,0.472,0.5052,87.2,0.4384949348769899,0.1620839363241678,0.065123010130246,0.0115774240231548,0.0065123010130246
São Sebastião do Rio Verde,3164902,322.19432142857124,398.0776014760149,436.9777777777781,488.9165901639343,547.335231213873,575.133150984683,673.0757381615596,699.3990163934421,766.2564345991565,888.3421017699116,965.7987550200804,1074.67438559322,1157.5161751152082,1288.9590967741929,1444.917934272301,1727.0276643990924,1522.592135076253,2840.96,3285.51,3683.86,4119.08,4580.07,5120.1,5533.21,5636.83,7763.59,8111.88,9195.83,9125.46,10117.0,10289.74,11081.46,12077.18,12700.8,2012.0,2029.0,2065.0,2084.0,2104.0,2170.0,2264.0,2292.0,2110.0,2121.0,2131.0,2206.0,2217.0,2228.0,2239.0,2249.0,2231.0,0.1132672295349679,0.1242845796447356,0.1239804096073312,0.125269572501213,0.1238830054675585,0.1367697148941909,0.1164875757094107,0.1251169294488671,0.1154999240336996,0.0887447777191512,0.0983322524723859,0.1011727265446816,0.1393859852160421,0.118040171458747,0.144159504065796,0.129849004923555,0.1137776939109849,0.052536613908859,0.0506405586205421,0.0728106121298561,0.0464422531526192,0.0564930244494794,0.0558644866254891,0.0644495307495285,0.0512152785414018,0.0543583375529668,0.0585388392021238,0.069683946291401,0.0609335434304238,0.0592450243682955,0.0566712690411743,0.0525380819297837,0.0493328616090603,0.0532688827010542,0.3081162360707368,0.3034871328924008,0.3193150107284899,0.3263734651818253,0.3210847207266382,0.2851387823930527,0.2924896297645007,0.301442659685621,0.373968231899191,0.369119964057293,0.3455711711557772,0.3401832785070252,0.3201652873238053,0.3091400613878459,0.3012087874229148,0.3080244905690214,0.3301304472620071,0.5260801004152059,0.5215877288423213,0.4838939675343227,0.5019147091643423,0.4985392493563238,0.5222269229422211,0.52657326377656,0.52222513232411,0.4561735065141425,0.4835964190214318,0.4864126300804358,0.4977104515178692,0.481203703091857,0.5161485432158636,0.5020936265815055,0.5127936428983632,0.5028229761259537,0.645,0.845,0.568,0.4263,90.7,0.4115755627009646,0.1666666666666666,0.0514469453376205,0.0166130760986066,0.0037513397642015
São Tiago,3165008,502.74308811640987,526.8046571428567,802.8022844827572,517.1592431346281,556.3258866995068,598.4236221419975,636.1898032994915,702.0015683890573,773.2426659471132,825.0743636363634,953.5975280394804,1029.5569442060075,1094.925921161826,1200.0608509737517,1318.2395586326247,1419.4107030603814,1529.134901960787,3350.03,3943.19,4458.89,4705.82,5047.69,5187.77,5608.83,5963.58,6926.53,7986.67,9876.36,10476.92,11565.03,12297.94,14700.49,14582.45,15544.46,10372.0,10431.0,10554.0,10623.0,10691.0,10289.0,10616.0,10645.0,10553.0,10586.0,10609.0,10955.0,10986.0,11017.0,11046.0,11073.0,10922.0,0.2639034979223938,0.3185399819040865,0.284163559148063,0.2198995804816664,0.2053247599265023,0.2322184228814916,0.2257518563144024,0.2243487939625703,0.1887680715770806,0.2321394873745391,0.1822618487292511,0.1886831026593989,0.1925166475387386,0.1839833347775715,0.1861197018584004,0.1988580836914719,0.1771630906098113,0.1300311506048185,0.1205669350203999,0.1499074991923562,0.1618352673796292,0.1673702257390226,0.1276531554234468,0.1061588397438107,0.1299539003818153,0.1537935952006613,0.1353543023571451,0.1751295818705249,0.1485075778180956,0.1406342121173908,0.1292971042044722,0.1856667546331309,0.1471610394203643,0.1428171638854261,0.3052636830112126,0.3034210377141306,0.3152256392797358,0.337764288859825,0.3389587222941865,0.3417288278121855,0.3398964649389957,0.3163363694787527,0.337145693446414,0.3302362621422118,0.3625905901568961,0.3753657004299566,0.3769349955582179,0.3841531116601754,0.356570329294062,0.3641342086554422,0.3899173330108758,0.3008016987690264,0.2574720710694571,0.2507033023798449,0.2805008632788792,0.2883462722735064,0.2983995736538899,0.328192839002791,0.3293609361768616,0.3202926543303735,0.3022699605721549,0.2800179690738424,0.2874436190925488,0.2899141447856526,0.3025664493577807,0.2716432208314115,0.2898466682327215,0.2901024060820094,0.66,0.825,0.533,0.4477,92.4,0.449907134272916,0.1621326341090352,0.063148694417131,0.0108161258603736,0.0025128373210969
São Tomás de Aquino,3165107,344.6572308733914,410.9662411347514,411.9796347031962,490.8413779302463,521.5558324382381,582.9570816206696,671.8268297655461,730.0873411078719,827.1478540065875,872.4916048034925,1016.235728056824,1088.5082497273718,1168.4669428718487,1262.923263707573,1425.8239400665937,1557.9881111710745,1606.304392475853,4323.48,3978.81,5940.16,5456.49,8178.47,7388.8,9116.47,7995.11,11624.65,12590.63,14731.68,11854.93,17020.11,14434.98,20704.24,19160.99,18021.69,7378.0,7413.0,7487.0,7527.0,7568.0,6934.0,7100.0,7073.0,7093.0,7077.0,7062.0,7257.0,7248.0,7238.0,7230.0,7222.0,7042.0,0.3696131889528468,0.3216847683722353,0.4471408467954337,0.3674295499660195,0.477679354384928,0.3343534503914552,0.4258008272546952,0.3411775226860094,0.3629559718021811,0.3935053250449671,0.3886266296362883,0.2360411473461832,0.3537151234499207,0.2687521884438008,0.4392307507030398,0.3548083057945183,0.3567751531060625,0.0934046616003061,0.0558576600147464,0.0470093270616145,0.0553788809229392,0.0869783515856555,0.1016289349694111,0.0538216539259988,0.0668873470540934,0.1212049648499218,0.0925032429757439,0.1001740744790991,0.1363947138689735,0.1276032913503728,0.1115004666680159,0.0710092363565309,0.0962810145815095,0.0604427034691991,0.2826519790243762,0.3258084695592641,0.2939589377189751,0.3111499568861318,0.2439019116527893,0.3084367451081384,0.2851045176174643,0.3295718498473698,0.2987697441093498,0.2923333754819937,0.3007580551393624,0.3433575820522841,0.3060860534616531,0.3506067764179816,0.2921613745772212,0.3125940524519098,0.3167603363295532,0.2543301704224708,0.296649102053754,0.2118908884239764,0.2660416380547438,0.1914403655630689,0.2555808490546662,0.2352730012018415,0.2623632804125274,0.2170693192385473,0.2216580564972952,0.2104412407452501,0.2842065567325592,0.2125955317380532,0.2691405684702017,0.197598638363208,0.2363166271720623,0.2660217989022405,0.692,0.874,0.568,0.4319,89.3,0.3683600860499751,0.2412708919410888,0.0863809366208836,0.0157206685421148,0.0051299023663743
São Tomé das Letras,3165206,325.3372483221478,359.6478516624043,409.3327868328544,458.9063939720144,522.8544757033253,714.7170927009556,666.4020195439731,729.6771565155796,777.7895852534576,859.5985624793942,970.3312938105892,1062.067380857029,1199.7369834710696,1299.1232437120552,1424.832238605898,1483.5468425841668,1489.1593098384728,3154.4,4228.12,5121.13,5420.08,5904.14,5665.67,6550.32,6692.83,8198.02,9590.74,10260.82,10735.91,12008.18,11679.3,14018.48,12605.86,12985.02,6310.0,6359.0,6463.0,6520.0,6577.0,6617.0,6880.0,6943.0,6655.0,6690.0,6724.0,6962.0,7001.0,7037.0,7072.0,7106.0,7056.0,0.2061303956029913,0.2176880794542079,0.2290101520220147,0.2042250898621962,0.2084819287264872,0.2004390183396189,0.2230712842299018,0.2176211108502993,0.2182972116250375,0.2418841594967119,0.1937574364796118,0.1779274838586113,0.1713420983197433,0.1837874835630431,0.226992403320722,0.1205516977942146,0.1358892990882388,0.1169872407246211,0.1723088360949294,0.2144059747652038,0.1919787889176724,0.1531703809755929,0.1022068473944367,0.1084749233505706,0.1209229388174435,0.1182167185655759,0.1256755171619468,0.1165136176101903,0.1176252069091842,0.1079652432668647,0.0904239494825998,0.0776448500355361,0.097350579785896,0.0786054392809335,0.3326910050594464,0.336294328271251,0.318371190979102,0.3388096087200796,0.3705838392494373,0.3787333141387495,0.3391040248956744,0.3377379059552793,0.3664337660833623,0.3583579183425587,0.400429333009007,0.402215209799362,0.4253630509356977,0.3969312819292162,0.4079564943169341,0.4261174665079659,0.440027852596399,0.3441913066236028,0.2737087951246982,0.2382126822336793,0.2649865125000517,0.2677638784181068,0.318620791949591,0.3293497906886536,0.3237180220874951,0.2970523228178531,0.2740824049987824,0.2892996280660739,0.3022320994328424,0.2953296199487323,0.3288572722772609,0.2874062523268076,0.3559802559119233,0.3454774090344285,0.64,0.801,0.578,0.4017,88.5,0.3778444170047627,0.2005644734521079,0.0605044981478214,0.0109366731345916,0.0021167754454048
São Vicente de Minas,3165305,379.8154571159288,429.2736663770635,454.5122005571029,509.64869456067015,548.9496153846156,607.6924753173487,685.962049062049,736.0399586776866,829.3081100323624,897.928151595745,1014.1259022801306,1150.2260036607695,1155.4996229338826,1261.0912955032125,1468.8089787946442,1543.3370971302445,1595.611285563749,3420.63,4434.61,4672.01,5288.36,6306.76,7597.81,8425.01,8607.53,9587.39,10836.99,12723.36,13937.43,18113.1,17088.68,18875.51,21246.29,21038.04,6322.0,6396.0,6551.0,6637.0,6722.0,6283.0,6496.0,6525.0,7008.0,7073.0,7136.0,7420.0,7487.0,7552.0,7614.0,7672.0,7687.0,0.1318556289641771,0.1607885972134874,0.2053735351702739,0.160953167253924,0.1370588731792378,0.1410317525215452,0.2055495827594185,0.1605537713843811,0.1290549859234621,0.1324503655499259,0.1752869280431566,0.1929924748249691,0.312232452314342,0.2046510490600714,0.2490429334447489,0.2330551189433125,0.1857531998540402,0.1502426556732771,0.161546994117944,0.107718330566537,0.183752337766779,0.2025796439471079,0.204815509301546,0.1887175723678787,0.192721965529892,0.2193438119880105,0.2261354807073066,0.1905170540937122,0.1946933584117642,0.1741904129205376,0.1870316831852059,0.1660171549074635,0.1653230947178652,0.1738503254036101,0.3970398570550436,0.38783271606131,0.4014279673392846,0.3845142019500644,0.3918156714448654,0.3890866997321127,0.3632045943635033,0.3853273937297741,0.3868353919328569,0.3751346069485717,0.3820829141996032,0.3756365310963161,0.3150474555949281,0.3672420986671175,0.3604370826989428,0.3777003241497809,0.4053389060918573,0.320861808157008,0.2898316926072585,0.2854801669239043,0.2707802612515249,0.2685458114287888,0.2650660147909142,0.2425282306476936,0.2613968499006388,0.2647658101556703,0.2662795467941957,0.2521130915866311,0.2366776145675795,0.1985296871947169,0.2410751775573262,0.2245028289488447,0.2239214621890413,0.2350575686504924,0.673,0.845,0.644,0.5282,93.5,0.4151969671996044,0.1488379759353881,0.0670842261414208,0.0234053074006922,0.0080764793143233
