,NOME_MUN,COD_MUN,ANO,COD_UF,NOME_UF,VA_AGRO,VA_IND,VA_SERV,VA_ADM,VA_TOT,IMPOSTOS_INDIRETOS_LIQ_SUBSIDIOS,PIB,PIB_PER_CAPITA,POP,POP_RURAL,PROPORCAO_DA_POP_RURAL,VA_AGRO_PER_CAPITA,VA_IND_PER_CAPITA,VA_SERV_PER_CAPITA,VA_ADM_PER_CAPITA,VA_TOT_PER_CAPITA,IMPOSTOS_INDIRETOS_LIQ_SUBSIDIOS_PER_CAPITA,VA_AGRO_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,EXP_VIDA_AO_NASCER,MORTALIDADE_INFANTIL,IDHM,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,REND_MEDIO_FORMAL,TRANSF_PER_CAPITA_BOLSA_FAMILIA,GINI,TAXA_ALFAB,PROP_MENOS_DE_1_SM,PROP_1_A_2_SM,PROP_2_A_5_SM,PROP_5_A_10_SM,PROP_MAIS_DE_10_SM,SIGLA_UF,REMUNERACAO_DEZEMBRO,REMUNERACAO_MEDIA,VINCULOS_ATIVOS,VINCULOS_CLT,VINCULOS_ESTATUTARIOS,NUM_FIRMAS
15,Conceição das Alagoas,3117306,2017,31,Minas Gerais,232191.482,175750.166,259356.035,119700.526,786998.209,56268.045,843266.254,31444.04,26818.0,,,8.658046163024833,6.553440450443731,9.670968565888582,4.463439704675964,29.345894884033115,2.0981447162353644,0.2950343207197819,0.2233171104967533,0.329550985039154,0.1520975837443106,,,,,,,1706.68,35.64,,,,,,,,MG,2788.4178242353746,2272.8060886685184,5182.0,4475.0,707.0,913.0
16,Conceição das Alagoas,3117306,2018,31,Minas Gerais,252163.912,153814.689,300591.713,125687.766,832258.081,68367.715,900625.795,32839.59,27425.0,,,9.194673181403829,5.608557484047402,10.96050001823154,4.582963208751139,30.346693928897,2.492897538742024,0.3029876402005161,0.1848160955255416,0.3611760821100396,0.1510201809623522,,,,,,,,,,,,,,,,MG,2806.9099021717884,2244.777032585468,5056.0,4383.0,673.0,919.0
17,Conceição das Alagoas,3117306,2019,31,Minas Gerais,221201.21,161838.804,326928.521,131325.727,841294.262,77710.214,919004.476,32947.49,27893.0,,,7.930348474527659,5.802129709963073,11.720808840927832,4.708196572616786,30.16148359803535,2.786011329007278,0.2629296549273267,0.1923688432335938,0.3886018671074687,0.1560996347316107,,,,,,,,,,,,,,,,MG,2523.160716112535,2298.163762626268,5221.0,4562.0,659.0,892.0
18,Conceição das Alagoas,3117306,2020,31,Minas Gerais,272367.611,229154.332,410064.545,135338.677,1046925.165,102375.442,1149300.607,40545.42,28346.0,,,9.608678861214983,8.084185846327523,14.466398962816625,4.774524694842306,36.93378836520144,3.6116362802511817,0.2601595797919328,0.2188832016469868,0.391684676908115,0.1292725416529652,,,,,,,,,,,,,,,,MG,2467.5730181212257,2092.0520303726366,4919.0,4270.0,649.0,1002.0
19,Conceição das Alagoas,3117306,2021,31,Minas Gerais,415017.269,208114.104,425852.207,143717.617,1192701.197,125665.797,1318366.994,45805.26,28782.0,,,14.419333923980265,7.230703356264332,14.795782329233548,4.99331585713293,41.43913546661108,4.3661245570148015,0.3479641590399108,0.1744897251075702,0.3570485282241232,0.1204975876283957,,,,,,,,,,,,,,,,MG,2936.014290347192,2192.835305134409,5441.0,4622.0,819.0,961.0
20,Conceição das Alagoas,3117306,2022,31,Minas Gerais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG,2881.2636276891,2712.2888615142247,6712.0,5878.0,834.0,1008.0
21,Conceição das Alagoas,3117306,2023,31,Minas Gerais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG,3200.6688949830527,2763.7843872603016,6982.0,6160.0,822.0,1313.0
22,Conceição das Alagoas,3117306,2024,31,Minas Gerais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG,3288.358700639342,2830.2889898615217,,,,
23,Três Marias,3169356,2002,31,Minas Gerais,7595.75,315421.018,67398.925,29282.475,419698.168,58626.597,478324.765,19772.84,24024.0,,,0.3161734099234099,13.129413003663004,2.8054830586080586,1.2188842407592406,17.469953712953714,2.4403345404595407,0.0180981252222192,0.751542518050734,0.1605890378821,0.0697703188449466,,,,,,,,,,,,,,,,MG,667.6811206896552,604.9423504186227,3385.0,2405.0,980.0,1183.0
24,Três Marias,3169356,2003,31,Minas Gerais,11387.142,342819.007,78429.374,31493.79,464129.312,86418.699,550548.011,22530.2,24236.0,,,0.4698441161907905,14.145032472355174,3.2360692358474994,1.2994631952467404,19.150408978379268,3.565716248555867,0.0245344168221808,0.7386282187667561,0.1689817298158492,0.0678556367497858,,,,,,,,,,,,,,,,MG,851.897006489995,688.0319859901584,3598.0,2630.0,968.0,1161.0
25,Três Marias,3169356,2004,31,Minas Gerais,13842.036,480104.285,94716.742,35121.56,623784.623,104355.266,728139.889,29502.04,24681.0,,,0.5608377294274949,19.452383817511446,3.8376379401158784,1.423020136947449,25.27387962400227,4.228161986953527,0.0221904091406241,0.7696635461948538,0.1518420597552947,0.0563039849092272,,,,,,,,,,,,,,,,MG,924.5172229398088,792.9372708133955,3681.0,2797.0,884.0,1232.0
26,Três Marias,3169356,2005,31,Minas Gerais,13393.216,543753.977,103225.334,41776.696,702149.223,113998.935,816148.158,32741.53,24927.0,,,0.5372975488426205,21.81385553817146,4.141105387732178,1.6759616480121955,28.168220122758456,4.573311469490913,0.0190746006137786,0.7744136989524233,0.1470133849311402,0.0594983155026577,,,,,,,,,,,,,,,,MG,901.790869874378,1031.6762423088153,4163.0,2968.0,1195.0,1238.0
27,Três Marias,3169356,2006,31,Minas Gerais,15384.508,721436.707,162717.691,48296.812,947835.719,158415.669,1106251.388,43949.44,25171.0,,,0.6111997139565373,28.661424138889995,6.464490524810297,1.918748242024552,37.65586265940964,6.293578681816376,0.0162311967059346,0.7611410844076874,0.171672883536899,0.0509548342944438,,,,,,,,,,,,,,,,MG,936.5801324651984,873.6931006962138,4502.0,3182.0,1320.0,1280.0
28,Três Marias,3169356,2007,31,Minas Gerais,25441.475,696726.006,173596.804,58754.243,954518.528,188936.374,1143454.902,43261.89,,,,,,,,,,0.0266537256781253,0.7299240251101757,0.1818684487599595,0.0615538004517393,,,,,,,,,,,,,,,,MG,973.7905850510122,885.9722641509428,4840.0,3416.0,1424.0,1249.0
29,Três Marias,3169356,2008,31,Minas Gerais,32957.892,586475.576,141901.118,68599.366,829933.953,77398.128,907332.08,32817.28,27648.0,,,1.1920533854166666,21.212224247685185,5.132418909143518,2.4811691984953703,30.017865776909723,2.799411458333333,0.0397114636422158,0.706653311242467,0.1709788079967852,0.0826564159136166,,,,,,,,,,,,,,,,MG,1051.0085174035733,937.7022099882028,4986.0,3695.0,1291.0,1290.0
30,Três Marias,3169356,2009,31,Minas Gerais,30055.676,613068.132,155122.913,75901.544,874148.265,97707.195,971855.46,34657.14,28042.0,,,1.0718092860708937,21.86249668354611,5.531806326224948,2.7067093645246416,31.1728216603666,3.484316204265032,0.0343828126227534,0.7013319782771633,0.1774560669064532,0.08682914219363,,,,,,,,,,,,,,,,MG,1197.783079547494,1059.6966189182494,5296.0,3840.0,1456.0,1449.0
31,Três Marias,3169356,2010,31,Minas Gerais,90648.903,498201.459,188055.431,81746.705,858652.499,124794.903,983447.401,34732.38,28315.0,1478.0,0.0521110621419127,3.2014445700158927,17.59496588380717,6.641547978103479,2.887045912060745,30.325004379304254,4.407377820942964,0.1055711164942408,0.5802131357915026,0.2190122677323041,0.095203478817337,76.93,12.5,0.752,0.706,0.866,0.695,,,0.5297,93.2,0.3106101344364012,0.1779524301964839,0.0953464322647363,0.0213857290589451,0.0069906928645294,MG,1217.840367068695,1072.625331355095,5801.0,4180.0,1621.0,1511.0
32,Três Marias,3169356,2011,31,Minas Gerais,44546.813,542004.306,182752.198,87676.697,856980.014,113952.661,970932.675,33850.46,28683.0,,,1.5530737021929366,18.896360422549943,6.371446431684273,3.056747794861068,29.87762835128822,3.972829236830178,0.0519811574042145,0.6324585137874639,0.2132514119518311,0.1023089168564904,,,,,,,,,,,,,,,,MG,1330.847189217032,1177.8527307281145,5855.0,4310.0,1545.0,1564.0
33,Três Marias,3169356,2012,31,Minas Gerais,31578.743,497686.258,197466.446,100354.999,827086.446,121652.0,948738.445,32674.56,29036.0,,,1.0875720829315332,17.140317467970792,6.800745488359278,3.456226718556275,28.48486175781788,4.1896955503512885,0.0381807042694543,0.6017342690198069,0.2387494644060458,0.1213355623046928,,,,,,,,,,,,,,,,MG,1488.5243669421527,1305.1478646616565,5910.0,4521.0,1389.0,1541.0
34,Três Marias,3169356,2013,31,Minas Gerais,50243.761,591611.798,232798.333,108872.53,983526.422,154155.045,1137681.467,37544.76,30302.0,,,1.6581004884166062,19.523853145006928,7.68260619761072,3.5929156491320704,32.45747548016632,5.087289452841397,0.051085318986987,0.6015210011307657,0.2366975891980663,0.1106960906841809,,,,,,,1264.1,70.34,,,,,,,,MG,1584.2238405071755,1441.6648100144005,5891.0,4510.0,1381.0,1465.0
