,,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,GINI,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT
ANO,,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2010,2010,2010,2010,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NOME_MUN,COD_MUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abadia dos Dourados,3100104,-0.14672699950771204,-0.12344304259455648,-0.13721060601397378,-0.09239032432432574,-0.08425187875265809,-0.030483980544133475,-0.06626530382535119,-0.06387740939790451,-0.13392760894493339,-0.0613492055547449,0.09276723619801423,0.24807033905944856,0.6413070522513444,0.4602605412831594,0.4702665704971722,0.16051454159670447,-0.0725439697456447,0.9639032085639097,1.1015601203864642,1.1143235636151014,1.0201918869984583,1.0585237096303937,1.2350708457096642,1.4185559727485115,1.5738479158184673,1.3601624571686612,0.9759288890179807,0.5707331751256827,0.8498812957623857,0.3743206879976924,0.9398538747874583,0.8857282755421182,0.6325597315010407,1.0219046215912266,-0.12546246187070775,-0.0732701997975547,-0.22327612399021357,-0.1804126067199658,-0.11321172549042435,-0.3201748666289128,-0.29452570626780245,-0.3820497417765877,-0.3770392890056361,-0.20782896123882877,0.04625479915326463,0.3168466225620192,0.9403297898277382,0.24103083233762237,0.18003461941673465,0.10293208275337479,-0.26275198012875334,-0.5402986700873442,-0.6870352073611171,-0.5509927190127938,-0.27376211611809576,-0.4235627081285788,-0.1061176863192969,-0.4489006636426669,-0.4884634657105755,-0.46383574655507337,-0.19714527322506684,0.2739987248919815,-0.0914074702845847,0.06670015207173437,0.1483954542997635,0.22963478540930565,0.37166749660083037,-0.03181499795022499,-0.29662887194975257,-0.39375388202740147,-0.40868520628672533,-0.5106903332763039,-0.5039536964108168,-0.6461698771394775,-0.5576249247602936,-0.5576019268786487,-0.3745998334493523,-0.5621824499314707,-0.8483612417258537,-1.024857708889923,-1.3402396442346425,-1.1373453920177443,-1.1646402558130684,-0.8889706000772636,-0.520808630114904,0.740539010292961,0.5092030134883815,0.0889337897358537,-0.13789177576466585,-0.09686553123761507,-0.04233609529474434,-0.0739510579476254,-0.04954978044148253,-0.05246965375826147,0.06543798874776512,0.08297957887728695,0.10319304723983523,0.01518832542228121,-0.03402489469578771,-0.0335681887345175,0.16862924340690483,0.20971505138025837,0.2876713181368011,0.1693322200832945,-0.005539889168308481,-0.022684915288047027,-0.17387577278677466,-0.1771906960537744,-0.18735066299267567,-0.1837549296463616,-0.1795851887453205,-0.17398229680672417,-0.17984565940075356,-0.15439916839613024,-0.1802580898657345,-0.18592184998842412,-0.17583002328170697,-0.16590495283154266,-0.13292540928352342,-0.1617424183809151,-0.15969526353662106,-0.18575585418444845,-0.2003176512955818,-0.10708547216136746,-0.11125739461405394,-0.11286081818560995,-0.11410107901159035,-0.11360941718941274,-0.10889882039012674,-0.11416481055051782,-0.11168558903908268,-0.11707898579301235,-0.11747653612111132,-0.11143314551370129,-0.1137298423296133,-0.10494047874586986,-0.11038689027020047,-0.1090590195250692,-0.11675383346161274,-0.1285563647318065,-0.1568266507236446,-0.15450153411798942,-0.15634130169959648,-0.15654450181246696,-0.16462580806335508,-0.1604579347552127,-0.16028885733311038,-0.1584334612546707,-0.15786359221890814,-0.1607588681836171,-0.1643523956304183,-0.16102222167596938,-0.1609212448450701,-0.16335637264459157,-0.16925872906177122,-0.16634235024422364,-0.16750898753109522,-0.13434192683702736,-0.13964957674427833,-0.14592374071131384,-0.1458435174427777,-0.14337712564039778,-0.13695922107416691,-0.14252505248374403,-0.13116782839572683,-0.145107087313903,-0.14725987976682148,-0.1386822355751049,-0.1333144813771501,-0.11727263760497027,-0.1272115416823693,-0.12845276370556202,-0.1437043527664047,-0.15647981352163834
Abaeté,3100203,-0.05532455552670312,-0.055112222569974674,-0.05452790287191731,-0.04106277434698233,-0.05364899750094385,-0.043697332858079106,-0.002033841214656032,0.005693181259353143,-0.0981526334542095,-0.1450607375394547,-0.15910055529471107,-0.12150756099011527,-0.07531132571732072,-0.130783578832451,0.014411481809603487,-0.04021729858607134,0.060426282406638054,-0.07386826822646707,-0.06081825086047113,-0.20517165076728577,-0.22078463105984067,-0.3206347069046529,-0.009587355014028307,0.27196812655378516,-0.14206976005154742,-0.1941174109949481,-0.21849476445479923,-0.3182173696501116,-0.1841952066008186,-0.19286553921368796,-0.19692995505451544,0.7341031842313351,0.7074428326055083,0.6038166541324796,-0.18128438533536775,-0.13843584889601482,0.09175061916245147,0.20833075941682033,-0.05985100594595935,-0.4068881760495756,-0.16946599077708077,0.030664896633578104,-0.06403656012493557,-0.046081581877952096,-0.13046521512075301,-0.25628476271871553,-0.06791225869534342,-0.38906480269448296,-0.4028940876663056,-0.40651937865781246,-0.049681424717344304,1.1620952467891648,1.147613758435799,1.0334897362301267,0.9648650159606439,1.3318777032315137,1.3977073992992621,0.9668733289589746,1.086309165269346,1.1303327498773852,1.1725789903667125,1.3029749049236663,1.3623371704882017,1.2537718942542389,1.423499606558218,0.6928546655012894,0.8455518386152532,0.6888989191104119,-0.6311017790896627,-0.7083514328952359,-0.709073645053935,-0.7905521217493852,-0.6884204211116075,-0.6712500470500535,-0.7776260144293635,-0.7574441916070787,-0.602955117558112,-0.6035651490755009,-0.552722015328377,-0.650037579963146,-0.7671295579483984,-0.6164640391689447,-0.843926225182548,-0.8300108849677622,-0.9501241626153859,1.227806993438417,0.810904914742554,-0.011925404663535207,1.3009967882527262,0.5940872099888038,0.5763147788916918,0.46863744263181245,0.5106841078009745,0.3902899557985176,0.6303290644849051,0.8694673623106319,0.5007159239310561,0.32354088469369996,0.21772688646906135,0.08566994050743508,0.3232831268200391,0.3902698110210034,0.3455745153629837,1.080347223610642,0.9735242415903838,1.0608625008120667,-0.14135827611298102,-0.1443715975369894,-0.1357988304846424,-0.12267051517187895,-0.1398221537187777,-0.15615514825707397,-0.14617127120782805,-0.1112235340563902,-0.14055822255251346,-0.15021523270515402,-0.15269396949567904,-0.15897630166122428,-0.1428411955246106,-0.1620737470335558,-0.15254807977372747,-0.17217012667503737,-0.14049428246539988,-0.0407952053934443,-0.040184118606510916,-0.042130808171963297,-0.04116600291825209,-0.03818210094032121,-0.04253288661914102,-0.04744937083432348,-0.047363090718180824,-0.05595013665112664,-0.059544900172415094,-0.058476747894518843,-0.05786266979684128,-0.055652558063086895,-0.05600243061605916,-0.05534243057686377,-0.0582651710095096,-0.053847108678093974,0.005256665752478296,-0.0033417596938504954,-0.0033912832384726858,-0.008510640203387175,-0.0003319352651628636,-0.002660513662606381,-0.005687294294072466,-0.01059428938882275,-0.011194867162253975,-0.02619925344775447,-0.024619426542763587,-0.02812869612690622,-0.035006827772342375,-0.030984176179310586,-0.030025551732992845,-0.033911353835347324,-0.03084204600837201,-0.051403354746841864,-0.053941779395688526,-0.05614701137736831,-0.05271391534979354,-0.056400290306411055,-0.06147261756252698,-0.057543569439013224,-0.05506314520366159,-0.07294312839988361,-0.0800193782485553,-0.08030609977799502,-0.07790792991437037,-0.07005839128133165,-0.07328544907744856,-0.05153433260917936,-0.062366555784911175,-0.053169532045475976
Abre Campo,3100302,-0.1716814454299547,-0.21585038621166286,-0.22416877703790605,-0.2338772464774272,-0.2216704879758086,-0.28545213651660367,-0.3003209736792214,-0.3083777276391579,-0.24544318849193875,-0.1356700948299859,-0.31585629468096527,-0.2883026396553571,-0.27981242647175714,-0.20183598218698354,-0.26654425464910314,-0.2720600705289349,-0.2740909853896509,0.9339353384790541,0.4144854728554945,0.21393729874045936,0.743101746168717,0.4608260267318036,0.382950318444087,0.2879174113565064,0.43147084347821746,0.2463953047280092,0.3836478776511706,0.4244484994090841,-0.009259817752368754,0.07898238896948488,0.38407241444912965,0.4588432643605922,0.1478437222397504,0.07279599895546533,-0.4978892699331609,-0.5391960595079791,-0.5857718460893913,-0.5870395900092692,-0.5465504318792054,-0.5933302352530245,-0.6270554078965183,-0.6311194680806544,-0.08394939503469796,0.2615731609005343,-0.5873373872125912,-0.6270947114360593,-0.5830156435771038,-0.4929606128003406,-0.537876240766589,-0.5617116647362213,-0.5511349630716486,0.10350325898167163,0.4404722832645227,0.7726218767205286,0.23128960711458507,0.5280605492056797,0.43777183334345837,0.7865044951035074,0.6730969489070278,0.39224461032910896,0.06784872798750753,0.44333983794999343,0.9952874832780257,0.9638114312382603,0.7429076158286019,0.5414101422011065,0.9466326749924826,0.9710068619594718,-0.3744084263429903,-0.1408121886942546,-0.14281038012557723,-0.19914907223244982,-0.24304959813296192,-0.04362309786998244,-0.15311332035143826,-0.23512353385059495,-0.4030077286823992,-0.6964005013023626,-0.17794487534189404,-0.12426467776728826,-0.2467067341928467,-0.44112125044365497,-0.3449504353859048,-0.3076060337482641,-0.27003219310563437,-0.10766821962690473,-0.027155922074592005,-0.4585875512894075,0.7698008805520039,0.4299914455315531,0.12954558289844886,0.01138539950385971,0.21348299903070211,0.10225115540082776,0.015228273039510286,-0.01646894578215431,0.04463205088883614,0.018700865144105922,0.1497590484933652,-0.026568843115919723,-0.10421516382246845,-0.05226771307463802,0.16278735108588532,0.07067090685920137,-0.05581903456290993,-0.09749695252989772,-0.1736772572561841,-0.18124235724772184,-0.1904630065197022,-0.18758371212381586,-0.18341708785459027,-0.1770847257994219,-0.18420103918847852,-0.1558916652657408,-0.16648161297654882,-0.15969220138426224,-0.1886923630588723,-0.18882323513099025,-0.18669267118172536,-0.1820591098847052,-0.18160344580984314,-0.20240654925384807,-0.20270125578338827,-0.08875912079555488,-0.09121981224721346,-0.0913701121592004,-0.09895561879251318,-0.09595015109746749,-0.09941662136863377,-0.09901169557219243,-0.09667618668931878,-0.10087851552623342,-0.10106342873044323,-0.10760945725451637,-0.10492574404844032,-0.10401309134554383,-0.10077267373537177,-0.1040824654983205,-0.10587082039261549,-0.11020650125699469,-0.09105211760710101,-0.08668990531039349,-0.09088328235110137,-0.09557433970675268,-0.10410223155863933,-0.10591805767475282,-0.11179482996912556,-0.11148533212495523,-0.11200490446552315,-0.1145554471928572,-0.11847563162560246,-0.1118986302376546,-0.11364830991084042,-0.11194162534692079,-0.11505218026809529,-0.11859437223671328,-0.12131011889045686,-0.10547770778884652,-0.11593276914854063,-0.12353798692198477,-0.12462113310252668,-0.12314073608047882,-0.12626483243844586,-0.1302402971656698,-0.11782797725147715,-0.12558338626132992,-0.11995058562626962,-0.13452097103026675,-0.13332120040247644,-0.12935297534854115,-0.12088475840616364,-0.1250695943885629,-0.13431586286802782,-0.13985845114881276
Acaiaca,3100401,-0.3669836979229442,-0.31062731091851314,-0.3169209779475514,-0.3421514725306187,-0.38256936816666764,-0.40310153731671483,-0.4327913475587224,-0.49314429512193586,-0.4199866141944381,-0.40974868963282673,-0.43704602154112054,-0.41871986894395236,-0.4879815232452779,-0.5615158736504596,-0.5586788322011712,-0.47805150966503146,-0.4026626936491871,-0.5639907990102352,-0.5878202957959802,-0.6709269239366497,-0.7148382411295271,-0.662945237185269,-0.6247621972899284,-0.4765416519297334,-0.3391864369709655,-0.38001057412500067,-0.4786230350393331,-0.4851907911901247,-0.5219085719176677,-0.5946735824897672,-0.7566988177385112,-0.5885616991637047,-0.7444736961944378,-0.8413082135049982,-0.46458672862215894,-0.4888420512452696,-0.4379807802551782,-0.47856425084368454,-0.42092791276407254,-0.6398909378981976,-0.6551381706730162,-0.679411223687524,-0.612183575497879,-0.6527724969878602,-0.6968982734313022,-0.5716014557757724,-0.5685419403067294,-0.6061770778949412,-0.577736173078045,-0.5173904337580716,-0.007468322294696401,0.28845366863770006,0.6266022167324238,0.8671975666992293,0.6610469391737763,-0.053080132041423256,0.07134772541302904,-0.14293139131838467,-0.19077456925645475,-0.07811903896009434,0.1548317278422136,0.24410155369212344,0.029924247559363817,-0.1272059581514443,-0.13831541769577732,-0.10052367709095703,0.03835588176689642,-0.1897320904299945,0.7511138916283628,0.5867883236571205,0.4827467845558635,0.6679337856658886,1.0930732528363563,1.1786927441827424,1.2364365105929997,1.1413171621371863,1.0584375634844807,1.0434606864723486,1.026161813925451,1.0473449037019316,1.2019811327350596,1.3355011599191138,1.161831115268515,1.0584833274461434,0.8086864847338756,-0.7573588638208459,-0.027155922074592005,-0.8332074162014294,0.016807383320105007,-0.5425938390845079,-0.4906362697640264,-0.5165514937431714,-0.5289106165779877,-0.5601051285597611,-0.5272226516737094,-0.49230862169560496,-0.4824266707320482,-0.4697173136869346,-0.5005270748222947,-0.45631441233119396,-0.4869151750881136,-0.522730184472774,-0.5489239453543704,-0.5051382058629611,-0.48515831554058847,-0.4956481564335854,-0.1834276588104696,-0.18768550523478258,-0.19462950415871144,-0.19309676162204747,-0.18978682500292232,-0.18239273482342205,-0.1885488269121423,-0.16145322541260648,-0.1875339484751792,-0.19805543612406332,-0.1965871519280706,-0.19464241561357384,-0.19503016817192292,-0.19617596574778676,-0.1937290909977066,-0.2127993242971993,-0.20782206384186655,-0.11245564278215113,-0.11491816820201642,-0.11660392101746213,-0.1212622093641455,-0.12198346581893899,-0.1193052419036375,-0.12305996801981901,-0.11987782333020233,-0.12496006903849818,-0.12868543457690218,-0.12910196523280804,-0.1320473246230681,-0.13355746439009408,-0.1343057979681495,-0.1340279536514585,-0.13748329211408364,-0.141890332396922,-0.1831572955362983,-0.17694937473257027,-0.17884780549217846,-0.17794026107989502,-0.18649965409481678,-0.1827820502822757,-0.1828476917236164,-0.18031888120759712,-0.18465510112707598,-0.18886775496625027,-0.19144722770074535,-0.18952098914531804,-0.18902558188863675,-0.1920472623340243,-0.19419689610811122,-0.19357757897258931,-0.19442396678866747,-0.15081009697686926,-0.15636080115017767,-0.16271382518772548,-0.16512231060750962,-0.16325459336080475,-0.15862201459117706,-0.16397316890318506,-0.15038497528572622,-0.1639269869130395,-0.1712479874581785,-0.16851740757285139,-0.1680049330308326,-0.16754400453486326,-0.16804136144329795,-0.1715769291445444,-0.17739471199311255,-0.1798217784596306
Aguanil,3100807,-0.16004920928017535,-0.17101317283152867,-0.17883217571463844,-0.18119808457607947,-0.14073266068873308,-0.21696948177157702,-0.2969713308757274,-0.3190921156422315,-0.3052455337890753,-0.1944607721014149,-0.2686432802012183,-0.28986199012932456,-0.29831871658055187,-0.3407945279886437,-0.20980428972250437,-0.2771704391039694,-0.2932476706408176,0.8551087746549403,0.7920979453830914,0.9268552124712606,0.9332014663987385,0.93847654707,0.8530209672405962,0.4462977709019355,0.4918768696443835,0.552779982875442,1.076373707222167,0.6369414061962662,0.5310316324406199,0.4484837026382052,0.5299818603369019,1.2831641945460952,0.9147003483295754,0.482999205052535,-0.5116357820776127,-0.5271490407480622,-0.5577613504664528,-0.4965280350716592,-0.4458407909018498,-0.5667221373875813,-0.5397882101598522,-0.5375672613687135,-0.42609876633435556,-0.43798975867444107,-0.3714674875167434,-0.5307523706730122,-0.48959584002190576,-0.5945941475416805,-0.675936019397639,-0.703152580603647,-0.5448854420932694,-0.21070575023720042,-0.20720568848933218,-0.2835185660306671,-0.37389741868853504,-0.3100192275884902,-0.3488936385249058,-0.2669939594330629,-0.3451044661391082,-0.42820043363111104,-0.6085309814572241,-0.5573057584871265,-0.3100535203595749,-0.2125655976748065,-0.24192651362021245,-0.5206512737143046,-0.28542868388631715,-0.22071063122100087,-0.05307099626584769,0.012833657471814147,-0.05106469384266744,0.0016562503693395617,-0.12704050558306104,0.14758892976420201,0.4100939065885265,0.40960444299825594,0.3294470239596878,-0.1085732439839924,0.16037169729444994,0.32871169514484727,0.27794317047043404,0.3412367532517975,-0.13840164259233723,0.13231617463123793,0.3149652208398829,0.36155280117983063,0.7103376143244965,-0.6314890274026483,-0.2795440178181913,-0.343278972371767,-0.32447191675772497,-0.330896702189333,-0.3234767201855217,-0.32141324868831966,-0.32163494973041895,-0.37208306551850245,-0.36423529873548016,-0.35777559559246325,-0.2797338997770676,-0.31368321216298356,-0.3513385511451504,-0.37419729127441215,-0.37384130746155975,-0.24129909147210662,-0.2857574841915204,-0.3423671252412161,-0.1829118500597545,-0.18753057197521916,-0.19506004351449438,-0.19246256653503716,-0.18849588162311132,-0.1811188042714076,-0.18721755996266803,-0.15995471250749274,-0.1855339338681368,-0.19482785177080092,-0.1929472228243219,-0.19344573210682545,-0.19315239790936561,-0.19488891792672372,-0.19284074706701565,-0.21317969852630467,-0.2109296950644992,-0.11153343296880865,-0.11562861876145732,-0.11783616182044293,-0.12195886099255696,-0.11953169714896635,-0.11784288558254195,-0.12156746452600535,-0.11845118438704835,-0.12407446560444278,-0.12707538140020888,-0.128163668348899,-0.13059008794452448,-0.13101574853666756,-0.13176288484657275,-0.13098837143008188,-0.13506262402926783,-0.139585482013753,-0.18307597389705946,-0.1786958446019606,-0.1792570564463688,-0.17808924956982114,-0.18670217670517555,-0.1807576639512807,-0.18180843497207774,-0.17746542991879632,-0.1833748703289291,-0.18533358741890338,-0.18600021371743833,-0.1850124007534364,-0.18397535535453002,-0.18705535624803882,-0.18953942573317742,-0.188759886759539,-0.18843520360521165,-0.14682468024330098,-0.1537729563771386,-0.1596278465040611,-0.16138199092646197,-0.15707100477344985,-0.15361774531610115,-0.16031140388738896,-0.1468074022814828,-0.1606231284747275,-0.16403950428699113,-0.16296990135216657,-0.16377450198756094,-0.1622840487535523,-0.16263161885269434,-0.16273587195106784,-0.17107098963596953,-0.17528941536634035
Aimorés,3101102,0.2826126216676626,-0.033823906059715386,-0.026431446651038873,0.03204629814084169,0.08694947577292407,0.0651394208285871,-0.008741076137107609,0.15746631177240036,-0.08193731923527611,-0.10259413232259214,-0.09355731015863283,-0.016739978956025598,-0.07513239908224349,-0.06243892627135382,-0.14780765194909906,-0.10020327936951065,-0.08415176597175232,-0.8012973478169116,-0.4041176153005545,-0.46001050987887115,-0.5053197103934599,-0.7831254015663375,-0.6326798425995315,-0.5684086584524204,-0.4973639424279856,-0.5889284031704619,-0.508434595424053,-0.24315561694739088,-0.5554000074420282,-0.44373863787613,-0.5396576239422588,-0.5175842985550541,-0.47580620019355363,-0.6635385258584271,1.4223990391243915,0.17305482302845174,0.5309032557615501,-0.14793722420693048,1.4097142117356503,1.1944824460909271,0.867625893103595,1.1542435260235044,0.5587480474417589,0.6606621515704213,0.5601664021491461,0.5301777011590394,0.38965446349053934,0.8269423889362156,0.42821795859883316,0.710278659965521,0.9839799081625992,0.5816788834944014,1.1304364992355378,0.7467390362917783,1.8708107574244954,0.21958376346988145,0.32600404399390215,0.4307246453876672,0.24676024957576653,0.6481761232797913,0.48473304644989146,0.38697678825998766,0.41200262611808236,0.618203662290967,0.46093704002458097,0.791473982703481,0.4368836811893769,0.2684595591725332,-1.2175792657993725,-0.7202610739835937,-0.7373148955068276,-0.8435499749909909,-0.9778525865204819,-0.9993466855108144,-0.7884063020837898,-0.9683614593846207,-0.6099456297888499,-0.5809322566286088,-0.6271726737815988,-0.3874365825976436,-0.5052679966247169,-0.739943097250974,-0.5475627917345521,-0.6087144615289891,-0.6321436382888906,0.5961633115831984,-0.4629475572195042,0.27624372219186466,0.9617769454403362,0.3474433428636886,0.4056582461272122,0.3672245941578291,0.3952851581629469,0.17125059738255682,0.33318153011148366,0.2748333054253155,0.42905384144724595,0.14447707758061723,0.15022737739696534,0.2925990477671718,0.24732622832327927,0.2997537721167464,0.21846787274817617,0.08454588090459147,0.1129577265191593,-0.043056530496224106,0.04673163670526671,-0.11699369783784414,-0.09635558230893942,-0.14008000400409856,-0.003100548653841642,-0.030629716786096935,-0.06961906285266113,-0.024903034640308092,-0.09416180730762183,-0.0945755607263494,-0.09543981747364719,-0.09203569128760472,-0.10455821192830203,-0.06427392754832746,-0.0953512790563181,-0.07870567759238485,-0.062069161419226464,-0.012576558019888372,-0.03194754451559442,-0.03974950465357802,-0.006168035394132045,-0.04224758535982249,-0.04654305326488589,-0.05155190549511075,-0.047432732216548694,-0.05415880013220321,-0.05908428717104606,-0.06003401054567775,-0.055927715065069404,-0.05832519496066558,-0.06040982239181687,-0.058197940071621296,-0.06415748957579885,-0.06811438111779163,0.024758927814179595,0.01762527956002568,0.01581494703107241,0.012083825287013156,0.011210249808313996,0.003417491815370969,0.014893544507385245,0.010690964565441524,0.021891365589944322,0.019697952247867783,0.015417977575893808,0.07547997697690895,0.028142931018561745,-0.006770710609967641,-0.0034535979286638738,0.003739609689167846,0.003470188628068028,0.01229395253393942,-0.04194135234554649,-0.043163727485636384,-0.03568087377575017,-0.02378400902666268,-0.03250536625689414,-0.04596206224212522,-0.02824546723957257,-0.057071079222695845,-0.05914544121250633,-0.05590842461644179,-0.047358068831859744,-0.055669114924436595,-0.052076822067905856,-0.05920275836120373,-0.05777828556507754,-0.0600859661342472
