,,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_ADM_PER_CAPITA,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,GINI,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_AGRO,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_IND,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_SERV,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_ADM,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT,VA_TOT
ANO,,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2010,2010,2010,2010,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NOME_MUN,COD_MUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abadia dos Dourados,3100104,0.00044073906915002587,-0.013849851141986724,-0.05148250278615543,-0.0941574930776275,-0.10437336784378076,-0.13391000805951075,0.003014918063617312,-0.06857120840680234,0.12058568593964615,0.06366412524529605,-0.14880574562893117,0.020430116603965483,-0.003603389867289554,-0.017451650614481423,-0.3320081484185722,-0.1301867586097377,-0.09607897942726873,0.963338035130058,1.1009142334236435,1.1136701929558128,1.0195937093527778,1.0579030565664036,1.2343466762860975,1.4177242189550747,1.5729251084006264,1.3593649417338292,0.9753566644662823,0.5703985323674338,0.8493829777507588,0.374101209416526,0.9393028024007155,0.8852089390708832,0.6321888374606512,1.0213054397035408,-0.1253888984156171,-0.07322723866821032,-0.22314520863214496,-0.18030682388664385,-0.11314534511210503,-0.3199871358202611,-0.2943530145459677,-0.3818257313546453,-0.37681821640439245,-0.20770710314495214,0.04622767818983458,0.3166608432305607,0.9397784383937478,0.24088950671284381,0.17992905821187102,0.10287172972399762,-0.2625979185616361,-0.5399818722470988,-0.6866323722591365,-0.5506696508413581,-0.2736015988858153,-0.42331435706171067,-0.10605546544832498,-0.44863745596032384,-0.4881770608394495,-0.46356378186059516,-0.19702967938738034,0.2738380689268988,-0.0913538745776699,0.06666104321344872,0.14830844435132737,0.22950014172408034,0.37144957368757653,-0.031796343596261066,-0.29645494706118497,-0.39352300901897,-0.40844557847000135,-0.510390895939932,-0.503658209023108,-0.6457910029485112,-0.5572979678721662,-0.5572749834750617,-0.3743801911944975,-0.5618528207914741,-0.8478638149802292,-1.024256795493851,-1.3394538103094242,-1.1366785227771703,-1.1639573825466123,-0.8884493625067535,-0.5205032600328807,0.740104803858508,0.5089044482246663,0.08888164444275386,-0.13781092452595597,-0.0968087352601507,-0.042311272017737885,-0.07390769760502473,-0.049520727504102614,-0.05243888878712735,0.06539961994426251,0.08293092476646237,0.10313254119696706,0.015179419924346252,-0.03400494459457339,-0.033548506417530995,0.16853036961159287,0.20959208739936702,0.2875026454057141,0.16923293410578563,-0.005536640918736747,-0.022671614251847473,-0.17377382274999045,-0.17708680235029306,-0.18724081211076432,-0.1836471870808709,-0.1794798910589031,-0.17388028431081998,-0.17974020899039725,-0.1543086382397712,-0.18015239763157256,-0.1858128368743973,-0.17572692739287765,-0.16580767639231958,-0.1328474700160291,-0.16164758259534695,-0.15960162807648257,-0.18564693840013036,-0.20020019737091596,-0.10702268384042472,-0.11119216013491044,-0.1127946435577069,-0.11403417717117917,-0.11354280362919182,-0.10883496883354361,-0.11409787134186014,-0.11162010349311899,-0.11701033789160004,-0.1174076551206886,-0.1113678079850622,-0.11366315815951225,-0.10487894811686489,-0.11032216620115297,-0.1089950740375868,-0.11668537620948764,-0.12848098720276271,-0.15673469724126024,-0.15441094394068014,-0.1562496327959666,-0.15645271376481457,-0.16452928163578734,-0.16036385211167686,-0.16019487382615424,-0.15834056563762247,-0.1577710307379401,-0.1606646090912661,-0.16425602951505017,-0.16092780816936159,-0.16082689054505248,-0.16326059053571504,-0.16915948617486795,-0.16624481734211563,-0.16741077058478482,-0.13426315701094302,-0.13956769483941148,-0.14583818002338841,-0.14575800379283257,-0.14329305813059598,-0.13687891662805202,-0.14244148457712597,-0.1310909196653412,-0.1450220054611975,-0.1471735356493033,-0.1386009208594801,-0.1332363139817595,-0.11720387615807067,-0.12713695267467703,-0.1283774469217748,-0.143620093390784,-0.1563880634032128
Abaeté,3100203,-0.33829297399829844,-0.49011949385390385,-0.4475346352866274,-0.5791532729080339,-0.4639906961275589,-0.337369268984135,-0.3866632806160728,-0.4532814344038219,-0.4489926611184908,-0.7875871198518067,-0.7124159879123716,-0.7778413868807891,-0.8885636867598727,-0.7918101628527685,-0.786515059426539,-0.8720997412927897,-0.7190179386815082,-0.07382495642665636,-0.06078259078654019,-0.20505135075649333,-0.22065517655966976,-0.3204467064740047,-0.009581733579939604,0.2718086612064174,-0.14198645910035085,-0.194003592509059,-0.21836665259127563,-0.3180307865970431,-0.1840872058840571,-0.19275245474825556,-0.19681448746613361,0.7336727513686293,0.707028031729855,0.6034626132611547,-0.18117809134479548,-0.13835467864635326,0.09169682225418377,0.20820860709941919,-0.059815913004832674,-0.40664960190062743,-0.16936662636468167,0.03064691662814278,-0.063999013032804,-0.0460545624784565,-0.13038871835948812,-0.25613449312929754,-0.06787243913243873,-0.3888366790731732,-0.4026578554046202,-0.40628102074892497,-0.04965229459187458,1.1614138657591453,1.1469408684580213,1.0328837615452349,0.9642992785822133,1.3310967722331335,1.3968878698243485,0.9663064140295791,1.085672220526653,1.1296699924179563,1.1718914623155972,1.3022109207448656,1.3615383799355114,1.2530367596883958,1.422664954122603,0.6924484182277224,0.8450560591304627,0.6884949912427266,-0.63073173990271,-0.7079360992723719,-0.7086578879703728,-0.7900885907088012,-0.6880167738056578,-0.6708564673932023,-0.7771700624614453,-0.7570000730162095,-0.6026015818387359,-0.6032112556712405,-0.5523979332041624,-0.6496564379896196,-0.7666797604556391,-0.6161025826505229,-0.8434313988572841,-0.8295242177403647,-0.9495670683648431,1.2270870830901337,0.81042945007855,-0.011918412341231598,1.3002339639196252,0.5937388738638759,0.5759768634250022,0.4683626625186948,0.5103846741148378,0.39006111382293684,0.6299594783701725,0.8689575602367171,0.5004223349735778,0.3233511802595108,0.21759922484186242,0.08561970893436396,0.32309357351918083,0.39004098085707856,0.3453718917657553,1.079713774583089,0.9729534269757325,1.0602404764250728,-0.14127539233211558,-0.14428694693015906,-0.13571920642005153,-0.12259858874225817,-0.13974017062540936,-0.1560635885023497,-0.14608556538327536,-0.11115831943099082,-0.14047580787374664,-0.15012715575081828,-0.15260443916285973,-0.1588830877560182,-0.14275744225119805,-0.1619787169772863,-0.1524586349816496,-0.17206917672401004,-0.1404119052771594,-0.04077128559930725,-0.040160557116002985,-0.0421061052626733,-0.04114186571129962,-0.03815971330958362,-0.042507947955830655,-0.04742154944768396,-0.04733531992088375,-0.055917330939334584,-0.05950998671284799,-0.05844246073361474,-0.05782874269348655,-0.05561992683303839,-0.05596959424230907,-0.055309981186459294,-0.05823100790425086,-0.05381553605229069,0.005253583567661872,-0.0033398002919266295,-0.0033892947989945074,-0.008505650088502932,-0.00033174063878133297,-0.0026589537013684216,-0.005683959615219913,-0.01058807755047643,-0.011188303182116353,-0.02618389182025509,-0.024604991228392797,-0.028112203193135933,-0.03498630192609083,-0.030966008968027602,-0.030007946600002874,-0.03389147030749577,-0.030823962133461447,-0.05137321498772949,-0.053910151260811216,-0.056114090230370645,-0.052683007158716565,-0.05636722065225959,-0.061436573808292136,-0.05750982943644141,-0.055030859568986935,-0.07290035904504863,-0.0799724598169352,-0.08025901323054138,-0.07786224950591983,-0.07001731335854978,-0.0732424790068663,-0.05150411605272099,-0.062329987880398265,-0.05313835670884939
Abre Campo,3100302,-0.35671943540846557,-0.2015629698160226,-0.23901476799878035,-0.4120111767350766,-0.5486753665622371,-0.5593222978180533,-0.7030905636835485,-0.7387292774680498,-0.8719614337890317,-0.8986202559550551,-0.9685822359512483,-0.7373303147191341,-0.7775002691815497,-0.6499583567961658,-0.7335488752456082,-0.8710559964267456,-0.8553991768395512,0.9333877363572289,0.4142424441199388,0.21381185909394318,0.742666037103894,0.4605558267515337,0.38272577997949153,0.28774859433152267,0.43121785556817743,0.2462508337072461,0.38342293018084833,0.4241996289688025,-0.009254388365943384,0.07893607856446591,0.3838472180565943,0.45857422694997424,0.1477570357929897,0.07275331586826862,-0.49759733835137354,-0.5388799081706209,-0.5854283855813583,-0.5866953861743358,-0.5462299683911561,-0.5929823429714276,-0.6266877412522458,-0.6307494185219678,-0.08390017228345074,0.261419790520359,-0.5869930087677316,-0.6267270217466137,-0.5826737991363528,-0.492671571079331,-0.5375608632895972,-0.5613823116356477,-0.5508118114970636,0.10344257104975713,0.4402140174649722,0.772168858870546,0.23115399314390236,0.5277509270452547,0.4375151509213064,0.7860433373417239,0.6727022863407566,0.39201462226458145,0.06780894567509434,0.4430798907931096,0.9947039080397694,0.9632463116169759,0.7424720205898456,0.5410926926621162,0.9460776279350932,0.9704375233810841,-0.3741888963174657,-0.1407296251053948,-0.14272664492041545,-0.19903230349052428,-0.24290708882834236,-0.043597519973986885,-0.15302354413712274,-0.23498567190156827,-0.40277142978862596,-0.6959921749692204,-0.17784053943416,-0.12419181661897354,-0.24656208056903955,-0.440862604129748,-0.34474817771071137,-0.3074256725285666,-0.2698738628703244,-0.10760508961876429,-0.027139999515571615,-0.45831866381317427,0.7693495167603097,0.42973932504929013,0.12946962535284004,0.011378723807299934,0.21335782575753615,0.10219120162528293,0.015219344118754651,-0.016459289407368002,0.04460588140497452,0.018689900109364273,0.14967123901733548,-0.026553264783817622,-0.10415405847343169,-0.05223706650907468,0.1626919026161807,0.07062946979503543,-0.05578630572130227,-0.09743978632590355,-0.17357542361667208,-0.18113608789982985,-0.19035133075136776,-0.18747372459625739,-0.18330954337870428,-0.17698089423036648,-0.18409303505184713,-0.15580026000120356,-0.1663839984193576,-0.1595985677195812,-0.1885817254867343,-0.1887125208235351,-0.18658320610565832,-0.1819523616434053,-0.18149696474187307,-0.20228787052816327,-0.20258240425995802,-0.08870707791755637,-0.09116632657140596,-0.09131653835678785,-0.0988975973165237,-0.09589389184250026,-0.09935832958914635,-0.09895364121623548,-0.09661950173182776,-0.10081936658211199,-0.1010041713646155,-0.10754636170100945,-0.10486422205895381,-0.10395210447935334,-0.10071358685035321,-0.10402143795540252,-0.10580874426860805,-0.11014188295694673,-0.09099873025709507,-0.08663907569282478,-0.0908299939956838,-0.09551830080442279,-0.1040411924261218,-0.10585595385371448,-0.11172928037101326,-0.11141996399730368,-0.11193923169267357,-0.1144882789389483,-0.11840616481715252,-0.11183301977746231,-0.11358167354632467,-0.11187598967704632,-0.11498472076052593,-0.11852483580608726,-0.12123899011337103,-0.10541586216184147,-0.11586479331792458,-0.12346555186039407,-0.12454806295077257,-0.12306853394229805,-0.1261907985227063,-0.13016393228243153,-0.11775889018763573,-0.12550975190362945,-0.11988025399569863,-0.1344420962237024,-0.1332430290674635,-0.1292771307361287,-0.12081387903424981,-0.1249962612867504,-0.1342371083242485,-0.13977644677286852
Acaiaca,3100401,0.09286461565465577,0.4041039584366451,0.16832264865588106,0.17715342008398494,0.18620611375257048,0.31979125089956945,0.5286151514332954,0.4111996757365957,0.5158917763396916,0.31774898458664497,0.11468922393803972,0.19628604234397357,0.16156137762357356,0.10405599133157267,0.15903916316612457,0.20492729688725853,0.32002163710721276,-0.5636601095657916,-0.5874756342032902,-0.6705335337392775,-0.714419104042112,-0.6625565269570775,-0.6243958752430196,-0.4762622372754387,-0.33898755894919363,-0.37978775934529047,-0.4783423999902636,-0.48490630521363476,-0.5216025568975634,-0.5943249025521443,-0.7562551361889397,-0.5882166028577742,-0.7440371827026763,-0.8408149222204276,-0.4643143235980814,-0.48855542439491917,-0.43772397531943513,-0.47828365026204434,-0.4206811065788174,-0.6395157452902166,-0.6547540380274591,-0.6790128588196853,-0.6118246287795387,-0.6523897514275501,-0.6964896552352623,-0.5712663039112643,-0.5682085823535274,-0.6058216530166005,-0.5773974241934082,-0.5170870678957206,-0.00746394333079328,0.2882845371844975,0.6262348158115187,0.8666890954935682,0.6606593419905419,-0.05304900912344912,0.07130589150417707,-0.1428475851597176,-0.1906627108069338,-0.07807323477031054,0.15474094405965505,0.24395842758559846,0.029906701824897648,-0.12713137241759043,-0.13823431805954908,-0.1004647362022245,0.038333392241792656,-0.18962084322580694,0.7506734847352498,0.5864442671492898,0.482463731594234,0.6675421504603238,1.092432342049601,1.1780016314031942,1.2357115404277148,1.1406479640954037,1.057816960931281,1.0428488654367682,1.0255601358825615,1.0467308052007613,1.2012763650797833,1.3347181043490541,1.1611498891089405,1.0578626980597774,0.8082123208205017,-0.7569147952609319,-0.027139999515571615,-0.8327188747251262,0.016797528506405156,-0.5422756954986191,-0.49034859089451865,-0.5162486197835392,-0.5286004959904472,-0.5597767174329867,-0.5269135208047556,-0.4920199622619954,-0.48214380546543556,-0.46944190040398526,-0.5002335965942946,-0.4560468576835469,-0.4866296780391837,-0.5224236877097053,-0.5486020901843046,-0.5048420239519137,-0.48487384860581784,-0.495357538902629,-0.1833201081364266,-0.18757545802201755,-0.19451538541295266,-0.19298354158204561,-0.18967554570575462,-0.1822857909650202,-0.18843827350075426,-0.16135855919197134,-0.1874239901259572,-0.19793930862294837,-0.19647188533831433,-0.19452828929733365,-0.19491581450148063,-0.19606094025226423,-0.1936155001987308,-0.21267455188876055,-0.2077002097921984,-0.11238970572413277,-0.11485078727086315,-0.11653555166475482,-0.12119110867825311,-0.12191194223271427,-0.11923528866285141,-0.12298781323905109,-0.11980753436295723,-0.12488680015560065,-0.12860998136925608,-0.12902626779725712,-0.13196990021030022,-0.13347915452444034,-0.13422704932580715,-0.13394936791989928,-0.13740268038501063,-0.14180713665104358,-0.18304990338661614,-0.17684562252503847,-0.17874294016185402,-0.17783592787767982,-0.1863903021920734,-0.18267487815328323,-0.18274048110652835,-0.18021315332913906,-0.18454683075650868,-0.18875701455510757,-0.1913349748457702,-0.18940986571791313,-0.188914748937514,-0.19193465765572176,-0.1940830310170506,-0.193464077010927,-0.19430996855735466,-0.15072167123078747,-0.15626912081327174,-0.16261841982907596,-0.16502549306145062,-0.16315887092902737,-0.15852900841807332,-0.16387702514299712,-0.15029679880480284,-0.16383087023112428,-0.17114757819275433,-0.1684185993511798,-0.16790642529264743,-0.16744576705674002,-0.1679428323457369,-0.1714763270079888,-0.17729069866725836,-0.17971634205158632
Aguanil,3100807,0.5874898280216867,0.6333564294212478,0.5261028055835085,0.5286514243519297,0.5387256176480497,0.5502743554361091,0.5908222915622903,0.6483999282287795,0.4964423797323505,0.5290116989320048,0.5000522962057923,0.4288794502747892,0.428144680734384,0.33130517735532883,0.29173252805891486,0.3126214779009154,0.4447178068299672,0.8546073915718728,0.7916335079668017,0.9263117616989616,0.9326542945742711,0.9379262822633428,0.85252080831912,0.44603608939547307,0.4915884633635669,0.5524558667626307,1.075742588019727,0.6365679430118885,0.5307202682201009,0.4482207394360968,0.5296711116380446,1.2824118261468787,0.9141640244204758,0.48271600408708343,-0.5113357903883342,-0.5268399530400184,-0.5574343135866995,-0.49623690163409856,-0.44557937734029474,-0.5663898464546522,-0.5394717116218474,-0.5372520650581973,-0.42584892827925874,-0.43773294847430627,-0.37124968187648955,-0.5304411701943821,-0.4893087711962746,-0.5942455141798154,-0.6755396921754109,-0.7027402952673493,-0.5445659548526134,-0.21058220537155853,-0.2070841958441821,-0.28335232821747114,-0.3736781882864044,-0.30983745142065566,-0.3486890687984206,-0.2668374106307249,-0.3449021181497744,-0.4279493632878422,-0.6081741763949111,-0.5569789887384308,-0.30987172408457286,-0.21244096230925402,-0.24178466282313274,-0.5203459958963765,-0.28526132609773575,-0.22058122010977468,-0.05303987870452928,0.012826132606041547,-0.051034752653436787,0.0016552792462016354,-0.12696601686039605,0.1475023927120455,0.40985345279676705,0.409364276197779,0.32925385652944256,-0.10850958332534778,0.1602776652152461,0.32851895886609883,0.2777802017255697,0.3410366730509244,-0.13832049239914393,0.13223859258139514,0.314780544646439,0.3613408089005789,0.7099211161272555,-0.631118761157152,-0.2793801104351063,-0.34307769473946875,-0.3242816664237153,-0.33070268475712095,-0.3232870533734455,-0.3212247917687528,-0.32144636281902494,-0.37186489894124786,-0.36402173360499057,-0.3575658180337698,-0.27956988105890473,-0.31349928766041457,-0.35113254787259046,-0.373977885045479,-0.37362210995959433,-0.24115760855670507,-0.2855899336147048,-0.34216638225987595,-0.1828046018241724,-0.18742061560576864,-0.19494567232699256,-0.19234971834794734,-0.18838535925557762,-0.1810126073673661,-0.18710778712417,-0.1598609249224682,-0.1854251482042147,-0.19471361672622703,-0.19283409046465455,-0.19333230745203914,-0.19303914524767382,-0.19477464707671963,-0.19272767713817004,-0.21305470308986135,-0.21080601889141282,-0.11146803663778684,-0.11556082126588274,-0.11776706995767469,-0.12188735183308597,-0.11946161112878136,-0.11777378977737404,-0.12149618485729964,-0.11838173191295234,-0.12400171598481713,-0.1270008722285142,-0.12808852107281132,-0.1305135179655319,-0.13093892897653825,-0.1316856272117591,-0.13091156792220057,-0.13498343163076823,-0.13950363769008584,-0.1829686294293745,-0.17859106837213648,-0.17915195115650795,-0.17798482900993795,-0.1865927060556554,-0.18065167879766494,-0.18170183371109694,-0.17736137512830902,-0.1832673506067982,-0.1852249192257913,-0.18589115465575057,-0.18490392088438942,-0.18386748354498939,-0.18694567851580204,-0.18942829149569368,-0.18864920959566456,-0.18832471681552793,-0.14673859129996103,-0.15368279339291252,-0.15953425057311543,-0.1612873664733391,-0.15697890801691078,-0.1535276733380753,-0.16021740716052296,-0.14672132346887476,-0.16052894897177586,-0.16394332163182257,-0.16287434584623678,-0.163678474713408,-0.16218889538931563,-0.1625362616947731,-0.16264045366555507,-0.1709706841511595,-0.17518663645667365
Aimorés,3101102,-0.3809651700297024,-0.4222572485266904,-0.2887966038330903,-0.3408662824133476,-0.34234794538534796,-0.5571893596793576,-0.3051648498589866,-0.31225559547935366,-0.20768603461832913,-0.24748411532108763,-0.3208749068016797,0.9534509122874756,0.05034714033395225,-0.6697182162780819,-0.614901100798765,-0.4514318987571371,-0.36750701532440533,-0.8008275164380155,-0.4038806656376734,-0.45974078806742147,-0.5050234220593423,-0.7826662250967427,-0.6323088781333965,-0.5680753786474831,-0.49707231886587006,-0.5885830918519027,-0.5081364807133313,-0.24301304547987268,-0.5550743551082893,-0.44347845688754844,-0.5393412019719636,-0.5172808190223342,-0.47552721676282944,-0.6631494677623233,1.4215650319936892,0.17295335434600873,0.5305919668132034,-0.147850482936379,1.4088876422059327,1.1937820752033372,0.867117170753729,1.1535667487586214,0.5584204320237117,0.6602747800029222,0.5598379550953153,0.529866837631194,0.3894259941284811,0.8264575208857722,0.4279668779800034,0.7098621963354826,0.9834029629894777,0.5813378228473752,1.1297736809438796,0.746301194544202,1.869713829298864,0.21945501308445303,0.3258128953149097,0.4304720950021976,0.24661556457383715,0.6477960727497382,0.48444882886670526,0.3867498889216531,0.4117610531708297,0.6178411857647635,0.46066677495295805,0.7910099111404502,0.4366275195249092,0.26830215103283644,-1.2168653523602173,-0.7198387572812149,-0.7368825794945754,-0.84305536927565,-0.9772792340311302,-0.9987607302065469,-0.7879440292196059,-0.9677936719072603,-0.6095879952639436,-0.5805916337575603,-0.6268049383798387,-0.3872094136642475,-0.504971738612366,-0.7395092402232013,-0.547241734661078,-0.6083575488852705,-0.6317729882199159,0.5958137581602505,-0.4626761133045112,0.2760817498987298,0.9612130187161336,0.3472396235011939,0.40542039313336703,0.36700927628874125,0.39505338730856576,0.17115018658683387,0.3329861729969975,0.2746721601136452,0.4288022707182313,0.14439236512679032,0.1501392933217308,0.2924274857191373,0.24718121146629493,0.29957801497931597,0.2183397766522919,0.08449630841079302,0.11289149507018215,-0.04303128480041764,0.046704236153684804,-0.11692509994403223,-0.09629908533409749,-0.13999786972321482,-0.003098730683205227,-0.03061175740795596,-0.06957824252499298,-0.02488843303562835,-0.09410659662723307,-0.09452010744645653,-0.09538385744686388,-0.0919817272306125,-0.10449690543699887,-0.06423624127856835,-0.09529537094300589,-0.07865952943386302,-0.06203276788844046,-0.012569183901388732,-0.031928812444493734,-0.039726197993905796,-0.006164418838327636,-0.042222813979586785,-0.046515763287010584,-0.05152167863499512,-0.047404920585769145,-0.05412704474974151,-0.059049643786554286,-0.05999881030193281,-0.05589492249991351,-0.058290996661061314,-0.06037440179516753,-0.05816381638644095,-0.06411987157809047,-0.06807444304275569,0.02474441070486105,0.017614945182379632,0.015805674120846238,0.01207674007661978,0.011203676808740792,0.0034154880087985946,0.01488481185081073,0.010684696042729955,0.021878529842379372,0.019686402582701337,0.01540893742408998,0.07543572017042043,0.02812642973832832,-0.006766740682560975,-0.0034515729516919704,0.0037374170125271692,0.0034681539233325184,0.012286744117879092,-0.041916760521476484,-0.04313841893612213,-0.03565995271046529,-0.023770063549634565,-0.03248630711350423,-0.045935112921577786,-0.028228905838418698,-0.05703761625926618,-0.059110761971053714,-0.05587564336201606,-0.047330300979087296,-0.05563647398646504,-0.0520462874290638,-0.059168045512507705,-0.05774440793943552,-0.06005073542694726
