ANO,SIGLA_UF,COD_MUN,REMUNERACAO_DEZEMBRO,REMUNERACAO_MEDIA
2002,MG,3111200,419.28252421485263,389.7170050710957
2002,MG,3111309,345.8772538860101,305.54127192982475
2002,MG,3111408,713.3475468164794,569.9021939477291
2002,MG,3111507,508.5333639308853,449.22617242274765
2002,MG,3111606,361.92331210191094,318.97580084831344
2002,MG,3111705,367.6813307984791,294.69048469387735
2002,MG,3111804,557.9722995780606,530.4537661691537
2002,MG,3111903,388.254054054054,368.7021365638767
2002,MG,3112000,373.21768798313343,372.0972367049008
2002,MG,3112059,355.4240239043827,343.74927480916034
2002,MG,3112109,585.1244059405942,439.9634969325152
2002,MG,3112208,449.2607619047619,451.6847161572053
2002,MG,3112307,397.1219633027527,340.73236909650893
2002,MG,3112406,524.6534561403507,399.52943329397885
2002,MG,3112505,418.7482537834692,396.407982689747
2002,MG,3112604,460.92616357885265,420.8218402590395
2002,MG,3112653,360.24069230769214,375.13125874125876
2002,MG,3112703,361.19833059210583,371.4169580924853
2002,MG,3112802,427.1053448275859,409.92296296296206
2002,MG,3112901,310.6372972972974,287.0164602960966
2002,MG,3113008,334.6461586901759,335.4064071190211
2002,MG,3113107,357.4902790697674,376.8730468749998
2002,MG,3113206,462.21120997920946,453.6386909871238
2002,MG,3113305,431.86090289143533,403.8521349599695
2002,MG,3113404,441.7773737271889,402.71239989286187
2002,MG,3113503,278.69297297297317,246.07718446601965
2002,MG,3113602,327.7297455470739,285.47595620437914
2002,MG,3113701,372.9571829886852,347.2704065040648
2002,MG,3113800,436.60836909871233,414.54240458015266
2002,MG,3113909,326.0674861878452,278.2685046511632
2002,MG,3114006,406.67242665036684,394.93773738237826
2002,MG,3114105,311.7390066225166,294.78131087662314
2002,MG,3114204,465.2298142414863,460.521717861206
2002,MG,3114303,430.22416105229456,424.23988852829115
2002,MG,3114402,383.69579443254935,326.77711583311714
2002,MG,3114501,353.6068467251856,344.09782965623384
2002,MG,3114550,560.5636480000002,509.55928240740667
2002,MG,3114600,319.9198258706466,337.7169958847735
2002,MG,3114709,353.88350157728695,366.28719160105015
2002,MG,3114808,404.64341216216206,385.33330158730166
2002,MG,3114907,294.4783700440528,276.8271335504886
2002,MG,3115003,585.278344370861,478.1889523809522
2002,MG,3115102,445.07553179516134,426.9548325754438
2002,MG,3115201,324.3311794871796,339.28552995391715
2002,MG,3115300,599.1951158071505,542.643774162877
2002,MG,3115359,459.20020449897766,465.4425987841947
2002,MG,3115409,409.61888349514544,335.3118061674007
2002,MG,3115458,311.5252529182879,352.3505063291142
2002,MG,3115474,498.27443609022566,352.81932038834964
2002,MG,3115508,487.545209022557,435.65023795119936
2002,MG,3115607,535.314632352941,529.5635064935066
2002,MG,3115706,374.6451984126983,371.7086173633441
2002,MG,3115805,418.49843750000014,410.0947231715649
2002,MG,3115904,398.45112970711295,373.7197569444442
2002,MG,3116001,492.9084905660378,474.51152343750005
2002,MG,3116100,366.86460176991113,329.96942965779454
2002,MG,3116159,355.98551724137934,340.14322580645154
2002,MG,3116209,352.5300823045267,340.0114801444042
2002,MG,3116308,362.0390079365079,383.082909090909
2002,MG,3116407,425.5887793427232,459.371300211417
2002,MG,3116506,322.52220055710325,285.9003105590066
2002,MG,3116605,463.04800124792155,406.12121367284743
2002,MG,3116704,415.67289640591963,362.0624281609197
2002,MG,3116803,332.8107407407408,325.23929487179487
2002,MG,3116902,501.60756828193814,417.23986985944833
2002,MG,3117009,295.6307310704961,379.81858769931625
2002,MG,3117108,368.44947526236894,362.2744604316547
2002,MG,3117207,498.2653875968994,520.5591267605632
2002,MG,3117306,656.0841749011847,636.094273892153
2002,MG,3117405,553.391013215859,338.9467680608366
2002,MG,3117504,445.34882629107983,527.4648506571094
2002,MG,3117603,563.1965670103098,510.877141726049
2002,MG,3117702,467.64784252944827,331.4389780814116
2002,MG,3117801,422.3260916442049,388.26013649425323
2002,MG,3117836,402.95766355140177,347.9697899159663
2002,MG,3117876,920.5242369020497,806.2311120196244
2002,MG,3117900,419.80416844349685,388.2002063492065
2002,MG,3118007,592.7474432,539.0223833895549
2002,MG,3118106,490.59786069651756,489.2235102040817
2002,MG,3118205,507.13961732124926,462.15345825426954
2002,MG,3118304,490.3175822033138,443.1380456243351
2002,MG,3118403,541.7033174508638,408.4647908921926
2002,MG,3118502,736.6748863636362,646.4915813953495
2002,MG,3118601,748.7295924964412,679.0381131001485
2002,MG,3118700,400.5893340732518,350.74267630057744
2002,MG,3118809,291.4108723404255,274.9892002559178
2002,MG,3118908,348.2215964912282,378.1071555555557
2002,MG,3119005,351.66666666666663,320.53898437500004
2002,MG,3119104,333.7630882352939,311.64557142857143
2002,MG,3119203,303.2911952191235,314.1570024570027
2002,MG,3119302,443.59230261088385,398.0103726708081
2002,MG,3119401,531.1870023257819,474.84759138041244
2002,MG,3119500,390.2020454545456,286.7478109452736
2002,MG,3119609,394.09660427807495,389.5814977973568
2002,MG,3119708,553.8382407407408,434.869965397924
2002,MG,3119807,360.31272479564024,326.50954128440384
2002,MG,3119906,496.1938607594937,428.77756906077366
2002,MG,3119955,362.561606475716,350.2394406033941
2002,MG,3120003,285.76828767123305,321.217435897436
2002,MG,3120102,463.83603636363614,424.4801125175807
2002,MG,3120151,373.3560759493672,281.11746630727765
2002,MG,3120201,259.3765704697984,261.5778557692305
2002,MG,3120300,615.2915868263476,322.5050223214285
2002,MG,3120409,400.3383911671925,365.23741854636535
2002,MG,3120508,382.3552151238591,380.75264417845466
2002,MG,3120607,466.3197769516728,478.56513846153837
2002,MG,3120706,419.5012156862746,404.95047516198684
2002,MG,3120805,396.5366452074398,377.6781228273465
2002,MG,3120839,341.4385620915032,322.7300558659216
2002,MG,3120870,330.71033412887834,303.4393372319684
2002,MG,3120904,460.4710268752504,426.68930869010984
2002,MG,3121001,323.5186054421771,297.03582633053225
2002,MG,3121100,368.57733537519124,345.98845070422544
2002,MG,3121209,502.7274079754604,420.70100217864956
2002,MG,3121258,636.4543361691163,530.0990182011441
2002,MG,3121308,322.44796774193514,318.6380240963853
2002,MG,3121407,361.11173160173155,348.4604676258993
2002,MG,3121506,388.26796153846163,382.16632996633007
2002,MG,3121605,442.6032622243525,405.2557209122543
2002,MG,3121704,447.93,382.942641509434
2002,MG,3121803,272.37755120213734,273.5291100055278
2002,MG,3121902,372.514498141264,347.35412140575073
2002,MG,3122009,397.60790609137,408.9786445783131
2002,MG,3122108,575.4138461538457,404.0005952380951
2002,MG,3122207,408.52831908831905,406.7384367816096
2002,MG,3122306,563.7858222013917,513.478438155325
2002,MG,3122355,449.5453200883004,415.39955734406425
2002,MG,3122405,387.91943052391804,388.0387250000001
2002,MG,3122454,559.17043956044,409.27006410256433
2002,MG,3122470,440.6830718954246,494.1421463414636
2002,MG,3122504,394.7387788778876,380.89813829787226
2002,MG,3122603,493.0789583333335,464.22283132530134
2002,MG,3122702,422.1075040783033,417.06031746031783
2002,MG,3122801,371.57186440677975,442.3767272727272
2002,MG,3122900,329.61159793814454,310.43713884993
2002,MG,3123007,341.3638857501571,331.2442040185466
2002,MG,3123106,465.2142857142859,481.0589320388349
2002,MG,3123205,396.60591364205266,386.2832325477997
2002,MG,3123304,421.955537190083,433.2430324909746
2002,MG,3123403,543.2230687830687,511.9009623430961
2002,MG,3123502,474.8242780748664,467.41297029702963
2002,MG,3123528,353.2839935064932,299.552260536398
2002,MG,3123601,640.6245928030296,419.2882737335036
2002,MG,3123700,392.6233291925464,340.9350417362273
2002,MG,3123809,330.1015342960287,305.95735336194593
2002,MG,3123858,341.79650246305414,339.26437710437716
2002,MG,3123908,412.2370571955722,420.5871868289189
2002,MG,3124005,348.9510692464356,327.4920595690747
2002,MG,3124104,460.13581376945336,460.94020472441025
2002,MG,3124203,403.3183509513745,390.9424961160018
2002,MG,3124302,333.6637240232754,324.6040492735313
2002,MG,3124401,392.0572594752188,384.3284848484846
2002,MG,3124500,423.68964912280705,423.9775603864734
2002,MG,3124609,357.3774917491744,349.6107816711592
2002,MG,3124708,457.65516699410625,469.15272997032645
2002,MG,3124807,423.4136251541307,383.2636002886
2002,MG,3124906,372.9283720930229,326.3000528634361
2002,MG,3125002,385.20554216867487,388.42914396887164
2002,MG,3125101,781.3438477282018,686.4861734424514
2002,MG,3125200,434.62415019762864,336.88887755101996
2002,MG,3125309,433.1374166666672,398.29751689189214
2002,MG,3125408,373.0234926470588,356.5252531645571
2002,MG,3125507,318.8392694063928,300.98825327510923
2002,MG,3125606,282.080813559322,276.62800000000004
2002,MG,3125705,460.09258632362884,459.85590632318497
2002,MG,3125804,361.9206884057972,363.9219708029197
2002,MG,3125903,393.49679611650475,407.47619587628924
2002,MG,3125952,375.21605597964384,367.90145648312586
2002,MG,3126000,414.15117096018736,386.5194682675816
2002,MG,3126109,415.71730946882207,381.8994191871169
2002,MG,3126208,405.9473134328359,353.1483553141966
2002,MG,3126307,1163.2721071428562,1094.757858391608
2002,MG,3126406,573.2928354430378,410.6863872255491
2002,MG,3126505,393.553151260504,461.1628244274811
2002,MG,3126604,315.871204013378,278.3066514806378
2002,MG,3126703,317.21046707503785,315.6869768664569
2002,MG,3126752,287.8947668393782,284.75192488262917
2002,MG,3126802,376.92323033707873,330.2120047732699
2002,MG,3126901,379.62902730375424,362.1388770053477
2002,MG,3126950,409.08958904109596,417.74597560975633
2002,MG,3127008,791.6169506726451,607.7194050529746
2002,MG,3127057,315.06306859205756,305.21554054054053
2002,MG,3127073,189.55728624535303,210.41668874172183
2002,MG,3127107,447.2670527264539,427.31559517397324
2002,MG,3127206,422.5818225419661,384.38712305025985
2002,MG,3127305,330.757558685446,354.80111510791363
2002,MG,3127339,368.0018245614033,291.5141144414167
2002,MG,3127354,224.94718446601945,230.26039062500016
2002,MG,3127370,396.500132450331,436.2535393258426
2002,MG,3127388,387.5925943396225,370.0564391691393
2002,MG,3127404,584.0678892733565,475.1521448467968
2002,MG,3127503,388.1575,463.847389380531
2002,MG,3127602,362.18042617960356,347.73599107711925
2002,MG,3127701,545.464841769035,497.1515625983686
2002,MG,3127800,365.5528928199791,329.7884518565133
2002,MG,3127909,456.2963203463203,452.34647773279363
2002,MG,3128006,406.2152730646873,435.4788724480253
2002,MG,3128105,413.56583855799414,364.74744475568014
2002,MG,3128204,400.09399299474603,357.3881266490766
2002,MG,3128253,316.8606538461539,266.4967605633803
2002,MG,3128303,486.28487334801747,401.95268702513135
2002,MG,3128402,333.83991438356145,299.8641400875546
2002,MG,3128501,395.7158786610881,349.408251851852
2002,MG,3128600,434.2010992907797,339.8037005649706
2002,MG,3128709,543.6512617016843,443.71390962081716
2002,MG,3128808,370.4293099415205,375.73495479204354
2002,MG,3128907,349.8252846975085,402.09215555555556
2002,MG,3129004,360.90500818330594,343.97098798397815
2002,MG,3129103,511.4182546494994,398.7330042462843
2002,MG,3129202,335.2793808882909,279.6773098039216
2002,MG,3129301,353.1428733459357,370.80106824925844
2002,MG,3129400,341.00304068522473,344.0701946107784
2002,MG,3129509,513.8281837381205,438.62604015230085
2002,MG,3129608,348.00910569105724,320.7367803030303
2002,MG,3129657,276.99029126213594,273.45429951690824
2002,MG,3129707,690.4735281267069,513.4679994001195
2002,MG,3129806,623.8930922052102,618.400164466069
2002,MG,3129905,411.5465384615385,376.25166089965387
2002,MG,3130002,370.2774400000002,351.57016949152535
2002,MG,3130051,497.60714285714323,499.75933333333336
2002,MG,3130101,505.8213440860213,506.2739489820945
2002,MG,3130200,395.3144581280787,374.6916334894611
2002,MG,3130309,553.0070639789659,526.7699502840916
2002,MG,3130408,1083.7120989624896,957.2703562801928
2002,MG,3130507,339.2976618122981,305.67725798981
2002,MG,3130556,347.58711790392994,354.9681922196795
2002,MG,3130606,423.2065227272727,396.02316301703206
2002,MG,3130655,297.0252173913043,270.7302797202799
2002,MG,3130705,530.2540214797133,447.79555003107527
2002,MG,3130804,401.68959139784965,350.93150554675094
2002,MG,3130903,388.1042881794649,409.74922
2002,MG,3131000,382.69374999999985,345.9427685123406
2002,MG,3131109,363.3567563930015,325.8797558386413
2002,MG,3131158,345.8023981900457,322.0569109195404
2002,MG,3131208,346.8381777445856,353.9123041997729
2002,MG,3131307,826.0256298306238,698.2629318499443
2002,MG,3131406,399.23651551312645,385.14889943074
2002,MG,3131505,394.6610328638495,419.98165666266493
2002,MG,3131604,505.38033628318533,390.067028518859
2002,MG,3131703,757.7194897959147,708.2956300301255
2002,MG,3131802,406.68443768996985,412.8739466666667
2002,MG,3131901,669.8137785054377,577.8545753588486
2002,MG,3132008,393.5455449591284,594.326400437636
2002,MG,3132107,328.48308851224095,319.4408771168051
2002,MG,3132206,396.49322558922523,389.6528971459345
2002,MG,3132305,414.81583554376647,420.53110599078366
2002,MG,3132404,735.7772559214328,574.3739039763151
2002,MG,3132503,301.26765321375194,303.4049393746006
2002,MG,3132602,554.9867640449442,484.48783333333273
2002,MG,3132701,381.4101570996981,381.65496685606035
2002,MG,3132800,565.6570945945947,510.6793630573248
2002,MG,3132909,400.119647302905,359.8110643959551
2002,MG,3133006,424.08337613293054,872.4027865404813
2002,MG,3133105,396.536569566884,376.7037138130686
2002,MG,3133204,407.32771251931996,456.31430884184306
2002,MG,3133303,374.9423480083854,387.3090119931478
2002,MG,3133402,590.6666666666653,556.1601302931592
2002,MG,3133501,560.2710559854347,539.999720508167
2002,MG,3133600,553.1918711385707,642.3937583892628
2002,MG,3133709,649.770398322851,604.9733973655325
2002,MG,3133758,746.1387757274678,648.9418280789293
2002,MG,3133808,611.0892507715541,545.2271291732545
2002,MG,3133907,392.63730769230756,353.1255821917809
2002,MG,3134004,304.57077720207275,332.4575862068968
2002,MG,3134103,429.9996987951806,384.0786329113927
2002,MG,3134202,510.615035269875,465.6026230621239
2002,MG,3134301,424.88412162162194,380.4573936170211
2002,MG,3134400,560.3567166796562,527.5463811336732
2002,MG,3134509,481.35774907749067,441.0278571428571
2002,MG,3134608,478.424181064271,436.23423096067654
2002,MG,3134707,364.50776209677406,348.8922273425495
2002,MG,3134806,308.5531425091352,300.26031483015737
2002,MG,3134905,457.4977679697357,446.2851546052639
2002,MG,3135001,458.1148012232414,389.7792798353908
2002,MG,3135050,418.42346508563884,392.1943422354101
2002,MG,3135076,340.71018140589536,315.77302694136307
2002,MG,3135100,365.6459904128661,355.79355439143984
2002,MG,3135209,396.1899624201429,394.4287566607467
2002,MG,3135308,320.39875816993447,333.0446569343062
2002,MG,3135357,279.2580645161292,273.6400775193798
2002,MG,3135407,391.16814814814813,356.3593529411768
2002,MG,3135456,356.80835106382995,314.2405529953918
2002,MG,3135506,412.28435655253844,360.9988967343344
2002,MG,3135605,392.4325702811243,339.33225352112686
2002,MG,3135704,367.6691546762586,355.4526265060239
2002,MG,3135803,324.44768867924523,345.1759526774591
2002,MG,3135902,340.54413461538445,320.10649122807024
2002,MG,3136009,339.2537480559875,341.57991614255775
2002,MG,3136108,439.48401574803165,509.865618811881
2002,MG,3136207,684.3487907661322,563.4756358899185
2002,MG,3136306,442.51676249276534,392.2927722240136
2002,MG,3136405,320.11103359173126,335.2273580786022
2002,MG,3136504,290.6077064220186,273.8625789473685
2002,MG,3136520,335.2467883211679,267.7198190045249
2002,MG,3136553,462.3992737430168,394.49914572864327
2002,MG,3136579,358.95288461538445,361.3408583690989
2002,MG,3136603,459.6314144736843,395.94819371727726
2002,MG,3136652,840.8883161634101,784.5935008103716
2002,MG,3136702,725.8813913761788,637.9445052627028
2002,MG,3136801,244.2318944844125,247.29764932562625
2002,MG,3136900,392.290759109312,376.84358655953264
2002,MG,3136959,348.4478499999999,353.8065296803654
2002,MG,3137007,578.8532244008715,508.73650390625
2002,MG,3137106,461.7929720853861,473.8208765859287
2002,MG,3137205,574.1627638837816,479.25338850067294
2002,MG,3137304,330.28580882352946,303.9775177304965
2002,MG,3137403,381.8746031746037,392.3697484909455
2002,MG,3137502,441.71455882352905,411.98089798087136
2002,MG,3137536,389.7211894273127,336.976322368421
2002,MG,3137601,819.0675849858383,731.4632930203925
2002,MG,3137700,410.12719523373033,373.7708700764255
2002,MG,3137809,424.0102430724354,422.0110417450175
2002,MG,3137908,346.7896153846154,319.08326203208554
2002,MG,3138005,377.9170265151516,348.8333173076923
2002,MG,3138104,322.88260657734475,295.90225181598043
2002,MG,3138203,639.5144624240489,547.799285128484
2002,MG,3138302,357.8216917293235,413.3113043478264
2002,MG,3138351,363.85049382716056,332.9110294117647
2002,MG,3138401,421.65981383359605,392.5602619172349
2002,MG,3138500,450.6170474777448,424.1061678004538
2002,MG,3138609,394.7010671936763,341.9560091277882
2002,MG,3138625,486.2243779527563,417.89086419753096
2002,MG,3138658,296.8932231404958,293.4691911764707
2002,MG,3138674,384.60852380952383,412.1170247933886
2002,MG,3138682,268.5847196261683,264.786743119266
2002,MG,3138708,345.59473267326695,285.25028599605497
2002,MG,3138807,435.45805825242707,448.96196388261933
2002,MG,3138906,386.8211836734692,353.6323357664233
2002,MG,3139003,440.93310399745224,378.4828700117849
2002,MG,3139102,390.5355718475071,367.5187587822012
2002,MG,3139201,356.88476829268336,308.28479131886456
2002,MG,3139250,310.67664804469285,320.4130143540671
2002,MG,3139300,356.46566311713457,349.92460447761204
2002,MG,3139409,418.19668142929066,389.1412768440722
2002,MG,3139508,464.5003211009175,345.67523112480694
2002,MG,3139607,370.1267301862284,360.6870828997584
2002,MG,3139706,376.3667330210767,413.4769145299141
2002,MG,3139805,302.87630729166705,307.90334659913117
2002,MG,3139904,391.57687199230037,382.1729079042786
2002,MG,3140001,607.72327787844,584.229384543107
2002,MG,3140100,314.2644186046511,298.73840336134424
2002,MG,3140159,412.67113752122214,389.8425590955804
2002,MG,3140209,330.53615671641836,312.62717065868276
2002,MG,3140308,374.66903271692723,352.8560480349347
2002,MG,3140407,357.93902439024396,353.4184810126581
2002,MG,3140506,319.4416460025649,305.6618549375146
2002,MG,3140530,341.665626598465,318.43629824561384
2002,MG,3140555,440.8478800000004,427.9445488721801
2002,MG,3140605,400.25459574468107,373.39527881040885
2002,MG,3140704,543.4178062678075,510.4522745901652
2002,MG,3140803,486.0253894081001,476.2804646464657
2002,MG,3140852,291.92814489571873,290.85526080476916
2002,MG,3140902,428.65980548187423,333.0719975389654
2002,MG,3141009,395.87724999999995,402.1348387096774
2002,MG,3141108,636.8789647343725,578.887057673507
2002,MG,3141207,521.9968633540374,512.310222772277
2002,MG,3141306,346.08716463414646,337.97552763819124
2002,MG,3141405,504.90043196544275,487.7956496519724
2002,MG,3141504,484.8362202380954,430.27973300970916
2002,MG,3141603,292.2430362116993,302.1652118644068
2002,MG,3141702,271.51506925207764,275.852914893617
2002,MG,3141801,348.633813747228,313.36556111806397
2002,MG,3141900,444.94672672672687,417.400414507772
2002,MG,3142007,275.18044303797444,282.17367924528315
2002,MG,3142106,415.81966587112146,383.86358436606326
2002,MG,3142205,356.9403163686386,370.2490445517978
2002,MG,3142254,499.99999999999994,275.595206185567
2002,MG,3142304,382.8143202416917,423.9516009852215
2002,MG,3142403,537.0502254428344,511.3070157657662
2002,MG,3142502,318.86028673835125,286.2068124999999
2002,MG,3142601,465.78215801024186,421.5482539682545
2002,MG,3142700,365.13030035335714,317.4410752688174
2002,MG,3142809,415.17368478260863,435.7715479506568
2002,MG,3142908,301.87184313725504,319.69150054764555
2002,MG,3143005,489.7081045751634,367.62628540805287
2002,MG,3143104,374.90029737691196,312.53719795262367
2002,MG,3143153,747.5274269005849,614.6855958549222
2002,MG,3143203,430.14661324041793,379.1747605049288
2002,MG,3143302,534.9934292822334,466.57579471397776
2002,MG,3143401,540.3385863354041,517.8355628058737
2002,MG,3143450,309.3143465045594,295.29464583333356
2002,MG,3143500,406.6195281124502,373.52963623884665
2002,MG,3143609,287.5934574468089,268.95681159420315
2002,MG,3143708,305.31381215469605,342.6940000000001
2002,MG,3143807,367.51653696498084,389.5987931034482
2002,MG,3143906,450.81138786387965,423.48263168385733
2002,MG,3144003,322.1682786157945,350.0337500000009
2002,MG,3144102,424.9309371095373,394.4812304439744
2002,MG,3144201,380.44914893617016,361.38537383177555
2002,MG,3144300,377.62220871327196,391.5865152598955
2002,MG,3144359,324.98950570342237,337.4382488479265
2002,MG,3144375,429.6391452991455,411.84649831649847
2002,MG,3144409,371.4465944881894,344.25318611987376
2002,MG,3144508,447.2550646950092,424.5388466947962
2002,MG,3144607,342.6160581706839,317.3351650618987
2002,MG,3144656,334.84836734693874,263.7776785714287
2002,MG,3144672,351.57186046511623,419.44991666666675
2002,MG,3144706,392.3496001859601,360.6288562091508
2002,MG,3144805,999.9101738339798,883.7460351495192
2002,MG,3144904,422.19914191419133,417.03437308868524
2002,MG,3145000,500.2334579799536,446.48457264957244
2002,MG,3145059,328.94492017416513,312.99451076320906
2002,MG,3145109,467.14878787878797,403.7482135380317
2002,MG,3145208,337.9112846094344,338.28787574606815
2002,MG,3145307,323.2044791666669,292.1435514918197
2002,MG,3145356,545.0181894736844,341.45289340101533
2002,MG,3145372,323.1115319148936,303.21734317343174
2002,MG,3145406,311.30805263157896,299.7013270142181
2002,MG,3145455,303.40885714285724,290.4671752577319
2002,MG,3145505,372.21553475935843,388.70717073170744
2002,MG,3145604,408.91726739788163,378.46845417054647
2002,MG,3145703,398.27,385.39727678571415
2002,MG,3145802,440.9331545741327,383.98492273730693
2002,MG,3145851,369.5032240437159,360.04033402922744
