NOME_MUN,EXP_VIDA_AO_NASCER,MORTALIDADE_INFANTIL,IDHM,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,ANO,REND_MEDIO_FORMAL,TRANSF_PER_CAPITA_BOLSA_FAMILIA
Águas Formosas,,,,,,,2017,1010.0,216.69
Águas Vermelhas,,,,,,,2017,870.5,268.18
Aimorés,,,,,,,2017,1052.13,130.48
Aiuruoca,,,,,,,2017,1056.19,38.3
Alagoa,,,,,,,2017,1085.33,86.04
Albertina,,,,,,,2017,1118.99,28.84
Além Paraíba,,,,,,,2017,1066.69,59.72
Alfenas,,,,,,,2017,1554.12,24.91
Alfredo Vasconcelos,,,,,,,2017,914.28,67.38
Almenara,,,,,,,2017,1003.19,165.49
Alpercata,,,,,,,2017,899.32,175.46
Alpinópolis,,,,,,,2017,1039.63,45.27
Alterosa,,,,,,,2017,925.85,61.5
Alto Caparaó,,,,,,,2017,945.3,102.55
Alto Jequitibá,,,,,,,2017,1027.66,133.29
Alto Rio Doce,,,,,,,2017,953.43,172.95
Alvarenga,,,,,,,2017,806.79,174.47
Alvinópolis,,,,,,,2017,1017.01,103.43
Alvorada de Minas,,,,,,,2017,969.12,204.21
Amparo do Serra,,,,,,,2017,941.56,144.42
Andradas,,,,,,,2017,1139.12,16.87
Andrelândia,,,,,,,2017,937.78,96.34
Angelândia,,,,,,,2017,896.04,253.95
Antônio Carlos,,,,,,,2017,974.13,68.12
Antônio Dias,,,,,,,2017,1156.24,107.82
Antônio Prado de Minas,,,,,,,2017,1085.53,86.15
Araçaí,,,,,,,2017,902.37,119.87
Aracitaba,,,,,,,2017,1092.4,70.86
Araçuaí,,,,,,,2017,1011.32,119.85
Araguari,,,,,,,2017,1238.39,31.14
Arantina,,,,,,,2017,823.89,110.59
Araponga,,,,,,,2017,899.0,86.22
Araporã,,,,,,,2017,1695.42,62.54
Arapuá,,,,,,,2017,1049.23,28.29
Araújos,,,,,,,2017,955.92,19.51
Araxá,,,,,,,2017,1506.03,36.74
Arceburgo,,,,,,,2017,1191.19,19.78
Arcos,,,,,,,2017,1225.0,23.48
Areado,,,,,,,2017,1025.26,22.28
Argirita,,,,,,,2017,913.08,92.58
Aricanduva,,,,,,,2017,888.8,161.35
Arinos,,,,,,,2017,1012.82,195.76
Astolfo Dutra,,,,,,,2017,828.48,39.54
Ataléia,,,,,,,2017,1040.21,211.87
Augusto de Lima,,,,,,,2017,921.87,136.01
Baependi,,,,,,,2017,982.65,84.51
Baldim,,,,,,,2017,1079.38,95.91
Bambuí,,,,,,,2017,1271.11,21.03
Bandeira do Sul,,,,,,,2017,905.67,19.68
Bandeira,,,,,,,2017,913.06,195.68
Barão de Cocais,,,,,,,2017,1398.69,56.37
Barão de Monte Alto,,,,,,,2017,827.57,154.15
Barbacena,,,,,,,2017,1319.27,39.42
Barra Longa,,,,,,,2017,972.93,177.92
Barroso,,,,,,,2017,1104.56,135.54
Bela Vista de Minas,,,,,,,2017,1296.43,80.78
Belmiro Braga,,,,,,,2017,966.72,65.42
Belo Horizonte,,,,,,,2017,2270.39,25.08
Belo Oriente,,,,,,,2017,1911.45,145.14
Belo Vale,,,,,,,2017,1077.9,52.94
Berilo,,,,,,,2017,941.03,133.41
Berizal,,,,,,,2017,834.09,330.28
Bertópolis,,,,,,,2017,909.03,294.3
Betim,,,,,,,2017,1934.14,56.48
Bias Fortes,,,,,,,2017,953.36,154.14
Bicas,,,,,,,2017,801.24,62.03
Biquinhas,,,,,,,2017,1057.36,117.63
Boa Esperança,,,,,,,2017,994.66,30.36
Bocaina de Minas,,,,,,,2017,892.42,165.32
Bocaiúva,,,,,,,2017,976.52,136.6
Bom Despacho,,,,,,,2017,1081.06,30.83
Bom Jardim de Minas,,,,,,,2017,955.27,82.1
Bom Jesus da Penha,,,,,,,2017,1114.95,58.67
Bom Jesus do Amparo,,,,,,,2017,866.2,95.06
Bom Jesus do Galho,,,,,,,2017,896.6,188.76
Bom Repouso,,,,,,,2017,965.91,94.38
Bom Sucesso,,,,,,,2017,1002.96,26.73
Bonfim,,,,,,,2017,888.8,84.55
Bonfinópolis de Minas,,,,,,,2017,1109.43,62.96
Bonito de Minas,,,,,,,2017,952.41,328.73
Borda da Mata,,,,,,,2017,1049.37,39.32
Botelhos,,,,,,,2017,939.07,46.44
Botumirim,,,,,,,2017,873.95,241.92
Brasilândia de Minas,,,,,,,2017,1168.55,156.77
Brasília de Minas,,,,,,,2017,1004.38,132.15
Brasópolis,,,,,,,2017,957.76,47.16
Brás Pires,,,,,,,2017,856.04,139.15
Braúnas,,,,,,,2017,1269.15,131.98
Brumadinho,,,,,,,2017,1412.69,51.4
Bueno Brandão,,,,,,,2017,1022.28,19.54
Buenópolis,,,,,,,2017,930.25,98.11
Bugre,,,,,,,2017,976.43,140.46
Buritis,,,,,,,2017,1242.37,165.79
Buritizeiro,,,,,,,2017,1005.22,141.2
Cabeceira Grande,,,,,,,2017,1334.32,113.26
Cabo Verde,,,,,,,2017,964.97,67.83
Cachoeira da Prata,,,,,,,2017,892.11,58.63
Cachoeira de Minas,,,,,,,2017,1059.91,34.93
Cachoeira de Pajeú,,,,,,,2017,907.06,293.12
Cachoeira Dourada,,,,,,,2017,1460.74,65.28
Caetanópolis,,,,,,,2017,953.86,48.98
Caeté,,,,,,,2017,1172.75,40.62
Caiana,,,,,,,2017,890.51,82.65
Cajuri,,,,,,,2017,872.69,127.71
Caldas,,,,,,,2017,1460.38,35.26
Camacho,,,,,,,2017,1139.07,40.77
Camanducaia,,,,,,,2017,1144.6,52.32
Cambuí,,,,,,,2017,1101.49,35.22
Cambuquira,,,,,,,2017,841.79,68.27
Campanário,,,,,,,2017,851.05,122.37
Campanha,,,,,,,2017,939.24,62.58
Campestre,,,,,,,2017,1007.13,25.08
Campina Verde,,,,,,,2017,1069.86,67.95
Campo Azul,,,,,,,2017,906.64,318.8
Campo Belo,,,,,,,2017,959.0,43.77
Campo do Meio,,,,,,,2017,902.21,96.26
Campo Florido,,,,,,,2017,1433.72,110.97
Campos Altos,,,,,,,2017,1058.26,81.58
Campos Gerais,,,,,,,2017,938.11,47.94
Canaã,,,,,,,2017,798.01,83.48
Canápolis,,,,,,,2017,958.36,31.43
Cana Verde,,,,,,,2017,927.21,66.05
Candeias,,,,,,,2017,913.05,31.21
Cantagalo,,,,,,,2017,936.36,156.57
Caparaó,,,,,,,2017,896.33,163.11
Capela Nova,,,,,,,2017,939.54,75.54
Capelinha,,,,,,,2017,955.43,90.94
Capetinga,,,,,,,2017,880.53,73.88
Capim Branco,,,,,,,2017,879.56,35.7
Capinópolis,,,,,,,2017,1038.69,51.6
Capitão Andrade,,,,,,,2017,907.5,145.36
Capitão Enéas,,,,,,,2017,953.2,254.27
Capitólio,,,,,,,2017,1054.77,28.46
Caputira,,,,,,,2017,789.34,173.25
Caraí,,,,,,,2017,925.82,186.2
Caranaíba,,,,,,,2017,902.07,81.53
Carandaí,,,,,,,2017,1051.26,83.41
Carangola,,,,,,,2017,957.05,82.34
Caratinga,,,,,,,2017,1048.68,52.04
Carbonita,,,,,,,2017,875.55,128.28
Careaçu,,,,,,,2017,945.56,48.5
Carlos Chagas,,,,,,,2017,986.86,117.47
Carmésia,,,,,,,2017,940.08,82.75
Carmo da Cachoeira,,,,,,,2017,818.16,73.76
Carmo da Mata,,,,,,,2017,1076.31,64.15
Carmo de Minas,,,,,,,2017,938.53,80.63
Carmo do Cajuru,,,,,,,2017,1189.35,13.09
Carmo do Paranaíba,,,,,,,2017,1196.08,29.45
Carmo do Rio Claro,,,,,,,2017,961.34,36.38
Carmópolis de Minas,,,,,,,2017,1028.05,31.79
Carneirinho,,,,,,,2017,1380.25,28.7
Carrancas,,,,,,,2017,1046.76,54.56
Carvalhópolis,,,,,,,2017,1061.24,39.01
Carvalhos,,,,,,,2017,1053.62,123.25
Casa Grande,,,,,,,2017,1046.11,50.55
Cascalho Rico,,,,,,,2017,930.91,68.95
Cássia,,,,,,,2017,1094.57,47.94
Cataguases,,,,,,,2017,1172.9,36.16
Catas Altas da Noruega,,,,,,,2017,882.92,102.46
Catas Altas,,,,,,,2017,1294.66,33.34
Catuji,,,,,,,2017,856.84,320.37
Catuti,,,,,,,2017,860.7,246.47
Caxambu,,,,,,,2017,1000.27,60.86
Cedro do Abaeté,,,,,,,2017,1123.48,107.33
Central de Minas,,,,,,,2017,857.19,243.75
Centralina,,,,,,,2017,1068.24,92.9
Chácara,,,,,,,2017,1033.55,89.97
Chalé,,,,,,,2017,873.47,137.22
Chapada do Norte,,,,,,,2017,838.28,96.07
Chapada Gaúcha,,,,,,,2017,1069.01,274.61
Chiador,,,,,,,2017,912.39,140.38
Cipotânea,,,,,,,2017,890.56,125.18
Claraval,,,,,,,2017,1082.18,55.7
Claro dos Poções,,,,,,,2017,811.91,223.71
Cláudio,,,,,,,2017,1054.26,26.3
Coimbra,,,,,,,2017,1009.86,80.51
Coluna,,,,,,,2017,829.14,159.46
Comendador Gomes,,,,,,,2017,1003.35,142.49
Comercinho,,,,,,,2017,953.64,282.32
Conceição da Aparecida,,,,,,,2017,1025.79,51.57
Conceição da Barra de Minas,,,,,,,2017,1023.75,81.26
Conceição das Alagoas,,,,,,,2017,1706.68,35.64
Conceição das Pedras,,,,,,,2017,968.41,74.39
Conceição de Ipanema,,,,,,,2017,1110.46,153.43
Conceição do Mato Dentro,,,,,,,2017,2160.59,171.84
Conceição do Pará,,,,,,,2017,1614.61,49.47
Conceição do Rio Verde,,,,,,,2017,860.28,73.34
Conceição dos Ouros,,,,,,,2017,943.37,40.57
Cônego Marinho,,,,,,,2017,784.04,345.68
Confins,,,,,,,2017,2413.86,40.07
Congonhal,,,,,,,2017,1004.69,54.88
Congonhas do Norte,,,,,,,2017,973.66,199.25
Congonhas,,,,,,,2017,1649.5,23.71
Conquista,,,,,,,2017,1607.9,62.49
Conselheiro Lafaiete,,,,,,,2017,1116.37,14.69
Conselheiro Pena,,,,,,,2017,1202.63,96.01
Consolação,,,,,,,2017,1204.2,123.94
Contagem,,,,,,,2017,1522.18,46.5
Coqueiral,,,,,,,2017,801.02,87.11
Coração de Jesus,,,,,,,2017,842.14,198.91
Cordisburgo,,,,,,,2017,946.0,89.76
Cordislândia,,,,,,,2017,880.37,140.82
Corinto,,,,,,,2017,962.3,98.33
Coroaci,,,,,,,2017,885.59,140.96
Coromandel,,,,,,,2017,1110.1,40.11
Coronel Fabriciano,,,,,,,2017,1091.18,53.42
Coronel Murta,,,,,,,2017,850.52,211.44
Coronel Pacheco,,,,,,,2017,1016.05,87.65
Coronel Xavier Chaves,,,,,,,2017,1013.28,45.9
Córrego Danta,,,,,,,2017,954.81,44.93
Córrego do Bom Jesus,,,,,,,2017,1040.35,50.19
Córrego Fundo,,,,,,,2017,1093.93,13.83
Córrego Novo,,,,,,,2017,849.67,188.92
Couto de Magalhães de Minas,,,,,,,2017,883.88,127.51
Crisólita,,,,,,,2017,753.42,205.48
Cristais,,,,,,,2017,776.49,55.88
Cristália,,,,,,,2017,967.7,400.98
Cristiano Otoni,,,,,,,2017,930.58,61.2
Cristina,,,,,,,2017,963.49,49.61
Crucilândia,,,,,,,2017,904.21,77.05
Cruzeiro da Fortaleza,,,,,,,2017,1148.72,106.46
Cruzília,,,,,,,2017,968.72,108.42
Cuparaque,,,,,,,2017,847.33,167.78
Curral de Dentro,,,,,,,2017,969.98,291.74
Curvelo,,,,,,,2017,1012.43,57.67
Datas,,,,,,,2017,873.46,135.1
Delfim Moreira,,,,,,,2017,906.31,53.71
Delfinópolis,,,,,,,2017,1054.11,39.95
Delta,,,,,,,2017,2171.24,95.68
Descoberto,,,,,,,2017,805.27,77.64
Desterro de Entre Rios,,,,,,,2017,1104.72,43.64
Desterro do Melo,,,,,,,2017,948.71,108.41
Diamantina,,,,,,,2017,1917.78,82.29
Diogo de Vasconcelos,,,,,,,2017,954.86,153.37
Dionísio,,,,,,,2017,803.87,86.09
Divinésia,,,,,,,2017,803.8,52.25
Divino das Laranjeiras,,,,,,,2017,791.69,154.58
Divinolândia de Minas,,,,,,,2017,794.8,415.83
Divino,,,,,,,2017,968.39,171.84
Divinópolis,,,,,,,2017,1258.19,10.92
Divisa Alegre,,,,,,,2017,1096.88,210.22
Divisa Nova,,,,,,,2017,897.19,54.16
Divisópolis,,,,,,,2017,1058.71,274.34
Dom Bosco,,,,,,,2017,1056.95,93.7
Dom Cavati,,,,,,,2017,916.44,81.32
Dom Joaquim,,,,,,,2017,1060.65,165.46
Dom Silvério,,,,,,,2017,1063.34,82.53
Dom Viçoso,,,,,,,2017,1000.5,35.74
Dona Eusébia,,,,,,,2017,755.49,57.12
Dores de Campos,,,,,,,2017,1028.95,15.86
Dores de Guanhães,,,,,,,2017,1064.79,104.01
Dores do Indaiá,,,,,,,2017,959.05,38.59
Dores do Turvo,,,,,,,2017,802.24,139.44
Doresópolis,,,,,,,2017,1675.62,101.59
Douradoquara,,,,,,,2017,967.86,101.71
Durandé,,,,,,,2017,1077.72,145.32
Elói Mendes,,,,,,,2017,985.55,49.48
Engenheiro Caldas,,,,,,,2017,815.95,88.2
Engenheiro Navarro,,,,,,,2017,863.44,297.89
Entre Folhas,,,,,,,2017,900.37,156.17
Entre Rios de Minas,,,,,,,2017,994.98,40.87
Ervália,,,,,,,2017,850.96,60.88
Esmeraldas,,,,,,,2017,1145.72,102.91
Espera Feliz,,,,,,,2017,896.23,104.13
Espinosa,,,,,,,2017,807.67,163.58
Espírito Santo do Dourado,,,,,,,2017,976.12,84.16
Estiva,,,,,,,2017,1143.47,45.4
Estrela Dalva,,,,,,,2017,802.77,105.38
Estrela do Indaiá,,,,,,,2017,987.59,47.29
Estrela do Sul,,,,,,,2017,1139.8,84.47
Eugenópolis,,,,,,,2017,887.17,106.23
Ewbank da Câmara,,,,,,,2017,885.18,108.97
Extrema,,,,,,,2017,1433.77,60.0
Fama,,,,,,,2017,1074.56,41.09
Faria Lemos,,,,,,,2017,938.8,153.61
Felício dos Santos,,,,,,,2017,929.59,129.96
Felisburgo,,,,,,,2017,843.83,301.42
Felixlândia,,,,,,,2017,1198.31,76.4
Fernandes Tourinho,,,,,,,2017,885.21,92.58
Ferros,,,,,,,2017,955.88,82.87
Fervedouro,,,,,,,2017,963.81,107.85
Florestal,,,,,,,2017,985.09,65.0
Formiga,,,,,,,2017,1077.22,21.46
Formoso,,,,,,,2017,1151.33,247.01
Fortaleza de Minas,,,,,,,2017,1262.89,23.88
Fortuna de Minas,,,,,,,2017,966.09,68.69
Francisco Badaró,,,,,,,2017,839.64,104.57
Francisco Dumont,,,,,,,2017,795.75,182.03
Franciscópolis,,,,,,,2017,1294.61,196.34
Francisco Sá,,,,,,,2017,886.6,104.89
Frei Gaspar,,,,,,,2017,894.08,213.67
Frei Inocêncio,,,,,,,2017,832.66,179.26
Frei Lagonegro,,,,,,,2017,778.97,205.48
Fronteira dos Vales,,,,,,,2017,812.67,236.39
Fronteira,,,,,,,2017,1424.19,74.55
Fruta de Leite,,,,,,,2017,853.32,199.4
Frutal,,,,,,,2017,1255.96,25.06
Funilândia,,,,,,,2017,1022.27,115.03
Galiléia,,,,,,,2017,875.72,165.0
Gameleiras,,,,,,,2017,794.12,241.28
Glaucilândia,,,,,,,2017,853.03,145.96
Goiabeira,,,,,,,2017,810.65,104.59
Goianá,,,,,,,2017,1099.19,59.19
Gonçalves,,,,,,,2017,981.84,17.5
Gonzaga,,,,,,,2017,810.84,152.39
Gouveia,,,,,,,2017,894.61,58.48
Governador Valadares,,,,,,,2017,1234.53,50.01
Grão Mogol,,,,,,,2017,923.49,124.93
Grupiara,,,,,,,2017,844.18,89.54
Guanhães,,,,,,,2017,1070.87,53.02
Guapé,,,,,,,2017,971.63,39.88
Guaraciaba,,,,,,,2017,862.47,144.5
Guaraciama,,,,,,,2017,911.92,236.83
Guaranésia,,,,,,,2017,1210.4,33.66
Guarani,,,,,,,2017,897.36,80.09
Guarará,,,,,,,2017,915.25,91.54
Guarda-Mor,,,,,,,2017,1220.71,68.82
Guaxupé,,,,,,,2017,1294.67,38.06
Guidoval,,,,,,,2017,924.71,149.12
Guimarânia,,,,,,,2017,1062.47,82.57
Guiricema,,,,,,,2017,854.92,101.37
Gurinhatã,,,,,,,2017,1088.26,81.78
Heliodora,,,,,,,2017,849.85,82.35
Iapu,,,,,,,2017,931.89,98.9
Ibertioga,,,,,,,2017,839.9,95.09
Ibiaí,,,,,,,2017,845.29,210.71
Ibiá,,,,,,,2017,1119.69,39.46
Ibiracatu,,,,,,,2017,962.26,218.09
Ibiraci,,,,,,,2017,1287.92,33.53
Ibirité,,,,,,,2017,1312.82,61.37
Ibitiúra de Minas,,,,,,,2017,1089.23,53.34
Ibituruna,,,,,,,2017,952.94,82.8
Icaraí de Minas,,,,,,,2017,894.82,175.42
Igarapé,,,,,,,2017,1133.6,63.01
Igaratinga,,,,,,,2017,1017.2,18.44
Iguatama,,,,,,,2017,1209.21,80.91
Ijaci,,,,,,,2017,1381.77,81.58
Ilicínea,,,,,,,2017,841.47,55.25
Imbé de Minas,,,,,,,2017,744.62,220.47
Inconfidentes,,,,,,,2017,903.56,29.04
Indaiabira,,,,,,,2017,818.3,241.28
Indianópolis,,,,,,,2017,1457.01,70.11
Ingaí,,,,,,,2017,1005.64,56.42
Inhapim,,,,,,,2017,964.92,109.28
Inhaúma,,,,,,,2017,1090.82,195.6
Inimutaba,,,,,,,2017,814.8,111.76
Ipaba,,,,,,,2017,878.99,77.68
Ipanema,,,,,,,2017,936.18,128.37
Ipatinga,,,,,,,2017,1393.01,57.47
Ipiaçu,,,,,,,2017,998.73,81.55
Ipuiúna,,,,,,,2017,1002.62,45.33
Iraí de Minas,,,,,,,2017,1159.25,77.01
Itabira,,,,,,,2017,1377.74,38.14
Itabirinha,,,,,,,2017,921.66,99.33
Itabirito,,,,,,,2017,1522.55,29.76
Itacambira,,,,,,,2017,1059.6,229.89
Itacarambi,,,,,,,2017,1027.49,153.86
Itaguara,,,,,,,2017,963.43,41.27
Itaipé,,,,,,,2017,956.11,238.13
Itajubá,,,,,,,2017,1741.93,43.38
Itamarandiba,,,,,,,2017,896.34,111.84
Itamarati de Minas,,,,,,,2017,879.81,58.52
Itambacuri,,,,,,,2017,928.11,164.42
Itambé do Mato Dentro,,,,,,,2017,1068.73,56.62
Itamogi,,,,,,,2017,942.98,30.33
Itamonte,,,,,,,2017,1402.63,28.17
Itanhandu,,,,,,,2017,1057.53,19.94
Itanhomi,,,,,,,2017,889.79,79.14
Itaobim,,,,,,,2017,897.24,176.54
Itapagipe,,,,,,,2017,1390.43,49.89
Itapecerica,,,,,,,2017,1108.33,36.86
Itapeva,,,,,,,2017,1171.82,74.43
Itatiaiuçu,,,,,,,2017,1907.12,82.85
Itaú de Minas,,,,,,,2017,1327.14,38.91
Itaúna,,,,,,,2017,1345.2,24.34
Itaverava,,,,,,,2017,916.1,155.97
Itinga,,,,,,,2017,1189.29,229.77
Itueta,,,,,,,2017,992.73,129.12
Ituiutaba,,,,,,,2017,1233.76,24.34
Itumirim,,,,,,,2017,1008.52,66.69
Iturama,,,,,,,2017,1489.48,93.45
Itutinga,,,,,,,2017,1006.21,57.76
Jaboticatubas,,,,,,,2017,1043.49,66.39
Jacinto,,,,,,,2017,925.48,213.85
Jacuí,,,,,,,2017,1023.69,33.7
Jacutinga,,,,,,,2017,1025.95,7.02
Jaguaraçu,,,,,,,2017,931.73,66.93
Jaíba,,,,,,,2017,886.71,303.28
Jampruca,,,,,,,2017,985.61,236.45
Janaúba,,,,,,,2017,1017.46,118.33
Januária,,,,,,,2017,1008.77,195.93
Japaraíba,,,,,,,2017,990.06,67.57
Japonvar,,,,,,,2017,691.4,256.14
Jeceaba,,,,,,,2017,3216.07,60.7
Jenipapo de Minas,,,,,,,2017,793.68,125.77
Jequeri,,,,,,,2017,970.95,95.58
Jequitaí,,,,,,,2017,996.61,227.12
Jequitibá,,,,,,,2017,983.75,86.99
Jequitinhonha,,,,,,,2017,932.74,154.98
Jesuânia,,,,,,,2017,806.28,66.77
Joaíma,,,,,,,2017,908.91,254.73
Joanésia,,,,,,,2017,946.71,120.97
João Monlevade,,,,,,,2017,1298.23,37.67
João Pinheiro,,,,,,,2017,1227.13,93.57
Joaquim Felício,,,,,,,2017,906.56,69.22
Jordânia,,,,,,,2017,813.41,149.53
José Gonçalves de Minas,,,,,,,2017,955.0,156.61
Josenópolis,,,,,,,2017,1052.24,287.68
José Raydan,,,,,,,2017,769.81,139.22
Juatuba,,,,,,,2017,1495.0,112.21
Juiz de Fora,,,,,,,2017,1473.28,29.36
Juramento,,,,,,,2017,659.55,199.13
Juruaia,,,,,,,2017,850.68,40.17
Juvenília,,,,,,,2017,803.5,214.87
Ladainha,,,,,,,2017,901.1,205.82
Lagamar,,,,,,,2017,1232.35,95.67
Lagoa da Prata,,,,,,,2017,1274.2,45.98
Lagoa dos Patos,,,,,,,2017,977.17,181.34
Lagoa Dourada,,,,,,,2017,907.9,35.68
Lagoa Formosa,,,,,,,2017,1069.82,44.4
Lagoa Grande,,,,,,,2017,1141.09,120.6
Lagoa Santa,,,,,,,2017,1547.42,32.15
Lajinha,,,,,,,2017,1077.56,102.07
Lambari,,,,,,,2017,1029.18,85.92
Lamim,,,,,,,2017,904.33,99.76
Laranjal,,,,,,,2017,954.63,143.63
Lassance,,,,,,,2017,989.75,198.91
Lavras,,,,,,,2017,1579.6,51.56
Leandro Ferreira,,,,,,,2017,1171.18,67.83
Leme do Prado,,,,,,,2017,887.08,139.2
Leopoldina,,,,,,,2017,991.19,42.8
Liberdade,,,,,,,2017,968.99,120.46
Lima Duarte,,,,,,,2017,844.28,66.62
Limeira do Oeste,,,,,,,2017,1516.83,98.13
Lontra,,,,,,,2017,778.36,253.29
Luisburgo,,,,,,,2017,1043.59,98.87
Luislândia,,,,,,,2017,939.83,261.13
Luminárias,,,,,,,2017,863.78,51.4
Luz,,,,,,,2017,1062.24,33.39
Machacalis,,,,,,,2017,964.34,148.57
Machado,,,,,,,2017,1122.93,39.8
Madre de Deus de Minas,,,,,,,2017,920.43,36.73
Malacacheta,,,,,,,2017,937.05,113.3
Mamonas,,,,,,,2017,901.72,173.95
Manga,,,,,,,2017,860.24,261.05
Manhuaçu,,,,,,,2017,1101.43,38.06
Manhumirim,,,,,,,2017,978.41,82.6
Mantena,,,,,,,2017,1007.22,64.91
Maravilhas,,,,,,,2017,922.2,148.25
Mar de Espanha,,,,,,,2017,714.7,48.91
Maria da Fé,,,,,,,2017,1074.88,49.0
Mariana,,,,,,,2017,1442.9,127.17
Marilac,,,,,,,2017,917.07,291.88
Mário Campos,,,,,,,2017,969.21,85.27
Maripá de Minas,,,,,,,2017,871.41,42.92
Marliéria,,,,,,,2017,946.39,107.35
Marmelópolis,,,,,,,2017,948.7,117.98
Martinho Campos,,,,,,,2017,1023.29,64.93
Martins Soares,,,,,,,2017,1168.34,141.5
Mata Verde,,,,,,,2017,945.1,310.83
Materlândia,,,,,,,2017,956.06,223.3
Mateus Leme,,,,,,,2017,1186.44,56.54
Mathias Lobato,,,,,,,2017,1872.55,312.37
Matias Barbosa,,,,,,,2017,1282.19,40.8
Matias Cardoso,,,,,,,2017,789.77,114.82
Matipó,,,,,,,2017,933.13,113.95
Mato Verde,,,,,,,2017,777.44,175.26
Matozinhos,,,,,,,2017,1401.8,59.88
Matutina,,,,,,,2017,963.86,38.97
Medeiros,,,,,,,2017,964.74,38.14
Medina,,,,,,,2017,1047.02,110.0
Mendes Pimentel,,,,,,,2017,870.0,143.09
Mercês,,,,,,,2017,864.23,126.55
Mesquita,,,,,,,2017,869.66,122.09
Minas Novas,,,,,,,2017,917.11,95.47
Minduri,,,,,,,2017,961.69,70.18
Mirabela,,,,,,,2017,837.63,191.75
Miradouro,,,,,,,2017,838.63,120.22
Miraí,,,,,,,2017,985.66,32.17
Miravânia,,,,,,,2017,886.3,248.54
Moeda,,,,,,,2017,1081.67,109.42
Moema,,,,,,,2017,949.64,67.51
Monjolos,,,,,,,2017,1099.34,69.33
Monsenhor Paulo,,,,,,,2017,1049.69,55.23
Montalvânia,,,,,,,2017,881.5,193.84
Monte Alegre de Minas,,,,,,,2017,1068.22,52.28
Monte Azul,,,,,,,2017,867.03,124.64
Monte Belo,,,,,,,2017,1133.72,45.59
Monte Carmelo,,,,,,,2017,1046.89,46.89
Monte Formoso,,,,,,,2017,822.41,235.15
Monte Santo de Minas,,,,,,,2017,940.22,57.4
Montes Claros,,,,,,,2017,1328.51,45.57
Monte Sião,,,,,,,2017,1020.41,14.19
Montezuma,,,,,,,2017,689.31,127.25
Morada Nova de Minas,,,,,,,2017,1097.07,33.11
Morro da Garça,,,,,,,2017,834.58,81.64
Morro do Pilar,,,,,,,2017,988.87,160.98
Munhoz,,,,,,,2017,969.08,52.91
Muriaé,,,,,,,2017,1083.59,35.45
Mutum,,,,,,,2017,952.19,81.26
Muzambinho,,,,,,,2017,1139.52,50.28
Nacip Raydan,,,,,,,2017,997.43,239.49
Nanuque,,,,,,,2017,1033.19,64.78
Naque,,,,,,,2017,851.45,228.3
Natalândia,,,,,,,2017,1031.83,260.19
Natércia,,,,,,,2017,931.6,46.53
Nazareno,,,,,,,2017,1490.12,100.9
Nepomuceno,,,,,,,2017,940.38,44.06
Ninheira,,,,,,,2017,935.42,216.27
Nova Belém,,,,,,,2017,882.05,211.64
Nova Era,,,,,,,2017,1265.95,61.98
Nova Lima,,,,,,,2017,2166.4,16.08
Nova Módica,,,,,,,2017,867.02,128.65
Nova Ponte,,,,,,,2017,1096.45,47.5
Nova Porteirinha,,,,,,,2017,816.63,221.41
Nova Resende,,,,,,,2017,1053.61,37.64
Nova Serrana,,,,,,,2017,1089.62,5.92
Nova União,,,,,,,2017,957.75,98.25
Novo Cruzeiro,,,,,,,2017,924.01,164.52
Novo Oriente de Minas,,,,,,,2017,1054.66,201.94
Novorizonte,,,,,,,2017,854.65,180.05
Olaria,,,,,,,2017,961.39,99.21
Olhos-D'Água,,,,,,,2017,851.47,294.05
Olímpio Noronha,,,,,,,2017,1032.19,109.76
Oliveira Fortes,,,,,,,2017,1037.26,67.03
Oliveira,,,,,,,2017,1003.09,51.46
Onça de Pitangui,,,,,,,2017,1179.15,40.93
Oratórios,,,,,,,2017,933.54,74.48
Orizânia,,,,,,,2017,956.04,128.53
Ouro Branco,,,,,,,2017,1991.56,26.47
Ouro Fino,,,,,,,2017,1091.68,11.68
Ouro Preto,,,,,,,2017,1960.26,57.62
Ouro Verde de Minas,,,,,,,2017,1022.47,256.85
Padre Carvalho,,,,,,,2017,824.58,272.98
Padre Paraíso,,,,,,,2017,850.38,256.82
Paineiras,,,,,,,2017,934.41,45.1
Pains,,,,,,,2017,1259.59,50.99
Pai Pedro,,,,,,,2017,831.45,123.01
Paiva,,,,,,,2017,893.77,72.56
Palma,,,,,,,2017,825.68,154.17
Palmópolis,,,,,,,2017,928.42,253.13
Papagaios,,,,,,,2017,909.45,51.86
Paracatu,,,,,,,2017,1478.95,27.95
Pará de Minas,,,,,,,2017,1122.37,22.83
Paraguaçu,,,,,,,2017,1003.12,44.39
Paraisópolis,,,,,,,2017,1190.55,44.75
Paraopeba,,,,,,,2017,1004.05,68.81
Passabém,,,,,,,2017,944.47,104.65
Passa Quatro,,,,,,,2017,1081.95,30.02
Passa Tempo,,,,,,,2017,1035.47,27.94
Passa-Vinte,,,,,,,2017,929.95,77.09
Passos,,,,,,,2017,1122.3,24.22
Patis,,,,,,,2017,846.06,278.76
Patos de Minas,,,,,,,2017,1340.4,13.72
Patrocínio do Muriaé,,,,,,,2017,975.67,79.15
Patrocínio,,,,,,,2017,1182.01,34.33
Paula Cândido,,,,,,,2017,789.7,92.74
