NOME_MUN,EXP_VIDA_AO_NASCER,MORTALIDADE_INFANTIL,IDHM,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,ANO,REND_MEDIO_FORMAL,TRANSF_PER_CAPITA_BOLSA_FAMILIA,GINI,TAXA_ALFAB,PROP_MENOS_DE_1_SM,PROP_1_A_2_SM,PROP_2_A_5_SM,PROP_5_A_10_SM,PROP_MAIS_DE_10_SM
Caratinga,75.16,15.1,0.706,0.697,0.836,0.603,2010,,,0.5466,91.2,0.3762150584875611,0.1523834367620407,0.0830495908616618,0.0234362128617716,0.0072903509253665
Carbonita,72.74,19.0,0.638,0.617,0.796,0.529,2010,,,0.4701,83.3,0.4525678980563779,0.1383704466469301,0.0473677435963444,0.0091388853134251,0.0021881838074398
Careaçu,74.41,16.2,0.683,0.666,0.824,0.581,2010,,,0.4077,88.3,0.4005225830533781,0.19839492347891,0.0740948114968271,0.0162374020156774,0.0039193729003359
Carlos Chagas,74.55,16.0,0.648,0.641,0.826,0.513,2010,,,0.5448,80.0,0.4255000288201049,0.0934924203124099,0.0451322842815147,0.0135454493054354,0.005245259092743
Carmésia,73.28,18.1,0.65,0.631,0.805,0.54,2010,,,0.481,86.4,0.4393792434529583,0.1450048496605237,0.0543161978661493,0.0096993210475266,0.005819592628516
Carmo da Cachoeira,73.03,18.5,0.655,0.672,0.801,0.523,2010,,,0.4575,90.9,0.4048072108162243,0.1817726589884827,0.0704056084126189,0.0170255383074611,0.0041061592388582
Carmo da Mata,75.41,14.7,0.689,0.68,0.84,0.572,2010,,,0.4043,92.4,0.4025606044705635,0.208731241473397,0.0748242207996641,0.0145870500577185,0.0045125406653373
Carmo de Minas,75.71,14.3,0.682,0.668,0.845,0.562,2010,,,0.4798,90.4,0.4105806451612903,0.1504516129032258,0.062021505376344,0.0161720430107526,0.005505376344086
Carmo do Cajuru,76.16,13.6,0.71,0.695,0.853,0.605,2010,,,0.4463,94.2,0.3182765809589993,0.2303683113273106,0.0971739634005096,0.015520037062775,0.0033588139911975
Carmo do Paranaíba,76.63,12.9,0.705,0.713,0.861,0.571,2010,,,0.5113,91.8,0.3618045923871166,0.195407612883341,0.0874171675142548,0.0213438126059485,0.0078594544613962
Carmo do Rio Claro,76.01,13.8,0.733,0.715,0.85,0.649,2010,,,0.5201,91.8,0.3737738189198331,0.1919607622054346,0.0797158642462509,0.0215920622392603,0.0078362836847446
Carmópolis de Minas,75.99,13.8,0.7,0.694,0.85,0.582,2010,,,0.4635,95.2,0.3847301328993762,0.2031461893138052,0.07804448060754,0.016680227827502,0.0048820179007323
Carneirinho,77.37,11.9,0.741,0.749,0.873,0.622,2010,,,0.5397,89.2,0.3124087591240876,0.2215328467153284,0.124330900243309,0.021654501216545,0.0064476885644768
Carrancas,77.59,11.6,0.725,0.687,0.877,0.632,2010,,,0.5429,92.7,0.4196009389671361,0.1452464788732394,0.0616197183098591,0.0237676056338028,0.010856807511737
Carvalhópolis,75.98,13.9,0.724,0.688,0.85,0.648,2010,,,0.4319,92.3,0.389328743545611,0.182788296041308,0.0950086058519793,0.0151462994836488,0.0044750430292598
Carvalhos,74.2,16.6,0.646,0.667,0.82,0.492,2010,,,0.531,86.0,0.4330882352941176,0.1406862745098039,0.0519607843137254,0.0125,0.0039215686274509
Casa Grande,74.39,16.3,0.652,0.608,0.823,0.555,2010,,,0.4035,94.6,0.3951942740286298,0.1365030674846625,0.0485685071574642,0.0061349693251533,0.0015337423312883
Cascalho Rico,75.72,14.2,0.721,0.734,0.845,0.604,2010,,,0.4935,93.9,0.3290374546919049,0.2609746274667741,0.1083366894885219,0.0193314538864277,0.0092629883205799
Cássia,75.22,15.0,0.704,0.723,0.837,0.576,2010,,,0.4825,90.2,0.3356350839917668,0.2276741252240887,0.1094216851470685,0.0245003651815948,0.0092955315052121
Cataguases,76.68,12.9,0.751,0.718,0.861,0.685,2010,,,0.512,94.6,0.3595785160251719,0.1946761630648649,0.1009317527684277,0.0254158739450704,0.0097728344472088
Catas Altas da Noruega,72.96,18.7,0.6,0.588,0.799,0.46,2010,,,0.4437,87.9,0.4721849865951742,0.10656836461126,0.0418900804289544,0.0043565683646112,0.0
Catas Altas,74.65,15.9,0.684,0.665,0.828,0.582,2010,,,0.392,94.3,0.3224787363304982,0.1703523693803159,0.1227217496962333,0.0140947752126366,0.0041312272174969
Catuji,71.23,21.8,0.54,0.534,0.771,0.382,2010,,,0.5546,78.0,0.3602941176470588,0.0709558823529411,0.0227941176470588,0.0022058823529411,0.0023897058823529
Catuti,71.38,21.5,0.621,0.563,0.773,0.549,2010,,,0.5054,75.4,0.5120018643672803,0.0750407830342577,0.0207410859939408,0.0023304591004427,0.0009321836401771
Caxambu,75.85,14.0,0.743,0.77,0.848,0.629,2010,,,0.6667,94.4,0.3588387710856116,0.1656178943472053,0.0822272751308762,0.0309872560943366,0.0108931309819681
Cedro do Abaeté,73.04,18.5,0.678,0.641,0.801,0.608,2010,,,0.4093,87.3,0.3988657844990548,0.1805293005671077,0.0727788279773156,0.0122873345935727,0.0
Central de Minas,74.37,16.3,0.665,0.663,0.823,0.54,2010,,,0.6067,81.8,0.4510572987721691,0.1060709413369713,0.0475784447476125,0.0097203274215552,0.0030695770804911
Centralina,76.19,13.6,0.678,0.654,0.853,0.558,2010,,,0.4041,89.2,0.3774284110050533,0.1911285794497473,0.0818641212801796,0.0149354295339696,0.0023582257158899
Chácara,77.66,11.5,0.664,0.65,0.878,0.512,2010,,,0.4403,89.3,0.4114308877178759,0.1572760437778678,0.061613295500608,0.0162140251317389,0.0048642075395216
Chalé,72.21,20.0,0.655,0.636,0.787,0.561,2010,,,0.4573,85.2,0.472,0.1394871794871794,0.0498461538461538,0.0121025641025641,0.0022564102564102
Chapada do Norte,72.86,18.8,0.598,0.571,0.798,0.469,2010,,,0.4734,78.2,0.3796043107608171,0.1281968795238861,0.0258163101174199,0.0031365610423033,0.000482547852662
Chapada Gaúcha,74.22,16.6,0.635,0.573,0.82,0.546,2010,,,0.5108,85.3,0.3829293749275194,0.1039081526150991,0.0343268004174881,0.0076539487417372,0.0030151919285631
Chiador,77.05,12.4,0.711,0.742,0.868,0.559,2010,,,0.6223,89.7,0.3785475792988313,0.2090984974958263,0.0851419031719532,0.0171118530884808,0.0041736227045075
Cipotânea,69.97,24.3,0.579,0.592,0.75,0.437,2010,,,0.506,88.3,0.5186156266386995,0.0742877119384722,0.0258696032162209,0.0033210977101905,0.0012235623142807
Claraval,75.88,14.0,0.698,0.687,0.848,0.584,2010,,,0.4299,92.7,0.2898701298701299,0.2602597402597402,0.0779220779220779,0.0189610389610389,0.009090909090909
Claro dos Poções,72.96,18.7,0.67,0.601,0.799,0.625,2010,,,0.4279,84.7,0.5303390838786437,0.1048483045806067,0.0298929208804283,0.0055026769779892,0.0017846519928613
Cláudio,75.75,14.2,0.709,0.701,0.846,0.602,2010,,,0.4053,95.5,0.2987124852661166,0.275092936802974,0.1013691177803971,0.0188140357240003,0.0054402031009157
Coimbra,74.49,16.1,0.669,0.649,0.825,0.558,2010,,,0.4543,90.8,0.4312633131246928,0.1515648041946583,0.063247583155825,0.0140914304440439,0.0022939537932164
Coluna,71.91,20.5,0.583,0.59,0.782,0.43,2010,,,0.5078,81.5,0.505965005302227,0.079135737009544,0.0294273594909862,0.0059650053022269,0.0023860021208907
Comendador Gomes,76.01,13.8,0.697,0.703,0.85,0.566,2010,,,0.451,91.8,0.2550575168583895,0.2629908766362555,0.0995636652122173,0.0360967869892899,0.0079333597778659
Comercinho,72.83,18.9,0.593,0.566,0.797,0.462,2010,,,0.494,78.8,0.4809747755451047,0.0798061849793358,0.0249394328060424,0.0048453755166025,0.0012825994014536
Conceição da Aparecida,75.83,14.1,0.691,0.688,0.847,0.566,2010,,,0.4584,91.6,0.3837695709334289,0.1857296522050914,0.0811521453328552,0.0192422612644914,0.0064539261384008
Conceição da Barra de Minas,73.91,17.1,0.685,0.668,0.815,0.59,2010,,,0.4992,92.4,0.4534179405826363,0.1396019613498702,0.0464378425151427,0.0112489183732333,0.0031727718488606
Conceição das Alagoas,76.72,12.8,0.712,0.734,0.862,0.57,2010,,,0.5263,92.0,0.2345653520545116,0.2148977906256452,0.144435267396242,0.0261717943423497,0.007639892628536
Conceição das Pedras,74.25,16.5,0.668,0.642,0.821,0.566,2010,,,0.4869,91.3,0.4138499587798845,0.1339653751030503,0.0453421269579554,0.0061830173124484,0.0024732069249793
Conceição de Ipanema,74.51,16.1,0.676,0.664,0.825,0.565,2010,,,0.5422,85.9,0.4509906152241918,0.1402502606882169,0.0638686131386861,0.0101668404588112,0.0039103232533889
Conceição do Mato Dentro,72.65,19.2,0.634,0.622,0.794,0.517,2010,,,0.4975,84.0,0.45552956899432,0.1081857667891747,0.0394921483461409,0.01015703307718,0.0035415970598062
Conceição do Pará,75.97,13.9,0.7,0.687,0.85,0.588,2010,,,0.4235,91.5,0.3814989871708305,0.2385775376997524,0.0792257483682196,0.0162052667116812,0.005176682421787
Conceição do Rio Verde,75.01,15.3,0.665,0.675,0.834,0.522,2010,,,0.5307,88.0,0.4503275109170305,0.1360080058224163,0.0524927219796215,0.0144650655021834,0.0051855895196506
Conceição dos Ouros,75.49,14.6,0.703,0.668,0.842,0.618,2010,,,0.3894,93.8,0.3783631655972082,0.2236856917707981,0.0770010131712259,0.0142969717437802,0.0029269390971518
Cônego Marinho,72.96,18.7,0.621,0.55,0.799,0.544,2010,,,0.5294,83.1,0.4185455161891846,0.0759450754365146,0.0205119511781657,0.0030513646380742,0.0010171215460247
Confins,74.79,15.7,0.747,0.706,0.83,0.711,2010,,,0.4546,95.5,0.2924363212132996,0.227104802644371,0.1238576706202605,0.0258603927668675,0.008166439821116
Congonhal,75.81,14.1,0.712,0.681,0.847,0.626,2010,,,0.4576,90.8,0.3895835598564749,0.2018049363923018,0.0916603240187017,0.0139175818201587,0.0043492443187996
Congonhas do Norte,69.74,24.8,0.568,0.566,0.746,0.433,2010,,,0.499,76.5,0.4452766368688089,0.0971249093984054,0.0215027784489007,0.0043488765402271,0.001449625513409
Congonhas,77.59,11.6,0.753,0.732,0.877,0.665,2010,,,0.5052,95.8,0.2329549528020074,0.2016489425259887,0.1550244951607121,0.0278647389174333,0.0067391564105627
Conquista,77.59,11.6,0.729,0.714,0.877,0.618,2010,,,0.4478,90.4,0.2869318181818182,0.2208806818181818,0.1454190340909091,0.022372159090909,0.0074573863636363
Conselheiro Lafaiete,76.62,14.12,0.761,0.736,0.86,0.697,2010,,,0.4988,96.7,0.2554040080752375,0.1929193953419666,0.1540006893495494,0.0346841301885863,0.0111477669998522
Conselheiro Pena,75.24,15.0,0.662,0.646,0.837,0.537,2010,,,0.5175,85.4,0.3921734085754971,0.1181899688834977,0.0585412161805811,0.0179842835293497,0.0035863087389905
Consolação,73.36,18.0,0.673,0.627,0.806,0.602,2010,,,0.3731,88.1,0.4656437625083389,0.1754503002001334,0.0707138092061374,0.0060040026684456,0.000667111407605
Contagem,74.94,15.4,0.756,0.745,0.832,0.697,2010,,,0.4953,96.6,0.2272106475282523,0.239131349610167,0.1559963120806139,0.0375869377261911,0.0085828289861282
Coqueiral,75.26,14.9,0.694,0.663,0.838,0.601,2010,,,0.4901,92.5,0.4523928215353938,0.1388334995014955,0.0493519441674975,0.01321036889332,0.0046111665004985
Coração de Jesus,73.48,17.8,0.642,0.575,0.808,0.57,2010,,,0.4975,83.6,0.5097127222982216,0.0705426356589147,0.0253533971728226,0.0062471500227998,0.0016871865025079
Cordisburgo,72.17,20.1,0.656,0.644,0.786,0.558,2010,,,0.4606,89.9,0.4505566470203012,0.1358218729535036,0.0554027504911591,0.0110019646365422,0.0044531761624099
Cordislândia,73.39,17.9,0.66,0.654,0.807,0.544,2010,,,0.4573,87.2,0.4234606123151014,0.1778465772273821,0.0540075679394564,0.0106639146886824,0.0037839697282421
Corinto,75.49,14.6,0.68,0.664,0.842,0.562,2010,,,0.5454,90.8,0.4052693322905464,0.1226415094339622,0.0614918369342066,0.0141753837129729,0.0044970182813569
Coroaci,73.64,17.5,0.626,0.613,0.811,0.493,2010,,,0.5062,86.2,0.4358974358974359,0.1102451146504009,0.0371625437704732,0.0084717045069467,0.0030498136225008
Coromandel,76.57,13.0,0.708,0.73,0.86,0.565,2010,,,0.513,92.6,0.3506882355387366,0.2059300536449453,0.0884517819270595,0.0236619952592839,0.0092319208217241
Coronel Fabriciano,76.88,12.54,0.755,0.715,0.865,0.696,2010,,,0.4983,94.4,0.2526180209441676,0.2001904015232121,0.1382203057624461,0.0331522652181217,0.0082432659461275
Coronel Murta,72.05,20.3,0.627,0.578,0.784,0.543,2010,,,0.4929,82.3,0.4919219335659816,0.0908620912498384,0.0297272844771875,0.0034897246994959,0.0007754943776657
Coronel Pacheco,72.36,19.7,0.669,0.673,0.789,0.565,2010,,,0.4238,89.3,0.3666666666666666,0.1814393939393939,0.0871212121212121,0.0212121212121212,0.0041666666666666
Coronel Xavier Chaves,74.4,16.3,0.677,0.67,0.823,0.563,2010,,,0.5335,94.5,0.3866900175131348,0.1555166374781086,0.0728546409807355,0.0171628721541155,0.0066549912434325
Córrego Danta,75.61,14.4,0.692,0.683,0.844,0.575,2010,,,0.4815,91.5,0.4350605652759085,0.1843876177658142,0.0746971736204576,0.0148048452220726,0.0060565275908479
Córrego do Bom Jesus,75.4,14.7,0.692,0.665,0.84,0.592,2010,,,0.3851,88.6,0.45424739195231,0.1582712369597615,0.0661698956780924,0.0160953800298062,0.0032786885245901
Córrego Fundo,72.67,19.2,0.678,0.657,0.795,0.597,2010,,,0.3288,91.2,0.3604513064133016,0.22486144101346,0.0882818685669041,0.0069279493269992,0.0009897070467141
Córrego Novo,73.32,18.1,0.632,0.596,0.805,0.525,2010,,,0.4347,80.7,0.5047223271628258,0.0910464676992822,0.0260672459387986,0.006044578768417,0.000377786173026
Couto de Magalhães de Minas,73.4,17.9,0.659,0.6,0.807,0.592,2010,,,0.4684,89.8,0.4159933129005294,0.112287545277236,0.0392867093898021,0.0055725828921705,0.0011145165784341
Crisólita,72.96,18.7,0.585,0.579,0.799,0.432,2010,,,0.5154,69.0,0.5045063088323654,0.0733026236731424,0.0240336471059483,0.0050070098137392,0.0034047666733426
Cristais,76.54,13.1,0.692,0.736,0.859,0.525,2010,,,0.5835,90.9,0.4225859584105415,0.2161828289067325,0.0587811406217829,0.0162651842701255,0.008235536339304
Cristália,72.71,19.1,0.583,0.518,0.795,0.482,2010,,,0.5239,83.2,0.3250603997364375,0.0849989018229738,0.0208653634965956,0.0019767186470459,0.0008785416209092
Cristiano Otoni,74.39,16.3,0.695,0.651,0.823,0.626,2010,,,0.4465,94.5,0.3603582370963941,0.1668630685835493,0.0749469714824416,0.0134338911147772,0.002828187603111
Cristina,75.53,14.5,0.668,0.645,0.842,0.55,2010,,,0.4427,91.5,0.4686234817813765,0.1243814664867296,0.0498200629779577,0.0130454340980656,0.0028115159694107
Crucilândia,73.97,17.0,0.651,0.653,0.816,0.518,2010,,,0.4349,87.4,0.4671972986010612,0.1587071876507477,0.0511336227689339,0.0103714423540762,0.0024119633381572
Cruzeiro da Fortaleza,74.94,15.4,0.696,0.72,0.832,0.562,2010,,,0.5939,90.9,0.3756053268765133,0.1661622276029055,0.0789951573849879,0.0127118644067796,0.0081719128329297
Cruzília,76.17,13.6,0.695,0.671,0.853,0.587,2010,,,0.4966,90.6,0.4251317963647809,0.1573687937681957,0.0629475175072783,0.0126681878983397,0.0044850106223935
Cuparaque,72.85,18.8,0.627,0.621,0.798,0.497,2010,,,0.4842,80.6,0.4150608519269776,0.1092799188640973,0.0514705882352941,0.0116632860040567,0.0017748478701825
Curral de Dentro,70.51,23.2,0.585,0.571,0.759,0.462,2010,,,0.5476,78.7,0.4397729288628703,0.0732659215894979,0.0278516941635621,0.0037253858435337,0.0010643959552953
Curvelo,76.05,13.8,0.713,0.689,0.851,0.617,2010,,,0.5213,92.8,0.3959601983803126,0.1609485843430221,0.0708142381819323,0.0217056940172013,0.0081455207483206
Datas,70.36,23.5,0.616,0.59,0.756,0.524,2010,,,0.4228,90.4,0.4658909422769792,0.0999315537303217,0.0328542094455852,0.0057038558065252,0.000912616929044
Delfim Moreira,75.2,15.0,0.669,0.649,0.837,0.552,2010,,,0.4534,91.7,0.3916366258111031,0.1472242249459264,0.0663302090843547,0.0167267483777938,0.0043258832011535
Delfinópolis,77.31,12.0,0.74,0.702,0.872,0.661,2010,,,0.4757,90.7,0.3052434456928839,0.2560435818862785,0.0915900578821927,0.0183861082737487,0.008682328907048
Delta,73.46,17.8,0.639,0.672,0.808,0.481,2010,,,0.4117,87.7,0.1872551973485989,0.2740283217836697,0.1411569749924676,0.0106959927689062,0.0018077734257306
Descoberto,72.85,18.9,0.68,0.657,0.798,0.599,2010,,,0.4591,92.3,0.3904191616766467,0.2019161676646706,0.0634730538922155,0.0081437125748503,0.0021556886227544
Desterro de Entre Rios,73.14,18.4,0.639,0.607,0.802,0.536,2010,,,0.4177,86.8,0.4582389122693428,0.1215603755260602,0.0382000647458724,0.0063127225639365,0.0009711880867594
Desterro do Melo,73.53,17.7,0.631,0.618,0.809,0.503,2010,,,0.4617,83.9,0.507496251874063,0.1195652173913043,0.0423538230884557,0.0029985007496251,0.0037481259370314
Diamantina,75.33,14.8,0.716,0.693,0.839,0.632,2010,,,0.5713,91.5,0.3886741595890759,0.125387784163149,0.0738697045211819,0.0288104561867466,0.0101459594161623
Diogo de Vasconcelos,73.63,17.5,0.601,0.578,0.811,0.464,2010,,,0.5082,84.6,0.4821644498186215,0.0991535671100362,0.027509068923821,0.0039298669891172,0.0015114873035066
Dionísio,74.24,16.5,0.702,0.651,0.821,0.647,2010,,,0.4582,89.4,0.410289892922434,0.1587881953512666,0.0595455732567249,0.0116218333768608,0.0011752415774353
Divinésia,72.11,20.2,0.657,0.645,0.785,0.559,2010,,,0.4026,91.6,0.4135096497498213,0.1904932094353109,0.0643316654753395,0.0132237312365975,0.0039313795568263
Divino das Laranjeiras,73.64,17.5,0.661,0.624,0.811,0.571,2010,,,0.4505,83.4,0.4276580629883968,0.1349751361591286,0.0483068908358986,0.0087615439261188,0.0035519772673454
Divinolândia de Minas,73.72,17.4,0.623,0.603,0.812,0.495,2010,,,0.4433,87.6,0.4512751224455328,0.1302144907954737,0.0461070765073467,0.0065867252153352,0.001688903901368
Divino,74.36,16.3,0.605,0.639,0.823,0.421,2010,,,0.5418,87.3,0.4322314566018871,0.1036055739548834,0.043116915578329,0.0111854027369868,0.0023745547709804
Divinópolis,75.63,14.59,0.764,0.753,0.844,0.702,2010,,,0.4797,96.5,0.2399762256634325,0.2589314399537364,0.1476311336717428,0.0382691854612435,0.0136809526869284
Divisa Alegre,68.39,27.8,0.608,0.603,0.723,0.515,2010,,,0.5048,80.0,0.4588385449904276,0.0967879174643692,0.0404169325675388,0.009359710699851,0.0029780897681344
Divisa Nova,73.03,18.5,0.67,0.66,0.801,0.57,2010,,,0.3952,87.3,0.4397293972939729,0.1787617876178761,0.05740057400574,0.011890118901189,0.0018450184501845
Divisópolis,73.1,18.4,0.609,0.577,0.802,0.489,2010,,,0.4569,77.0,0.5363216875411997,0.0759393539881344,0.0254449571522742,0.0047462096242584,0.0003955174686882
Dom Bosco,73.88,17.1,0.673,0.627,0.815,0.597,2010,,,0.4267,85.9,0.4273794808405439,0.1427688504326328,0.0482076637824474,0.0117428924598269,0.0027812113720642
Dom Cavati,72.03,20.3,0.688,0.66,0.784,0.63,2010,,,0.4487,88.7,0.4148394241417497,0.1470653377630121,0.0815060908084163,0.0117386489479512,0.0026578073089701
Dom Joaquim,74.12,16.7,0.622,0.61,0.819,0.482,2010,,,0.5453,85.1,0.4569346864428831,0.1124121779859484,0.0486599011189175,0.0083268279989591,0.0041634139994795
Dom Silvério,75.8,14.1,0.709,0.661,0.847,0.636,2010,,,0.4177,90.9,0.4557588805166846,0.1634015069967707,0.0622174381054897,0.0172228202368137,0.0040904198062432
Dom Viçoso,74.12,16.7,0.687,0.617,0.819,0.641,2010,,,0.4153,90.8,0.4651515151515151,0.1170454545454545,0.040530303030303,0.006060606060606,0.0022727272727272
Dona Euzébia,75.45,14.6,0.701,0.684,0.841,0.598,2010,,,0.4163,92.2,0.4501342539317223,0.1912159570387418,0.0701956271576524,0.0159186804756425,0.0032604526275412
Dores de Campos,74.4,16.3,0.686,0.671,0.823,0.585,2010,,,0.3997,93.5,0.4980276134122288,0.163214990138067,0.0571992110453648,0.0106015779092702,0.0033284023668639
Dores de Guanhães,74.26,16.5,0.636,0.612,0.821,0.512,2010,,,0.4926,82.6,0.3879719647298214,0.129550079131811,0.0420529052679177,0.0063305448790413,0.0022609088853719
Dores do Indaiá,75.4,14.7,0.719,0.71,0.84,0.623,2010,,,0.471,89.8,0.4091508656224237,0.2020610057708161,0.0825226710634789,0.0259686727122835,0.0088211046990931
Dores do Turvo,74.75,15.7,0.629,0.613,0.829,0.49,2010,,,0.4669,86.5,0.4725077081192189,0.0996916752312435,0.0390544707091469,0.0082219938335046,0.0020554984583761
Doresópolis,77.11,12.3,0.692,0.652,0.869,0.585,2010,,,0.3953,93.8,0.4184168012924071,0.2051696284329563,0.0597738287560581,0.0129240710823909,0.0032310177705977
Douradoquara,75.84,14.1,0.706,0.704,0.847,0.591,2010,,,0.493,93.2,0.3849502487562189,0.2077114427860696,0.0901741293532338,0.0143034825870646,0.0062189054726368
Durandé,75.54,14.5,0.645,0.626,0.842,0.508,2010,,,0.4343,84.1,0.4562055591467356,0.1409179056237879,0.0416936005171299,0.0082417582417582,0.003393665158371
Elói Mendes,75.26,14.9,0.685,0.688,0.838,0.558,2010,,,0.479,89.6,0.3301390891752337,0.1888635623575382,0.0831743964274084,0.0181885844536446,0.0056286923756803
Engenheiro Caldas,73.91,17.1,0.644,0.632,0.815,0.518,2010,,,0.5006,83.8,0.3929561200923787,0.1329099307159353,0.0503464203233256,0.009122401847575,0.0031177829099307
Engenheiro Navarro,72.44,19.6,0.655,0.599,0.791,0.594,2010,,,0.4304,84.4,0.4514257294429708,0.1130636604774535,0.0343169761273209,0.0038129973474801,0.0009946949602122
Entre Folhas,72.5,19.5,0.634,0.617,0.792,0.521,2010,,,0.4803,87.0,0.4196228109564436,0.1228109564436461,0.0406376290974405,0.0098787606645711,0.0013471037269869
Entre Rios de Minas,73.14,18.4,0.672,0.673,0.802,0.563,2010,,,0.5007,92.6,0.3817320812264226,0.1519383578136287,0.0721566738903603,0.0166144955453888,0.0055381651817962
Ervália,74.7,15.8,0.625,0.64,0.828,0.46,2010,,,0.4654,86.4,0.4888860002599766,0.1136747692707656,0.0473807357337839,0.0106590406863382,0.0027947484726374
Esmeraldas,74.31,16.4,0.671,0.649,0.822,0.567,2010,,,0.4437,92.3,0.3428928918988699,0.1965998689201803,0.0621636114476375,0.0105856884669619,0.0041508609560882
Espera Feliz,75.77,14.2,0.663,0.663,0.846,0.52,2010,,,0.5093,87.3,0.4358250333709826,0.1273231337919704,0.0594516890851216,0.0169421911900605,0.0041071978642571
Espinosa,73.26,18.2,0.627,0.582,0.804,0.526,2010,,,0.4586,78.8,0.4977025025633236,0.0848744920821782,0.0266965404625375,0.0056582994721452,0.0017088823909163
Espírito Santo do Dourado,75.81,14.1,0.685,0.66,0.847,0.576,2010,,,0.3689,89.7,0.4245667686034658,0.2255351681957186,0.059887869520897,0.0099388379204892,0.0030581039755351
Estiva,75.9,14.0,0.691,0.679,0.848,0.573,2010,,,0.3957,91.6,0.4148467030659387,0.2307853842923141,0.0712935741285174,0.0109197816043679,0.0028349433011339
Estrela Dalva,77.04,12.4,0.71,0.719,0.867,0.574,2010,,,0.5966,84.9,0.4451672862453532,0.1556691449814126,0.0738847583643122,0.0148698884758364,0.0051115241635687
Estrela do Indaiá,77.49,11.8,0.676,0.679,0.875,0.521,2010,,,0.4748,87.5,0.3838449111470113,0.2067851373182552,0.0688206785137318,0.0168012924071082,0.0080775444264943
Estrela do Sul,75.4,14.7,0.696,0.694,0.84,0.579,2010,,,0.4473,89.6,0.3632558139534884,0.2331782945736434,0.0829457364341085,0.017984496124031,0.0046511627906976
Eugenópolis,75.77,14.2,0.675,0.66,0.846,0.551,2010,,,0.4578,88.8,0.457645525629887,0.1604039965247611,0.0594048653344917,0.0144439617723718,0.0041268462206776
