COD_MUN,ANO,VINCULOS_MEDIA
3163201,2025,430.25
3163300,2007,154.83333333333334
3163300,2008,157.33333333333334
3163300,2009,155.25
3163300,2010,159.25
3163300,2011,172.41666666666666
3163300,2012,175.5
3163300,2013,182.66666666666666
3163300,2014,182.75
3163300,2015,186.58333333333334
3163300,2016,189.25
3163300,2017,193.08333333333334
3163300,2018,199.75
3163300,2019,197.0
3163300,2020,199.08333333333334
3163300,2021,196.75
3163300,2022,202.08333333333334
3163300,2023,214.08333333333334
3163300,2024,203.58333333333334
3163300,2025,197.16666666666666
3163409,2007,975.75
3163409,2008,677.1666666666666
3163409,2009,589.9166666666666
3163409,2010,573.4166666666666
3163409,2011,583.0
3163409,2012,587.5833333333334
3163409,2013,608.0833333333334
3163409,2014,635.0833333333334
3163409,2015,659.0833333333334
3163409,2016,666.6666666666666
3163409,2017,689.6666666666666
3163409,2018,697.6666666666666
3163409,2019,685.8333333333334
3163409,2020,684.8333333333334
3163409,2021,764.4166666666666
3163409,2022,767.75
3163409,2023,746.3333333333334
3163409,2024,670.3333333333334
3163409,2025,616.6666666666666
3163508,2007,338.8333333333333
3163508,2008,337.4166666666667
3163508,2009,341.6666666666667
3163508,2010,338.0
3163508,2011,335.25
3163508,2012,326.4166666666667
3163508,2013,337.8333333333333
3163508,2014,371.5833333333333
3163508,2015,392.6666666666667
3163508,2016,401.5
3163508,2017,412.6666666666667
3163508,2018,372.0833333333333
3163508,2019,336.0
3163508,2020,366.0
3163508,2021,386.6666666666667
3163508,2022,334.75
3163508,2023,348.5833333333333
3163508,2024,350.9166666666667
3163508,2025,356.9166666666667
3163607,2007,152.08333333333334
3163607,2008,156.66666666666666
3163607,2009,160.33333333333334
3163607,2010,193.5
3163607,2011,214.16666666666666
3163607,2012,210.5
3163607,2013,217.41666666666666
3163607,2014,216.91666666666666
3163607,2015,220.25
3163607,2016,224.91666666666666
3163607,2017,229.16666666666666
3163607,2018,234.58333333333334
3163607,2019,230.0
3163607,2020,229.66666666666666
3163607,2021,232.91666666666666
3163607,2022,230.41666666666666
3163607,2023,226.5
3163607,2024,224.16666666666666
3163607,2025,208.33333333333334
3163706,2007,7598.833333333333
3163706,2008,8069.916666666667
3163706,2009,8521.25
3163706,2010,9021.416666666666
3163706,2011,9749.666666666666
3163706,2012,10090.25
3163706,2013,10349.333333333334
3163706,2014,10758.0
3163706,2015,10909.333333333334
3163706,2016,10777.0
3163706,2017,10876.583333333334
3163706,2018,10963.916666666666
3163706,2019,11094.166666666666
3163706,2020,10621.916666666666
3163706,2021,11005.083333333334
3163706,2022,11275.25
3163706,2023,11412.416666666666
3163706,2024,11798.083333333334
3163706,2025,12078.166666666666
3163805,2007,384.9166666666667
3163805,2008,369.5
3163805,2009,380.75
3163805,2010,385.9166666666667
3163805,2011,429.4166666666667
