,Nome,Codigo,Grupo 1 controle,Grupo 1 tratamento
665,Claraval,311640.0,0.0,0
666,Pedralva,314910.0,0.0,0
667,Ataléia,310470.0,0.0,0
668,Lagamar,313710.0,0.0,0
669,São José do Jacuri,316350.0,0.0,0
670,Orizânia,314587.0,0.0,0
671,Nova Ponte,314500.0,0.0,0
672,Juruaia,313690.0,0.0,0
673,Coronel Xavier Chaves,311970.0,0.0,0
674,Funilândia,312720.0,0.0,0
675,Santa Cruz do Escalvado,315740.0,0.0,0
676,Delfim Moreira,312110.0,0.0,0
677,Santo Antônio do Retiro,316045.0,0.0,0
678,Cantagalo,311205.0,0.0,0
679,Santo Antônio do Amparo,315990.0,0.0,0
680,Paineiras,314640.0,0.0,0
681,Sericita,316630.0,0.0,0
682,Piedade de Caratinga,315015.0,0.0,0
683,Ibertioga,312940.0,0.0,0
684,Augusto de Lima,310480.0,0.0,0
685,Jaíba,313505.0,0.0,0
686,Chalé,311600.0,0.0,0
687,Fervedouro,312595.0,0.0,0
688,Serranos,316700.0,0.0,0
689,Setubinha,316555.0,0.0,0
690,Espírito Santo do Dourado,312440.0,0.0,0
691,Estiva,312450.0,0.0,0
692,Alto Rio Doce,310210.0,0.0,0
693,Camacho,311040.0,0.0,0
694,Cristais,312020.0,0.0,0
695,Bom Jardim de Minas,310750.0,0.0,0
696,Santa Vitória,315980.0,0.0,0
697,Ibiaí,312960.0,0.0,0
698,Curral de Dentro,312087.0,0.0,0
699,Itueta,313410.0,0.0,0
700,Nepomuceno,314460.0,0.0,0
701,São Pedro dos Ferros,316400.0,0.0,0
702,Crisólita,312015.0,0.0,0
703,Divisa Nova,312240.0,0.0,0
704,Rio Pardo de Minas,315560.0,0.0,0
705,Quartel Geral,315370.0,0.0,0
706,Araponga,310370.0,0.0,0
707,Conceição da Barra de Minas,311520.0,0.0,0
708,Minas Novas,314180.0,0.0,0
709,Cordisburgo,311890.0,0.0,0
710,Alto Jequitibá,315350.0,0.0,0
711,Taparuba,316805.0,0.0,0
712,Vermelho Novo,317115.0,0.0,0
713,Luminárias,313870.0,0.0,0
714,Biquinhas,310700.0,0.0,0
715,Indaiabira,313065.0,0.0,0
716,Pequi,314960.0,0.0,0
717,Senador José Bento,316580.0,0.0,0
718,Itamogi,313290.0,0.0,0
719,Ibituruna,313000.0,0.0,0
720,Jacuí,313480.0,0.0,0
721,Lagoa Dourada,313740.0,0.0,0
722,Frei Gaspar,312680.0,0.0,0
723,Cachoeira Dourada,310980.0,0.0,0
724,Oliveira Fortes,314570.0,0.0,0
725,Piracema,315060.0,0.0,0
726,Faria Lemos,312530.0,0.0,0
727,Tupaciguara,316960.0,0.0,0
728,Ibitiúra de Minas,312990.0,0.0,0
729,Cabo Verde,310950.0,0.0,0
730,Angelândia,310285.0,0.0,0
731,Imbé de Minas,313055.0,0.0,0
732,Caputira,311290.0,0.0,0
733,Turmalina,316970.0,0.0,0
734,São Domingos das Dores,316095.0,0.0,0
735,Guimarânia,312890.0,0.0,0
736,São Bento Abade,316080.0,0.0,0
737,São Vicente de Minas,316530.0,0.0,0
738,Carneirinho,311455.0,0.0,0
739,São Romão,316420.0,0.0,0
740,Córrego Novo,312000.0,0.0,0
741,Casa Grande,311490.0,0.0,0
742,Vieiras,317140.0,0.0,0
743,Consolação,311850.0,0.0,0
744,Nova Resende,314510.0,0.0,0
745,Conceição da Aparecida,311710.0,0.0,0
746,Monjolos,314250.0,0.0,0
747,Campo Florido,311140.0,0.0,0
748,Matutina,314120.0,0.0,0
749,Japaraíba,313530.0,0.0,0
750,Peçanha,314860.0,0.0,0
751,Jesuânia,313590.0,0.0,0
752,Riachinho,315445.0,0.0,0
753,Dom Bosco,312247.0,0.0,0
754,Alfredo Vasconcelos,310163.0,0.0,0
755,Presidente Juscelino,315320.0,0.0,0
756,Ingaí,313080.0,0.0,0
757,Ibiraci,312970.0,0.0,0
758,Santo Hipólito,316060.0,0.0,0
759,Lagoa Formosa,313750.0,0.0,0
760,Durandé,312352.0,0.0,0
761,Uruana de Minas,317047.0,0.0,0
762,Santana de Cataguases,315840.0,0.0,0
763,Tocos do Moji,316905.0,0.0,0
764,Morro da Garça,314360.0,0.0,0
765,Carvalhópolis,311470.0,0.0,0
766,Capetinga,311240.0,0.0,0
767,Jampruca,313507.0,0.0,0
768,Cascalho Rico,311500.0,0.0,0
769,Dores do Turvo,312330.0,0.0,0
770,Conceição das Pedras,311720.0,0.0,0
771,Araújos,310390.0,0.0,0
772,Santana do Manhuaçu,315890.0,0.0,0
773,São Tomás de Aquino,316510.0,0.0,0
774,Chapada Gaúcha,311615.0,0.0,0
775,Canaã,311170.0,0.0,0
776,Passa Vinte,314780.0,0.0,0
777,Coqueiral,311870.0,0.0,0
778,Arantina,310360.0,0.0,0
779,Santana de Pirapama,315850.0,0.0,0
780,Carmo da Cachoeira,311390.0,0.0,0
781,Canápolis,311180.0,0.0,0
782,Verdelândia,317103.0,0.0,0
783,Campos Altos,311150.0,0.0,0
784,São João da Lagoa,316225.0,0.0,0
785,Buritizeiro,310940.0,0.0,0
786,Jequeri,313550.0,0.0,0
787,Vargem Bonita,317060.0,0.0,0
788,São Pedro da União,316390.0,0.0,0
789,Olhos-d'Água,314545.0,0.0,0
790,Ervália,312400.0,0.0,0
791,Cordislândia,311900.0,0.0,0
792,Conquista,311820.0,0.0,0
793,Madre de Deus de Minas,313910.0,0.0,0
794,Jequitibá,313570.0,0.0,0
795,Buritis,310930.0,0.0,0
796,Limeira do Oeste,313862.0,0.0,0
797,Cruzeiro da Fortaleza,312070.0,0.0,0
798,Tiros,316890.0,0.0,0
799,Delfinópolis,312120.0,0.0,0
800,Carrancas,311460.0,0.0,0
801,Santa Bárbara do Monte Verde,315727.0,0.0,0
802,Itanhandu,313310.0,0.0,0
803,Pedrinópolis,314920.0,0.0,0
804,Itamarandiba,313250.0,0.0,0
805,Lagoa Grande,313753.0,0.0,0
806,Onça de Pitangui,314580.0,0.0,0
807,São Francisco de Sales,316130.0,0.0,0
808,Coromandel,311930.0,0.0,0
809,Nova Belém,314467.0,0.0,0
810,Bom Jesus da Penha,310760.0,0.0,0
811,Luisburgo,313867.0,0.0,0
812,Virgínia,317170.0,0.0,0
813,Presidente Olegário,315340.0,0.0,0
814,Umburatiba,317030.0,0.0,0
815,Turvolândia,316980.0,0.0,0
816,Felixlândia,312570.0,0.0,0
817,Cambuquira,311070.0,0.0,0
818,Santa Rosa da Serra,315970.0,0.0,0
819,Santa Margarida,315790.0,0.0,0
820,Morada Nova de Minas,314350.0,0.0,0
821,Formoso,312620.0,0.0,0
822,Ipiaçu,313140.0,0.0,0
823,Estrela do Indaiá,312470.0,0.0,0
824,Gurinhatã,312910.0,0.0,0
825,Matias Cardoso,314085.0,0.0,0
826,São Roque de Minas,316430.0,0.0,0
827,Pratinha,315300.0,0.0,0
828,Monte Alegre de Minas,314280.0,0.0,0
829,Seritinga,316640.0,0.0,0
830,Veríssimo,317110.0,0.0,0
831,Varjão de Minas,317075.0,0.0,0
832,Douradoquara,312350.0,0.0,0
833,Lassance,313810.0,0.0,0
834,Tapiraí,316820.0,0.0,0
835,Santa Rita do Itueto,315950.0,0.0,0
836,União de Minas,317043.0,0.0,0
837,Rio Paranaíba,315550.0,0.0,0
838,Bonfinópolis de Minas,310820.0,0.0,0
839,Perdizes,314980.0,0.0,0
840,Carbonita,311350.0,0.0,0
841,Itacambira,313200.0,0.0,0
842,Água Comprida,310070.0,0.0,0
843,Serra do Salitre,316680.0,0.0,0
844,Comendador Gomes,311690.0,0.0,0
845,São José da Varginha,316310.0,0.0,0
846,Guarda-Mor,312860.0,0.0,0
847,Belo Horizonte,310620.0,0.0,0
848,Senador Modestino Gonçalves,316590.0,0.0,0
849,Medeiros,314130.0,0.0,0
850,Romaria,315640.0,0.0,0
851,Estrela do Sul,312480.0,0.0,0
852,Brumadinho,310900,0.0,1
